layer,f,zs,L,window,Delta_ratio,status,z_hat,abs_error,D_true_over_Dmax,margin_10m,margin_20m,n_unique_modes,n_unresolved_groups,selected_mode_ids,n_detected_peaks,n_unmatched,global_peak_depth,second_peak_depth,second_peak_ratio,local_FWHM
NEAREST_MODE_OPTIMISTIC,201.0,190.0,1200.0,250.0,0.1,OK,150.0,40.0,0.06668406810905243,0.3148200663897229,0.09016281386380362,0,12,504;365;301;259;242;225;190;167;146;96;50;1,13.0,1.0,150.0,152.0,0.9615210061590328,MULTIPEAK
TRUE_K_UPPER,201.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
EQ5_IDEAL_UPPER,201.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,1200.0,250.0,0.1,OK,214.0,14.0,0.05853110292270174,0.06568824725825201,0.0619306710917916,0,12,508;429;401;362;304;218;199;179;153;96;50;1,13.0,1.0,214.0,212.0,0.9852235858853112,MULTIPEAK
TRUE_K_UPPER,201.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,210.0,1200.0,250.0,0.1,OK,150.0,60.0,0.3283691076212867,0.3887047901403328,0.5714873215906722,0,10,501;362;301;259;204;147;122;95;50;1,11.0,1.0,150.0,220.0,0.8447776203188456,MULTIPEAK
TRUE_K_UPPER,201.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
EQ5_IDEAL_UPPER,201.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,220.0,1200.0,250.0,0.1,OK,174.0,46.0,0.018329070119257117,0.021800939703892644,0.14129856153719916,0,12,500;404;362;298;259;243;226;208;145;117;47;1,13.0,1.0,174.0,172.0,0.9654702475559696,MULTIPEAK
TRUE_K_UPPER,201.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
EQ5_IDEAL_UPPER,201.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,180.0,1200.0,250.0,0.1,OK,208.0,28.0,0.12437393140347157,0.4900148555802796,1.286581105309928,0,13,586;347;306;289;272;255;237;218;193;131;102;52;1,14.0,1.0,208.0,210.0,0.9452503966274732,8.0
TRUE_K_UPPER,235.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,235.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,8,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,190.0,1200.0,250.0,0.1,OK,180.0,10.0,0.6420614534026368,0.6420614534026368,1.3434179978903518,0,8,584;416;357;163;132;104;55;1,9.0,1.0,180.0,196.0,0.9747282891315506,MULTIPEAK
TRUE_K_UPPER,235.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,8,,,,,,,
EQ5_IDEAL_UPPER,235.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,8,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,1200.0,250.0,0.1,OK,168.0,32.0,0.2679254249654004,0.5077642300805646,0.30357715669566737,0,12,586;342;306;274;240;222;201;176;129;102;55;1,13.0,1.0,168.0,178.0,0.9423585772547846,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,210.0,1200.0,250.0,0.1,OK,154.0,56.0,0.23120082708493628,0.5203477897033237,0.3436540642268369,0,11,618;585;368;286;270;252;233;132;104;55;1,12.0,1.0,154.0,152.0,0.9874362473756932,MULTIPEAK
TRUE_K_UPPER,235.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
EQ5_IDEAL_UPPER,235.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,9,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,220.0,1200.0,250.0,0.1,OK,150.0,70.0,0.009762616565596521,0.11536358666053805,0.012693488937360905,0,9,590;422;365;192;161;132;104;55;1,10.0,1.0,150.0,154.0,0.9915811148587573,54.0
TRUE_K_UPPER,235.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,9,,,,,,,
EQ5_IDEAL_UPPER,235.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,9,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,180.0,1200.0,250.0,0.1,OK,160.0,20.0,0.055600480997587576,0.1352513429245681,0.055600480997587576,0,15,425;373;353;336;319;300;282;262;239;197;170;145;117;69;7,16.0,1.0,160.0,158.0,0.9418788809146756,MULTIPEAK
TRUE_K_UPPER,283.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,8,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,190.0,1200.0,250.0,0.1,OK,150.0,40.0,0.24495323700324373,0.2742738007378828,0.5394867790487958,0,8,712;246;214;181;148;119;69;7,9.0,1.0,150.0,224.0,0.9700421413993139,MULTIPEAK
TRUE_K_UPPER,283.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,8,,,,,,,
EQ5_IDEAL_UPPER,283.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,8,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,1200.0,250.0,0.1,OK,162.0,38.0,0.10539855389888789,0.3122812687603745,0.2931147346883077,0,11,709;428;298;262;240;216;191;145;117;66;7,12.0,1.0,162.0,160.0,0.9579762532689272,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,210.0,1200.0,250.0,0.1,OK,212.0,2.0,0.9298353175517629,2.936509516427651,29.090076457104903,0,14,700;502;433;375;307;288;268;245;200;171;145;115;63;4,15.0,1.0,212.0,210.0,0.9298353175517629,12.0
TRUE_K_UPPER,283.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,283.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,220.0,1200.0,250.0,0.1,OK,232.0,12.0,0.01363415964661374,0.015359596634950486,0.0742222884518406,0,10,708;425;276;257;235;209;141;113;61;2,11.0,1.0,232.0,230.0,0.8876639127091043,10.0
TRUE_K_UPPER,283.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
EQ5_IDEAL_UPPER,283.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,17,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,180.0,1200.0,250.0,0.1,OK,192.0,12.0,0.8545380983066916,1.0095078548393055,1.2362361976265384,0,17,903;884;836;687;656;622;575;516;349;330;310;264;232;160;129;76;17,18.0,1.0,192.0,194.0,0.9927958510077451,MULTIPEAK
TRUE_K_UPPER,338.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,17,,,,,,,
EQ5_IDEAL_UPPER,338.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,17,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,190.0,1200.0,250.0,0.1,OK,198.0,8.0,0.21364457971174777,0.2521500015499151,0.5918293413691198,0,13,834;608;506;343;325;306;262;235;209;162;133;82;19,14.0,1.0,198.0,200.0,0.8472916057843255,MULTIPEAK
TRUE_K_UPPER,338.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,338.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,1200.0,250.0,0.1,OK,174.0,26.0,0.0269055730653615,0.12978134237449837,0.03630760366448324,0,10,863;834;602;501;268;230;163;133;79;19,12.0,2.0,174.0,172.0,0.9888451232415012,MULTIPEAK
TRUE_K_UPPER,338.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,16,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,210.0,1200.0,250.0,0.1,OK,194.0,16.0,0.07093593143817664,0.17525143447923838,0.14011217670680898,0,16,862;833;602;506;363;345;326;307;263;233;209;185;158;129;76;17,17.0,1.0,194.0,196.0,0.8530751825837379,MULTIPEAK
TRUE_K_UPPER,338.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,16,,,,,,,
EQ5_IDEAL_UPPER,338.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,16,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,17,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,220.0,1200.0,250.0,0.1,OK,250.0,30.0,0.26778819237951634,0.43532537087147144,0.4944600535520709,0,17,863;833;591;496;454;401;349;330;312;267;232;206;181;155;125;71;12,18.0,1.0,250.0,248.0,0.9438986621412102,MULTIPEAK
TRUE_K_UPPER,338.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,17,,,,,,,
EQ5_IDEAL_UPPER,338.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,17,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,100.0,0.05,OK,168.0,32.0,0.07835172058629758,0.1998536958822778,0.1708490734146479,0,14,383;360;332;304;177;153;136;120;105;90;76;48;18;1,16.0,2.0,168.0,170.0,0.9734890532525178,20.0
TRUE_K_UPPER,201.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,100.0,0.05,OK,190.0,10.0,0.17771960856062993,0.17771960856062993,0.2191951381620382,0,14,584;345;192;178;162;149;137;125;112;98;82;55;25;4,16.0,2.0,190.0,188.0,0.9725750578642728,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,100.0,0.05,OK,166.0,34.0,0.021083422134073774,0.06925557417475432,0.04197070636920161,0,15,709;460;429;212;177;165;153;140;126;111;95;67;37;15;1,18.0,3.0,166.0,168.0,0.9900222702051894,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,100.0,0.05,OK,178.0,22.0,0.13316248018755206,0.31421171696965416,0.141775909108909,0,13,832;599;564;509;270;257;141;125;108;78;48;26;6,16.0,3.0,178.0,176.0,0.9475895888721293,18.0
TRUE_K_UPPER,338.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.05,OK,188.0,12.0,0.09714897400506524,0.10328185089775258,0.13294566428624133,0,15,383;360;304;196;187;177;153;136;120;106;91;76;48;18;1,18.0,3.0,188.0,186.0,0.9749665763745351,34.0
TRUE_K_UPPER,201.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.05,OK,184.0,16.0,0.12899168558906385,0.14414993456137973,0.17390897596644034,0,14,584;347;192;177;162;149;137;125;112;98;82;55;25;3,17.0,3.0,184.0,186.0,0.9843680950188382,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.05,OK,154.0,46.0,0.026714770240265924,0.12439166756340804,0.04360195908351405,0,15,709;460;429;213;178;165;153;140;126;111;95;67;37;15;1,18.0,3.0,154.0,156.0,0.9832523553103023,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.05,OK,172.0,28.0,0.1108004863626113,0.20688651212044956,0.1188202570335972,0,13,832;599;508;270;256;155;141;125;108;78;48;27;6,16.0,3.0,172.0,178.0,0.9962072913657277,24.0
TRUE_K_UPPER,338.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,500.0,0.05,OK,186.0,14.0,0.07688491048784846,0.09090821624610919,0.09743816131032783,0,15,384;361;304;197;187;177;152;136;120;106;91;76;48;18;1,18.0,3.0,186.0,188.0,0.9738802058160596,28.0
TRUE_K_UPPER,201.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,500.0,0.05,OK,184.0,16.0,0.19869013754296663,0.22902522805286257,0.2396124288770356,0,14,584;348;191;177;162;149;137;125;112;98;82;55;25;4,17.0,3.0,184.0,182.0,0.9779710944547947,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,500.0,0.05,OK,166.0,34.0,0.015418692442664509,0.04719304850854613,0.0327638442082064,0,15,709;460;429;212;178;165;153;140;126;111;95;67;37;15;1,17.0,2.0,166.0,168.0,0.9894902108103191,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,500.0,0.05,OK,172.0,28.0,0.12632698111967547,0.2638648224711217,0.15063579654345044,0,14,832;599;509;270;256;221;155;141;126;108;78;48;26;6,17.0,3.0,172.0,174.0,0.9611739827793464,MULTIPEAK
TRUE_K_UPPER,338.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,0.0,0.05,OK,186.0,14.0,0.0795536416212688,0.0941993288092541,0.10277857742815294,0,13,361;304;187;177;152;136;120;106;91;76;48;17;1,16.0,3.0,186.0,188.0,0.975678526973202,28.0
TRUE_K_UPPER,201.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,0.0,0.05,OK,150.0,50.0,0.11936494494081658,0.2017685075634794,0.12535529541717771,0,14,584;348;191;177;162;149;137;125;112;98;81;55;25;3,17.0,3.0,150.0,182.0,0.9599089877193364,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,0.0,0.05,OK,166.0,34.0,0.006764518338078152,0.02789969376087855,0.018347430256761218,0,13,709;429;212;178;165;153;140;126;96;67;36;14;1,15.0,2.0,166.0,168.0,0.9800585728002323,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,11,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,0.0,0.05,OK,170.0,30.0,0.24262539058615384,0.47704277407855056,0.46229165525431226,0,11,832;599;508;255;141;126;109;78;47;26;6,14.0,3.0,170.0,172.0,0.9618401867678631,MULTIPEAK
TRUE_K_UPPER,338.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,11,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,100.0,0.1,OK,168.0,32.0,0.09587483730934436,0.23772443241166843,0.21081379319833207,0,14,383;360;332;304;177;153;136;120;105;90;76;48;18;1,16.0,2.0,168.0,170.0,0.974578681779405,20.0
TRUE_K_UPPER,201.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,100.0,0.1,OK,190.0,10.0,0.19387179456726847,0.19387179456726847,0.2254684297576759,0,14,584;345;192;178;162;149;137;125;112;98;82;55;25;4,16.0,2.0,190.0,184.0,0.9894349233027865,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,100.0,0.1,OK,166.0,34.0,0.025018916680560412,0.0749386212214569,0.04872658274733579,0,15,709;460;429;212;177;165;153;140;126;111;95;67;37;15;1,18.0,3.0,166.0,168.0,0.9866184069389858,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,100.0,0.1,OK,178.0,22.0,0.15193135861617502,0.270194535145473,0.15407162837947574,0,13,832;599;564;509;270;257;141;125;108;78;48;26;6,16.0,3.0,178.0,180.0,0.9861086055504699,24.0
TRUE_K_UPPER,338.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.1,OK,188.0,12.0,0.12306817644174627,0.13066387552678638,0.15823115055859185,0,15,383;360;304;196;187;177;153;136;120;106;91;76;48;18;1,18.0,3.0,188.0,168.0,0.9966401065482435,40.0
TRUE_K_UPPER,201.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.1,OK,184.0,16.0,0.13443050872905166,0.15335268535556582,0.17681952269668536,0,14,584;347;192;177;162;149;137;125;112;98;82;55;25;3,17.0,3.0,184.0,186.0,0.9774940014838976,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.1,OK,154.0,46.0,0.029583003990258334,0.13137004860933446,0.048340885801103156,0,15,709;460;429;213;178;165;153;140;126;111;95;67;37;15;1,18.0,3.0,154.0,156.0,0.986596574990275,MULTIPEAK
