layer,f,zs,L,window,Delta_ratio,status,n_detected_peaks,n_unique_modes,n_unresolved_groups,n_unmatched,selected_mode_ids,z_hat,abs_error,D_true_over_Dmax,global_peak_depth,second_peak_depth,second_peak_ratio,local_FWHM,margin_10m,margin_20m
NEAREST_MODE_OPTIMISTIC,338.0,220.0,600.0,250.0,0.1,OK,7,0,6,1,841;615;325;268;167;71,232.0,12.0,0.47001279002596236,232.0,234.0,0.9334681372761906,MULTIPEAK,0.5469086546843318,0.660226694731073
NEAREST_MODE_OPTIMISTIC,201.0,180.0,1200.0,250.0,0.1,OK,13,0,12,1,500;406;365;298;258;241;224;174;147;96;50;1,222.0,42.0,0.18629153577510735,222.0,220.0,0.971575115485275,MULTIPEAK,0.35259211050092737,0.5905526201346629
NEAREST_MODE_OPTIMISTIC,201.0,190.0,1200.0,250.0,0.1,OK,13,0,12,1,504;365;301;259;242;225;190;167;146;96;50;1,150.0,40.0,0.06668406810905243,150.0,152.0,0.9615210061590328,MULTIPEAK,0.3148200663897229,0.09016281386380362
NEAREST_MODE_OPTIMISTIC,201.0,200.0,1200.0,250.0,0.1,OK,13,0,12,1,508;429;401;362;304;218;199;179;153;96;50;1,214.0,14.0,0.05853110292270174,214.0,212.0,0.9852235858853112,MULTIPEAK,0.06568824725825201,0.0619306710917916
NEAREST_MODE_OPTIMISTIC,201.0,210.0,1200.0,250.0,0.1,OK,11,0,10,1,501;362;301;259;204;147;122;95;50;1,150.0,60.0,0.3283691076212867,150.0,220.0,0.8447776203188456,MULTIPEAK,0.3887047901403328,0.5714873215906722
NEAREST_MODE_OPTIMISTIC,201.0,220.0,1200.0,250.0,0.1,OK,13,0,12,1,500;404;362;298;259;243;226;208;145;117;47;1,174.0,46.0,0.018329070119257117,174.0,172.0,0.9654702475559696,MULTIPEAK,0.021800939703892644,0.14129856153719916
NEAREST_MODE_OPTIMISTIC,235.0,180.0,1200.0,250.0,0.1,OK,14,0,13,1,586;347;306;289;272;255;237;218;193;131;102;52;1,208.0,28.0,0.12437393140347157,208.0,210.0,0.9452503966274732,8.0,0.4900148555802796,1.286581105309928
NEAREST_MODE_OPTIMISTIC,235.0,190.0,1200.0,250.0,0.1,OK,9,0,8,1,584;416;357;163;132;104;55;1,180.0,10.0,0.6420614534026368,180.0,196.0,0.9747282891315506,MULTIPEAK,0.6420614534026368,1.3434179978903518
NEAREST_MODE_OPTIMISTIC,235.0,200.0,1200.0,250.0,0.1,OK,13,0,12,1,586;342;306;274;240;222;201;176;129;102;55;1,168.0,32.0,0.2679254249654004,168.0,178.0,0.9423585772547846,MULTIPEAK,0.5077642300805646,0.30357715669566737
NEAREST_MODE_OPTIMISTIC,235.0,210.0,1200.0,250.0,0.1,OK,12,0,11,1,618;585;368;286;270;252;233;132;104;55;1,154.0,56.0,0.23120082708493628,154.0,152.0,0.9874362473756932,MULTIPEAK,0.5203477897033237,0.3436540642268369
NEAREST_MODE_OPTIMISTIC,235.0,220.0,1200.0,250.0,0.1,OK,10,0,9,1,590;422;365;192;161;132;104;55;1,150.0,70.0,0.009762616565596521,150.0,154.0,0.9915811148587573,54.0,0.11536358666053805,0.012693488937360905
NEAREST_MODE_OPTIMISTIC,283.0,180.0,1200.0,250.0,0.1,OK,16,0,15,1,425;373;353;336;319;300;282;262;239;197;170;145;117;69;7,160.0,20.0,0.055600480997587576,160.0,158.0,0.9418788809146756,MULTIPEAK,0.1352513429245681,0.055600480997587576
NEAREST_MODE_OPTIMISTIC,283.0,190.0,1200.0,250.0,0.1,OK,9,0,8,1,712;246;214;181;148;119;69;7,150.0,40.0,0.24495323700324373,150.0,224.0,0.9700421413993139,MULTIPEAK,0.2742738007378828,0.5394867790487958
NEAREST_MODE_OPTIMISTIC,283.0,200.0,1200.0,250.0,0.1,OK,12,0,11,1,709;428;298;262;240;216;191;145;117;66;7,162.0,38.0,0.10539855389888789,162.0,160.0,0.9579762532689272,MULTIPEAK,0.3122812687603745,0.2931147346883077
NEAREST_MODE_OPTIMISTIC,283.0,210.0,1200.0,250.0,0.1,OK,15,0,14,1,700;502;433;375;307;288;268;245;200;171;145;115;63;4,212.0,2.0,0.9298353175517629,212.0,210.0,0.9298353175517629,12.0,2.936509516427651,29.090076457104903
NEAREST_MODE_OPTIMISTIC,283.0,220.0,1200.0,250.0,0.1,OK,11,0,10,1,708;425;276;257;235;209;141;113;61;2,232.0,12.0,0.01363415964661374,232.0,230.0,0.8876639127091043,10.0,0.015359596634950486,0.0742222884518406
NEAREST_MODE_OPTIMISTIC,338.0,180.0,1200.0,250.0,0.1,OK,18,0,17,1,903;884;836;687;656;622;575;516;349;330;310;264;232;160;129;76;17,192.0,12.0,0.8545380983066916,192.0,194.0,0.9927958510077451,MULTIPEAK,1.0095078548393055,1.2362361976265384
NEAREST_MODE_OPTIMISTIC,338.0,190.0,1200.0,250.0,0.1,OK,14,0,13,1,834;608;506;343;325;306;262;235;209;162;133;82;19,198.0,8.0,0.21364457971174777,198.0,200.0,0.8472916057843255,MULTIPEAK,0.2521500015499151,0.5918293413691198
NEAREST_MODE_OPTIMISTIC,338.0,200.0,1200.0,250.0,0.1,OK,12,0,10,2,863;834;602;501;268;230;163;133;79;19,174.0,26.0,0.0269055730653615,174.0,172.0,0.9888451232415012,MULTIPEAK,0.12978134237449837,0.03630760366448324
NEAREST_MODE_OPTIMISTIC,338.0,210.0,1200.0,250.0,0.1,OK,17,0,16,1,862;833;602;506;363;345;326;307;263;233;209;185;158;129;76;17,194.0,16.0,0.07093593143817664,194.0,196.0,0.8530751825837379,MULTIPEAK,0.17525143447923838,0.14011217670680898
NEAREST_MODE_OPTIMISTIC,338.0,220.0,1200.0,250.0,0.1,OK,18,0,17,1,863;833;591;496;454;401;349;330;312;267;232;206;181;155;125;71;12,250.0,30.0,0.26778819237951634,250.0,248.0,0.9438986621412102,MULTIPEAK,0.43532537087147144,0.4944600535520709
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,100.0,0.05,OK,16,0,14,2,383;360;332;304;177;153;136;120;105;90;76;48;18;1,168.0,32.0,0.07835172058629758,168.0,170.0,0.9734890532525178,20.0,0.1998536958822778,0.1708490734146479
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,100.0,0.05,OK,16,0,14,2,584;345;192;178;162;149;137;125;112;98;82;55;25;4,190.0,10.0,0.17771960856062993,190.0,188.0,0.9725750578642728,MULTIPEAK,0.17771960856062993,0.2191951381620382
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,100.0,0.05,OK,18,0,15,3,709;460;429;212;177;165;153;140;126;111;95;67;37;15;1,166.0,34.0,0.021083422134073774,166.0,168.0,0.9900222702051894,MULTIPEAK,0.06925557417475432,0.04197070636920161
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,100.0,0.05,OK,16,0,13,3,832;599;564;509;270;257;141;125;108;78;48;26;6,178.0,22.0,0.13316248018755206,178.0,176.0,0.9475895888721293,18.0,0.31421171696965416,0.141775909108909
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.05,OK,18,0,15,3,383;360;304;196;187;177;153;136;120;106;91;76;48;18;1,188.0,12.0,0.09714897400506524,188.0,186.0,0.9749665763745351,34.0,0.10328185089775258,0.13294566428624133
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.05,OK,17,0,14,3,584;347;192;177;162;149;137;125;112;98;82;55;25;3,184.0,16.0,0.12899168558906385,184.0,186.0,0.9843680950188382,MULTIPEAK,0.14414993456137973,0.17390897596644034
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.05,OK,18,0,15,3,709;460;429;213;178;165;153;140;126;111;95;67;37;15;1,154.0,46.0,0.026714770240265924,154.0,156.0,0.9832523553103023,MULTIPEAK,0.12439166756340804,0.04360195908351405
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.05,OK,16,0,13,3,832;599;508;270;256;155;141;125;108;78;48;27;6,172.0,28.0,0.1108004863626113,172.0,178.0,0.9962072913657277,24.0,0.20688651212044956,0.1188202570335972
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,500.0,0.05,OK,18,0,15,3,384;361;304;197;187;177;152;136;120;106;91;76;48;18;1,186.0,14.0,0.07688491048784846,186.0,188.0,0.9738802058160596,28.0,0.09090821624610919,0.09743816131032783
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,500.0,0.05,OK,17,0,14,3,584;348;191;177;162;149;137;125;112;98;82;55;25;4,184.0,16.0,0.19869013754296663,184.0,182.0,0.9779710944547947,MULTIPEAK,0.22902522805286257,0.2396124288770356
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,500.0,0.05,OK,17,0,15,2,709;460;429;212;178;165;153;140;126;111;95;67;37;15;1,166.0,34.0,0.015418692442664509,166.0,168.0,0.9894902108103191,MULTIPEAK,0.04719304850854613,0.0327638442082064
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,500.0,0.05,OK,17,0,14,3,832;599;509;270;256;221;155;141;126;108;78;48;26;6,172.0,28.0,0.12632698111967547,172.0,174.0,0.9611739827793464,MULTIPEAK,0.2638648224711217,0.15063579654345044
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,0.0,0.05,OK,16,0,13,3,361;304;187;177;152;136;120;106;91;76;48;17;1,186.0,14.0,0.0795536416212688,186.0,188.0,0.975678526973202,28.0,0.0941993288092541,0.10277857742815294
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,0.0,0.05,OK,17,0,14,3,584;348;191;177;162;149;137;125;112;98;81;55;25;3,150.0,50.0,0.11936494494081658,150.0,182.0,0.9599089877193364,MULTIPEAK,0.2017685075634794,0.12535529541717771
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,0.0,0.05,OK,15,0,13,2,709;429;212;178;165;153;140;126;96;67;36;14;1,166.0,34.0,0.006764518338078152,166.0,168.0,0.9800585728002323,MULTIPEAK,0.02789969376087855,0.018347430256761218
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,0.0,0.05,OK,14,0,11,3,832;599;508;255;141;126;109;78;47;26;6,170.0,30.0,0.24262539058615384,170.0,172.0,0.9618401867678631,MULTIPEAK,0.47704277407855056,0.46229165525431226
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,100.0,0.1,OK,16,0,14,2,383;360;332;304;177;153;136;120;105;90;76;48;18;1,168.0,32.0,0.09587483730934436,168.0,170.0,0.974578681779405,20.0,0.23772443241166843,0.21081379319833207
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,100.0,0.1,OK,16,0,14,2,584;345;192;178;162;149;137;125;112;98;82;55;25;4,190.0,10.0,0.19387179456726847,190.0,184.0,0.9894349233027865,MULTIPEAK,0.19387179456726847,0.2254684297576759
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,100.0,0.1,OK,18,0,15,3,709;460;429;212;177;165;153;140;126;111;95;67;37;15;1,166.0,34.0,0.025018916680560412,166.0,168.0,0.9866184069389858,MULTIPEAK,0.0749386212214569,0.04872658274733579
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,100.0,0.1,OK,16,0,13,3,832;599;564;509;270;257;141;125;108;78;48;26;6,178.0,22.0,0.15193135861617502,178.0,180.0,0.9861086055504699,24.0,0.270194535145473,0.15407162837947574
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.1,OK,18,0,15,3,383;360;304;196;187;177;153;136;120;106;91;76;48;18;1,188.0,12.0,0.12306817644174627,188.0,168.0,0.9966401065482435,40.0,0.13066387552678638,0.15823115055859185
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.1,OK,17,0,14,3,584;347;192;177;162;149;137;125;112;98;82;55;25;3,184.0,16.0,0.13443050872905166,184.0,186.0,0.9774940014838976,MULTIPEAK,0.15335268535556582,0.17681952269668536
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.1,OK,18,0,15,3,709;460;429;213;178;165;153;140;126;111;95;67;37;15;1,154.0,46.0,0.029583003990258334,154.0,156.0,0.986596574990275,MULTIPEAK,0.13137004860933446,0.048340885801103156
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.1,OK,16,0,13,3,832;599;508;270;256;155;141;125;108;78;48;27;6,178.0,22.0,0.12622903694935655,178.0,180.0,0.9835275468011664,26.0,0.17404346134467732,0.12834316370690887
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,500.0,0.1,OK,18,0,15,3,384;361;304;197;187;177;152;136;120;106;91;76;48;18;1,186.0,14.0,0.10491770435122197,186.0,184.0,0.9700759763631861,30.0,0.126499809585885,0.12009205554697877
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,500.0,0.1,OK,17,0,14,3,584;348;191;177;162;149;137;125;112;98;82;55;25;4,184.0,16.0,0.20775265187974837,184.0,182.0,0.9899699253506443,MULTIPEAK,0.24508963988645402,0.2430806303354765
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,500.0,0.1,OK,17,0,15,2,709;460;429;212;178;165;153;140;126;111;95;67;37;15;1,166.0,34.0,0.017503073556106877,166.0,168.0,0.983796953119942,MULTIPEAK,0.048590008242459216,0.03601471336072172
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,500.0,0.1,OK,17,0,14,3,832;599;509;270;256;221;155;141;126;108;78;48;26;6,172.0,28.0,0.15827518425892786,172.0,178.0,0.9849346967350461,28.0,0.22153944297320896,0.16538416170305184
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,0.0,0.1,OK,16,0,13,3,361;304;187;177;152;136;120;106;91;76;48;17;1,186.0,14.0,0.10620895098833401,186.0,188.0,0.9645236490274158,MULTIPEAK,0.1274040780101577,0.12451051381435853
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,0.0,0.1,OK,17,0,14,3,584;348;191;177;162;149;137;125;112;98;81;55;25;3,182.0,18.0,0.1387204152602159,182.0,180.0,0.953862411598154,MULTIPEAK,0.19970217379161495,0.14543021464468445
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,0.0,0.1,OK,15,0,13,2,709;429;212;178;165;153;140;126;96;67;36;14;1,166.0,34.0,0.005969492861581919,166.0,168.0,0.9753183989273051,MULTIPEAK,0.025363056419351927,0.016361344191871418
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,0.0,0.1,OK,14,0,11,3,832;599;508;255;141;126;109;78;47;26;6,170.0,30.0,0.2744374874648975,170.0,172.0,0.948655929853914,MULTIPEAK,0.40485548877656446,0.48332742745414775
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,100.0,0.15,OK,16,0,14,2,383;360;332;304;177;153;136;120;105;90;76;48;18;1,168.0,32.0,0.11811794127645078,168.0,170.0,0.9675074697247891,22.0,0.28680522428354754,0.26410065798079047
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,100.0,0.15,OK,16,0,14,2,584;345;192;178;162;149;137;125;112;98;82;55;25;4,184.0,16.0,0.20868752797275938,184.0,182.0,0.9936942032585274,MULTIPEAK,0.21310764534456067,0.23362245136311202
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,100.0,0.15,OK,18,0,15,3,709;460;429;212;177;165;153;140;126;111;95;67;37;15;1,166.0,34.0,0.030811867356982305,166.0,168.0,0.9842628330761549,MULTIPEAK,0.08231120123733389,0.05754946055237085
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,100.0,0.15,OK,16,0,13,3,832;599;564;509;270;257;141;125;108;78;48;26;6,180.0,20.0,0.16152376699792437,180.0,178.0,0.9976235061075359,24.0,0.2665061245063678,0.16152376699792437
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.15,OK,18,0,15,3,383;360;304;196;187;177;153;136;120;106;91;76;48;18;1,168.0,32.0,0.13836728861561665,168.0,170.0,0.9822244676748207,42.0,0.16096604032464512,0.1924522739177935
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.15,OK,17,0,14,3,584;347;192;177;162;149;137;125;112;98;82;55;25;3,184.0,16.0,0.14078178208000366,184.0,186.0,0.9733235824881242,MULTIPEAK,0.1636086176005036,0.18098461851265607
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.15,OK,18,0,15,3,709;460;429;213;178;165;153;140;126;111;95;67;37;15;1,154.0,46.0,0.03250568642857332,154.0,156.0,0.985000257184455,MULTIPEAK,0.13707604185892613,0.05329333175693885
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.15,OK,16,0,13,3,832;599;508;270;256;155;141;125;108;78;48;27;6,178.0,22.0,0.13351363190167778,178.0,180.0,0.9992803042559016,26.0,0.16991110913646215,0.13360979029912592
