scenario,trial,noise,layer,truth_r_km,truth_theta_deg,truth_z,truth_v,truth_psi_deg,est_r_km,est_theta_deg,est_v,est_psi_deg,est_z,err_r_km,err_theta_deg,err_v,err_psi_deg,err_z,abs_err_r_km,abs_err_theta_deg,abs_err_v,abs_err_psi_deg,abs_err_z,ci_r_km,ci_theta_deg,ci_v,ci_psi_deg,ci_z_m,cov_r,cov_theta,cov_v,cov_psi,cov_z,n_acc
B-M,9,18,M0_prior,48.61511927757453,-0.2955694058551104,218.67146623415945,2.084912485823415,6.172737784369797,50.0,0.0,2.0,5.0,200.0,1.3848807224254711,0.295569405855105,-0.0849124858234149,-1.1727377843698077,-18.671466234159425,1.3848807224254711,0.295569405855105,0.0849124858234149,1.1727377843698077,18.671466234159425,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-M,9,18,M1_RC2,48.61511927757453,-0.2955694058551104,218.67146623415945,2.084912485823415,6.172737784369797,45.23625,-0.43,2.879125,10.541250000000002,,-3.3788692775745304,-0.1344305941448936,0.7942125141765848,4.3685122156302105,,3.3788692775745304,0.1344305941448936,0.7942125141765848,4.3685122156302105,,10.0,0.0,0.4000000000000003,2.0000000000000013,,True,False,False,False,True,42
B-M,9,18,M2_RC2_RC3,48.61511927757453,-0.2955694058551104,218.67146623415945,2.084912485823415,6.172737784369797,46.1,-0.38,1.648,12.72,168.8,-2.5151192775745272,-0.0844305941448967,-0.436912485823415,6.547262215630195,-49.87146623415941,2.5151192775745272,0.0844305941448967,0.436912485823415,6.547262215630195,49.87146623415941,2.5,0.0,0.1999999999999999,0.0,40.0,False,False,False,False,True,5
B-M,9,19,M0_prior,48.61511927757453,-0.2955694058551104,218.67146623415945,2.084912485823415,6.172737784369797,50.0,0.0,2.0,5.0,200.0,1.3848807224254711,0.295569405855105,-0.0849124858234149,-1.1727377843698077,-18.671466234159425,1.3848807224254711,0.295569405855105,0.0849124858234149,1.1727377843698077,18.671466234159425,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-M,9,19,M1_RC2,48.61511927757453,-0.2955694058551104,218.67146623415945,2.084912485823415,6.172737784369797,45.48625,-0.43,2.879125,11.29125,,-3.1288692775745304,-0.1344305941448936,0.7942125141765848,5.118512215630215,,3.1288692775745304,0.1344305941448936,0.7942125141765848,5.118512215630215,,7.0,0.0,0.2000000000000001,0.0,,True,False,False,False,True,22
B-M,9,19,M2_RC2_RC3,48.61511927757453,-0.2955694058551104,218.67146623415945,2.084912485823415,6.172737784369797,58.5,-0.18,1.928,-10.32,212.0,9.884880722425471,0.1155694058551162,-0.156912485823415,-16.492737784369798,-6.671466234159425,9.884880722425471,0.1155694058551162,0.156912485823415,16.492737784369798,6.671466234159425,0.0,0.0,0.0,4.000000000000001,0.0,False,False,False,False,False,3
B-M,10,0,M0_prior,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,50.0,0.0,2.0,5.0,200.0,-1.2201646883783184,-0.6856252731942647,0.1332272605654874,0.2935835443049908,-16.300396174422815,1.2201646883783184,0.6856252731942647,0.1332272605654874,0.2935835443049908,16.300396174422815,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-M,10,0,M1_RC2,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,47.23625,0.5700000000000001,2.879125,10.541250000000002,,-3.98391468837832,-0.1156252731942492,1.012352260565487,5.834833544305009,,3.98391468837832,0.1156252731942492,1.012352260565487,5.834833544305009,,14.0,0.0,0.6000000000000001,2.0000000000000013,,True,False,False,False,True,80
B-M,10,0,M2_RC2_RC3,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,45.5,0.5,2.872,8.72,168.8,-5.720164688378318,-0.1856252731942448,1.0052272605654873,4.013583544304988,-47.5003961744228,5.720164688378318,0.1856252731942448,1.0052272605654873,4.013583544304988,47.5003961744228,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1
B-M,10,1,M0_prior,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,50.0,0.0,2.0,5.0,200.0,-1.2201646883783184,-0.6856252731942647,0.1332272605654874,0.2935835443049908,-16.300396174422815,1.2201646883783184,0.6856252731942647,0.1332272605654874,0.2935835443049908,16.300396174422815,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-M,10,1,M1_RC2,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,51.23625,0.5700000000000001,2.879125,10.541250000000002,,0.0160853116216799,-0.1156252731942492,1.012352260565487,5.834833544305009,,0.0160853116216799,0.1156252731942492,1.012352260565487,5.834833544305009,,15.0,0.0,0.8,2.0000000000000013,,True,False,False,False,True,144
B-M,10,1,M2_RC2_RC3,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,58.84,0.62,2.872,11.52,208.8,7.619835311621685,-0.0656252731942523,1.0052272605654873,6.813583544304993,-7.500396174422804,7.619835311621685,0.0656252731942523,1.0052272605654873,6.813583544304993,7.500396174422804,15.0,0.0,1.0,4.000000000000001,40.0,True,False,True,False,True,70
B-M,10,2,M0_prior,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,50.0,0.0,2.0,5.0,200.0,-1.2201646883783184,-0.6856252731942647,0.1332272605654874,0.2935835443049908,-16.300396174422815,1.2201646883783184,0.6856252731942647,0.1332272605654874,0.2935835443049908,16.300396174422815,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-M,10,2,M1_RC2,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,52.23625,0.5455,2.879125,10.541250000000002,,1.01608531162168,-0.1401252731942553,1.012352260565487,5.834833544305009,,1.01608531162168,0.1401252731942553,1.012352260565487,5.834833544305009,,15.0,0.0,0.8,2.0000000000000013,,True,False,False,False,True,156
B-M,10,2,M2_RC2_RC3,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,59.6,0.62,1.2319999999999998,13.2,168.8,8.379835311621683,-0.0656252731942523,-0.6347727394345128,8.49358354430499,-47.5003961744228,8.379835311621683,0.0656252731942523,0.6347727394345128,8.49358354430499,47.5003961744228,3.5,0.0,0.1999999999999999,2.0000000000000013,40.0,False,False,False,False,True,10
B-M,10,3,M0_prior,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,50.0,0.0,2.0,5.0,200.0,-1.2201646883783184,-0.6856252731942647,0.1332272605654874,0.2935835443049908,-16.300396174422815,1.2201646883783184,0.6856252731942647,0.1332272605654874,0.2935835443049908,16.300396174422815,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-M,10,3,M1_RC2,51.22016468837832,0.6856252731942534,216.3003961744228,1.8667727394345128,4.7064164556950026,52.73625,0.5700000000000001,2.879125,10.541250000000002,,1.51608531162168,-0.1156252731942492,1.012352260565487,5.834833544305009,,1.51608531162168,0.1156252731942492,1.012352260565487,5.834833544305009,,15.0,0.0,0.8,4.000000000000001,,True,False,False,False,True,166
