T_s,psi_deg,abs_psi_deg,sigma_deg,identifiable_rate,fim_min,cond,sv_min,crlb_psi_deg,crlb_r_km,crlb_v,bearing_span_deg,mean_abs_err_psi_deg,std_abs_err_psi_deg,median_abs_err_psi_deg,mean_abs_err_r_km,mean_abs_err_v,mean_psi_width_deg,mean_r_width_km,mean_n_acc,rate_truth_in_psi_band,crlb_r_note
300.0,-3.0,3.0,0.1,0.75,1.5507921930595978e-25,5.874282969427215e+23,5.430751501260121e-21,1552.3725937591462,,1046.5392469809717,0.0359841399631083,1.7381471451586608,1.0627726322547948,1.4160588870150574,2.8702811591956587,0.2051010894831855,28.5,15.0,3554.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,-3.0,3.0,0.2,0.375,3.876980482648993e-26,5.874282969427215e+23,2.7153757506300602e-21,3104.7451875182924,,2093.0784939619434,0.0359841399631083,4.225751470775897,3.319445084207568,3.969097853363482,2.6549984142484595,0.0826749728562915,30.0,15.0,4811.75,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,0.0,0.0,0.05,0.5,0.0,inf,0.0,2.5100604028203075,,0.0,0.0,1.9825277838700024,0.8374172430752969,2.105136097146957,2.9060947793557483,0.2174603819760686,21.125,15.0,1947.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,0.0,0.0,0.1,0.375,0.0,inf,0.0,5.020120805640615,,0.0,0.0,2.988212671422212,1.8824867938619632,2.3002390431589825,2.880874993664213,0.2091530316084576,29.0,15.0,3600.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,0.0,0.0,0.2,0.25,0.0,inf,0.0,10.04024161128123,,0.0,0.0,4.280806567776167,2.9812079966843337,4.429994675244663,2.7309236309824376,0.1364813292538261,30.0,15.0,5017.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,3.0,3.0,0.05,1.0,6.203168772238391e-25,5.848498379179203e+23,1.0909388696631834e-20,776.1862968795731,,523.2696234904859,0.0359841399631083,1.5108052837529446,0.6742172288428377,1.5188860046772028,2.9054369304841776,0.2169382327243135,18.5,15.0,1921.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,3.0,3.0,0.1,0.625,1.5507921930595978e-25,5.848498379179203e+23,5.454694348315917e-21,1552.3725937591462,,1046.5392469809717,0.0359841399631083,2.331049504608589,1.823563297576236,1.8727922528976435,2.871053410434504,0.2062126617700493,28.5,15.0,3539.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,3.0,3.0,0.2,0.25,3.876980482648993e-26,5.848498379179203e+23,2.7273471741579584e-21,3104.7451875182924,,2093.0784939619434,0.0359841399631083,3.192409618726175,1.6266847426873097,3.1691165946047977,2.742908830415573,0.135825077428003,30.0,15.0,5051.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,5.0,5.0,0.05,0.875,0.0,4.807456423267159e+23,1.3271977823309642e-20,776.1637963308112,,313.45101660924524,0.0599265892513376,1.5034392016706164,1.0661339976328816,1.2618505900171746,2.8624506234251585,0.2070589231368513,15.375,15.0,1859.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,5.0,5.0,0.1,0.625,0.0,4.807456423267159e+23,6.635988911654821e-21,1552.3275926616225,,626.9020332184905,0.0599265892513376,2.521316762185649,1.643046919543916,1.6496633902623865,2.712862551380482,0.1317659111111721,21.5,15.0,3092.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,5.0,5.0,0.2,0.75,0.0,4.807456423267159e+23,3.3179944558274105e-21,3104.655185323245,,1253.804066436981,0.0599265892513376,3.5023123444938107,2.690592548835128,2.592441297155449,2.7181966437695646,0.1109804319789917,30.0,15.0,4982.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,10.0,10.0,0.05,1.0,0.0,2.4529788772944658e+23,2.6012749733598582e-20,776.0585636234978,,155.5264927760997,0.1194132894122969,0.5767775737707558,0.3402759871893002,0.6753878574088618,2.3995803147101054,0.1162789511741124,11.25,15.0,1297.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,10.0,10.0,0.1,1.0,0.0,2.4529788772944658e+23,1.3006374866799291e-20,1552.1171272469956,,311.0529855521994,0.1194132894122969,0.8599136556932477,0.444294010143669,0.7207793117729722,2.500160050887832,0.0944580505554676,15.5,15.0,2617.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,10.0,10.0,0.2,0.75,0.0,2.4529788772944658e+23,6.5031874333996456e-21,3104.234254493991,,622.1059711043988,0.1194132894122969,3.525724865391492,2.4767951239389925,3.5947086198483627,2.605609697773903,0.1277132574680564,29.375,15.0,4680.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,15.0,15.0,0.05,1.0,1.8911135952856078e-23,6.367022095685191e+22,1.0022866320734777e-19,775.8840492332042,,102.34734772680572,0.1780230865322841,2.566149967626415,0.3605258527816557,2.643496625769901,1.9337664810596504,0.4895793518484607,8.374999999999998,15.0,705.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,15.0,15.0,0.1,1.0,4.7277839882140194e-24,6.367022095685191e+22,5.0114331603673877e-20,1551.7680984664084,,204.69469545361144,0.1780230865322841,2.7715090995167326,1.089123513159266,2.551474544788462,1.682152585988872,0.4519187070090137,10.75,15.0,1469.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
300.0,15.0,15.0,0.2,0.875,1.1819459970535043e-24,6.367022095685191e+22,2.5057165801836932e-20,3103.536196932817,,409.3893909072229,0.1780230865322841,4.262045708154893,2.3990276917242634,3.515148826314216,1.8103257325584057,0.339255428697605,20.125,15.0,3143.75,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-15.0,15.0,0.05,1.0,2.62799597744164e-22,1.0096467064238466e+23,8.868494203671376e-20,140.78705806221475,,18.8073360916204,0.3561884336034528,2.4009794351990537,0.0984979659707598,2.382982826651386,1.9302322229568127,0.518252424829911,6.374999999999999,15.0,239.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-15.0,15.0,0.1,1.0,6.569989943604097e-23,1.0096467064238466e+23,4.4342471018356873e-20,281.5741161244295,,37.61467218324079,0.3561884336034528,2.262908786689094,0.3041546658259659,2.261603386933191,1.819238223323974,0.54280375215187,7.249999999999998,15.0,449.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
