r_km,z_m,J
47.25,152.5,1.1894524187816558e-07
47.5,152.5,1.0411276107902268e-07
47.75,152.5,9.142937429373887e-08
48.0,152.5,8.070314450048244e-08
48.25,152.5,7.177755967369137e-08
48.5,152.5,6.469871838277186e-08
48.75,152.5,5.966835259219039e-08
49.0,152.5,5.681900727694256e-08
49.25,152.5,5.605421715682013e-08
49.5,152.5,5.710844708239904e-08
49.75,152.5,5.98243605764992e-08
50.0,152.5,6.438396504826471e-08
50.25,152.5,7.116358013981028e-08
50.5,152.5,8.032818255010454e-08
50.75,152.5,9.158021274657813e-08
51.0,152.5,1.0434138708603768e-07
51.25,152.5,1.1831831403519288e-07
51.5,152.5,1.3385892283501732e-07
51.75,152.5,1.5150740395597495e-07
52.0,152.5,1.7110730388125717e-07
52.25,152.5,1.913502909456355e-07
52.5,152.5,2.1038084219160424e-07
52.75,152.5,2.272332653152631e-07
53.0,152.5,2.4266071640965947e-07
53.25,152.5,2.582375049353658e-07
53.5,152.5,2.7470886510005954e-07
53.75,152.5,2.912534338150863e-07
54.0,152.5,3.062416705779114e-07
54.25,152.5,3.1881973550085263e-07
54.5,152.5,3.297507252808529e-07
54.75,152.5,3.406679103257204e-07
55.0,152.5,3.527576415418565e-07
55.25,152.5,3.6618495335982715e-07
55.5,152.5,3.804814945329582e-07
55.75,152.5,3.9531777407120217e-07
56.0,152.5,4.108920779177794e-07
56.25,152.5,4.2766347840839103e-07
56.5,152.5,4.4587989767030933e-07
56.75,152.5,4.654031386941426e-07
57.0,152.5,4.859055330319606e-07
57.25,152.5,5.07190000220703e-07
57.5,152.5,5.293135385553427e-07
57.75,152.5,5.524320805250227e-07
58.0,152.5,5.765846842198386e-07
58.25,152.5,6.016333392588891e-07
58.5,152.5,6.273798254241569e-07
58.75,152.5,6.537252950078454e-07
59.0,152.5,6.807109510509335e-07
59.25,152.5,7.084158610837221e-07
59.5,152.5,7.36839308124182e-07
59.75,152.5,7.658806818744424e-07
60.0,152.5,7.954193586012792e-07
45.0,155.0,3.513490565154598e-07
45.25,155.0,3.161344308555414e-07
45.5,155.0,2.833798000700938e-07
45.75,155.0,2.5312309770431085e-07
46.0,155.0,2.25327142056031e-07
46.25,155.0,1.9985204979811044e-07
46.5,155.0,1.76530885021009e-07
46.75,155.0,1.5529782726453334e-07
47.0,155.0,1.3621934857876994e-07
47.25,155.0,1.193761282047845e-07
47.5,155.0,1.0473488809559228e-07
47.75,155.0,9.21326368530373e-08
48.0,155.0,8.140115959065497e-08
48.25,155.0,7.253590683653499e-08
48.5,155.0,6.57013320415345e-08
48.75,155.0,6.104265237727446e-08
49.0,155.0,5.8512070078009515e-08
49.25,155.0,5.788063495160145e-08
49.5,155.0,5.89645327009336e-08
49.75,155.0,6.186887713255373e-08
50.0,155.0,6.692382026329824e-08
50.25,155.0,7.433083726304801e-08
50.5,155.0,8.388511685275546e-08
50.75,155.0,9.506999232300473e-08
51.0,155.0,1.075381153015087e-07
51.25,155.0,1.2150856898429652e-07
51.5,155.0,1.374765760120411e-07
51.75,155.0,1.5540876041608698e-07
52.0,155.0,1.742300707041622e-07
52.25,155.0,1.922357812933484e-07
52.5,155.0,2.0835265845953188e-07
52.75,155.0,2.23051846881539e-07
53.0,155.0,2.3773434221219247e-07
53.25,155.0,2.532266922816717e-07
53.5,155.0,2.6894614424399776e-07
53.75,155.0,2.834365320225629e-07
54.0,155.0,2.957851988893978e-07
54.25,155.0,3.0653091420695944e-07
54.5,155.0,3.1713506132291513e-07
54.75,155.0,3.287750862668304e-07
55.0,155.0,3.4171451324116475e-07
55.25,155.0,3.5557530031482543e-07
55.5,155.0,3.7003421837766837e-07
55.75,155.0,3.8523094036957417e-07
56.0,155.0,4.015756566166928e-07
56.25,155.0,4.193188184453689e-07
56.5,155.0,4.3836125351859323e-07
56.75,155.0,4.5841030837934227e-07
57.0,155.0,4.792711953971462e-07
57.25,155.0,5.009773570430198e-07
57.5,155.0,5.236646035688963e-07
57.75,155.0,5.473733286631699e-07
58.0,155.0,5.719833413575515e-07
58.25,155.0,5.973127239489173e-07
58.5,155.0,6.232633826819267e-07
58.75,155.0,6.4986403436329e-07
59.0,155.0,6.771825256102204e-07
59.25,155.0,7.05218104690708e-07
59.5,155.0,7.338797339828673e-07
59.75,155.0,7.630562541827146e-07
60.0,155.0,7.927004636032464e-07
45.0,157.5,3.50995637443674e-07
45.25,157.5,3.158016814719389e-07
45.5,157.5,2.8313977584737415e-07
45.75,157.5,2.5299014594359903e-07
46.0,157.5,2.2524342724317137e-07
46.25,157.5,1.997435912226564e-07
46.5,157.5,1.7639562477356208e-07
46.75,157.5,1.5522379226418082e-07
47.0,157.5,1.3629689032956804e-07
47.25,157.5,1.196078287524216e-07
47.5,157.5,1.0503163927477743e-07
47.75,157.5,9.240676446253815e-08
48.0,157.5,8.168406151476404e-08
48.25,157.5,7.29741729266209e-08
48.5,157.5,6.641396377293773e-08
48.75,157.5,6.199901281256359e-08
49.0,157.5,5.9553403541912076e-08
49.25,157.5,5.889103871226098e-08
49.5,157.5,6.00409255646639e-08
49.75,157.5,6.325715840027613e-08
50.0,157.5,6.874797264799781e-08
50.25,157.5,7.640185639701258e-08
50.5,157.5,8.579974231093246e-08
50.75,157.5,9.657889632475047e-08
51.0,157.5,1.0881891265857035e-07
51.25,157.5,1.2290911843848562e-07
51.5,157.5,1.389007364682726e-07
51.75,157.5,1.5598613778422532e-07
52.0,157.5,1.7271382390937617e-07
52.25,157.5,1.8798941514575063e-07
52.5,157.5,2.019754801185769e-07
52.75,157.5,2.1578750075690323e-07
53.0,157.5,2.3025631934459057e-07
53.25,157.5,2.450648570739844e-07
53.5,157.5,2.590305718808139e-07
53.75,157.5,2.71255770400991e-07
54.0,157.5,2.8202622814887945e-07
54.25,157.5,2.925377690088382e-07
54.5,157.5,3.038930790344452e-07
54.75,157.5,3.164552653256436e-07
55.0,157.5,3.299772349807384e-07
55.25,157.5,3.4417158190080954e-07
55.5,157.5,3.5911146334388633e-07
55.75,157.5,3.751313273347989e-07
56.0,157.5,3.9247048011503693e-07
56.25,157.5,4.1107817327912244e-07
56.5,157.5,4.3071578215148065e-07
56.75,157.5,4.5120014269262043e-07
57.0,157.5,4.7253485679910057e-07
57.25,157.5,4.94824685226547e-07
57.5,157.5,5.181087057160028e-07
57.75,157.5,5.422918257780296e-07
58.0,157.5,5.67217496860728e-07
58.25,157.5,5.927903456992567e-07
58.5,157.5,6.190213779344589e-07
58.75,157.5,6.459615929932383e-07
59.0,157.5,6.736105355731326e-07
59.25,157.5,7.018920041845789e-07
59.5,157.5,7.307088434327369e-07
59.75,157.5,7.600139353414193e-07
60.0,157.5,7.898240186321459e-07
45.0,160.0,3.5053244074045864e-07
45.25,160.0,3.1539737133101653e-07
45.5,160.0,2.828178177205487e-07
45.75,160.0,2.527126550244674e-07
46.0,160.0,2.2494687756946519e-07
46.25,160.0,1.9940982609600866e-07
46.5,160.0,1.7608332147922567e-07
46.75,160.0,1.5501061301215202e-07
47.0,160.0,1.3619867345049386e-07
47.25,160.0,1.1956045575800545e-07
47.5,160.0,1.0495507107854962e-07
47.75,160.0,9.230318054331832e-08
48.0,160.0,8.165728582198994e-08
48.25,160.0,7.3127232047554e-08
48.5,160.0,6.673791208555713e-08
48.75,160.0,6.237004612774655e-08
49.0,160.0,5.985634221605807e-08
49.25,160.0,5.916557355156726e-08
49.5,160.0,6.046349909638593e-08
49.75,160.0,6.393616502897714e-08
50.0,160.0,6.954830555905289e-08
50.25,160.0,7.699223647517073e-08
50.5,160.0,8.592800082585228e-08
50.75,160.0,9.631576225466176e-08
51.0,160.0,1.0841054742805056e-07
51.25,160.0,1.2230080237429775e-07
51.5,160.0,1.3743244864361515e-07
51.75,160.0,1.5265638930728187e-07
52.0,160.0,1.669426592521006e-07
52.25,160.0,1.8018108915995867e-07
52.5,160.0,1.9314669719161515e-07
52.75,160.0,2.065941495654755e-07
53.0,160.0,2.2044464620396553e-07
53.25,160.0,2.3383354141870427e-07
53.5,160.0,2.45948980737154e-07
53.75,160.0,2.5684660709401896e-07
54.0,160.0,2.6741137260088976e-07
54.25,160.0,2.7861159057618323e-07
54.5,160.0,2.9088576569691327e-07
54.75,160.0,3.041320743024656e-07
55.0,160.0,3.181245781247455e-07
55.25,160.0,3.328786752909707e-07
55.5,160.0,3.4864153974911716e-07
55.75,160.0,3.6562788341409913e-07
56.0,160.0,3.838338192840851e-07
56.25,160.0,4.0308339221972744e-07
56.5,160.0,4.232139263482537e-07
56.75,160.0,4.4420040856696374e-07
57.0,160.0,4.66111881092246e-07
57.25,160.0,4.889826603626801e-07
57.5,160.0,5.127442491703604e-07
57.75,160.0,5.372696282313072e-07
58.0,160.0,5.624687263727779e-07
58.25,160.0,5.883338178858111e-07
58.5,160.0,6.148968576535907e-07
58.75,160.0,6.421570043491087e-07
59.0,160.0,6.700546004712038e-07
59.25,160.0,6.985083821353655e-07
59.5,160.0,7.274714968197316e-07
59.75,160.0,7.569475131141701e-07
60.0,160.0,7.869549080163907e-07
45.0,162.5,3.500122540689432e-07
45.25,162.5,3.1493396190906964e-07
45.5,162.5,2.82391651507119e-07
45.75,162.5,2.522746332944692e-07
46.0,162.5,2.244701367004609e-07
46.25,162.5,1.989257243373288e-07
46.5,162.5,1.7565190169044342e-07
46.75,162.5,1.5465587788199286e-07
47.0,162.5,1.3588082514726096e-07
47.25,162.5,1.1921327924824254e-07
47.5,162.5,1.0456057197849589e-07
47.75,162.5,9.192418026771065e-08
48.0,162.5,8.137518103801256e-08
48.25,162.5,7.294973225491219e-08
48.5,162.5,6.65774719799117e-08
48.75,162.5,6.212289938023474e-08
49.0,162.5,5.9517983430623644e-08
49.25,162.5,5.8845511796690175e-08
49.5,162.5,6.024810139670933e-08
49.75,162.5,6.373926053626633e-08
50.0,162.5,6.911564010003701e-08
50.25,162.5,7.608819097004726e-08
50.5,162.5,8.453675137687355e-08
50.75,162.5,9.458372651760527e-08
51.0,162.5,1.063113822530326e-07
51.25,162.5,1.193707183100301e-07
51.5,162.5,1.329126888549581e-07
51.75,162.5,1.4603817066749514e-07
52.0,162.5,1.5844318190794127e-07
52.25,162.5,1.7056798506942528e-07
52.5,162.5,1.830246358913712e-07
52.75,162.5,1.959047872812647e-07
53.0,162.5,2.0865082217547126e-07
53.25,162.5,2.205905347274495e-07
53.5,162.5,2.316107300393e-07
53.75,162.5,2.4229049966351113e-07
54.0,162.5,2.5342006382267357e-07
54.25,162.5,2.6547034392976343e-07
54.5,162.5,2.7847287398241605e-07
54.75,162.5,2.9228027176309013e-07
55.0,162.5,3.0687133212303763e-07
55.25,162.5,3.224097283593963e-07
55.5,162.5,3.3907464780380536e-07
55.75,162.5,3.5689834088081795e-07
56.0,162.5,3.7576620570689556e-07
56.25,162.5,3.9554321618062716e-07
56.5,162.5,4.1618325030690073e-07
56.75,162.5,4.3772080959847415e-07
57.0,162.5,4.6018178001538956e-07
57.25,162.5,4.835206826037108e-07
57.5,162.5,5.076398039705055e-07
57.75,162.5,5.324572203146971e-07
58.0,162.5,5.579493924656731e-07
58.25,162.5,5.841296237818483e-07
58.5,162.5,6.10995347871679e-07
58.75,162.5,6.385018144206001e-07
59.0,162.5,6.665834075825217e-07
59.25,162.5,6.951946092126349e-07
59.5,162.5,7.243270778722888e-07
59.75,162.5,7.53988194657218e-07
60.0,162.5,7.841682365672398e-07
45.0,165.0,3.4945507820793864e-07
45.25,165.0,3.1440443026831133e-07
45.5,165.0,2.818560387307656e-07
45.75,165.0,2.5170448736400175e-07
46.0,165.0,2.2387554277081279e-07
46.25,165.0,1.983472808220199e-07
46.5,165.0,1.751156200047177e-07
46.75,165.0,1.5414206777641937e-07
47.0,165.0,1.3533991893854846e-07
47.25,165.0,1.1861719251271552e-07
47.5,165.0,1.039384547318889e-07
47.75,165.0,9.133324263554954e-08
48.0,165.0,8.083223845822829e-08
48.25,165.0,7.239929411539947e-08
48.5,165.0,6.593405443844347e-08
48.75,165.0,6.135442776056266e-08
49.0,165.0,5.867791785796328e-08
49.25,165.0,5.799417990282052e-08
49.5,165.0,5.933649405154284e-08
49.75,165.0,6.258451012985944e-08
50.0,165.0,6.751334968857492e-08
50.25,165.0,7.396557188954489e-08
50.5,165.0,8.195542677835732e-08
50.75,165.0,9.152960023239842e-08
51.0,165.0,1.0248089499231838e-07
51.25,165.0,1.142202041837237e-07
51.5,165.0,1.2601572429993269e-07
51.75,165.0,1.3746279559079255e-07
52.0,165.0,1.4872039844071594e-07
52.25,165.0,1.602198629324647e-07
52.5,165.0,1.7213891689848992e-07
52.75,165.0,1.8417465497133634e-07
53.0,165.0,1.958215021247156e-07
53.25,165.0,2.0687403035068996e-07
53.5,165.0,2.176505700113296e-07
53.75,165.0,2.2874306737641348e-07
54.0,165.0,2.406054735448748e-07
54.25,165.0,2.533709191343547e-07
54.5,165.0,2.669754926021284e-07
54.75,165.0,2.813869892648313e-07
55.0,165.0,2.9670107026813497e-07
55.25,165.0,3.1305550907134716e-07
55.5,165.0,3.3050331071926564e-07
55.75,165.0,3.4898227307955665e-07
56.0,165.0,3.6838910033587524e-07
56.25,165.0,3.886671164909927e-07
56.5,165.0,4.0982201277017793e-07
56.75,165.0,4.31868353856224e-07
57.0,165.0,4.54777201008838e-07
57.25,165.0,4.784766609589042e-07
57.5,165.0,5.028953560248794e-07
57.75,165.0,5.279990040740756e-07
58.0,165.0,5.537847886927239e-07
58.25,165.0,5.802466351845226e-07
58.5,165.0,6.073513195703484e-07
58.75,165.0,6.350469905491707e-07
59.0,165.0,6.632909371750983e-07
59.25,165.0,6.920657533715513e-07
59.5,165.0,7.213690496055136e-07
59.75,165.0,7.51190714298744e-07
60.0,165.0,7.815023179702507e-07
45.0,167.5,3.4895323819394974e-07
45.25,167.5,3.1390679700038504e-07
45.5,167.5,2.8133812035591177e-07
45.75,167.5,2.5116221036292075e-07
46.0,167.5,2.2333168725463537e-07
46.25,167.5,1.978264139168573e-07
46.5,167.5,1.7461508350358201e-07
46.75,167.5,1.5363097083387345e-07
47.0,167.5,1.3478923355236816e-07
47.25,167.5,1.180325711613861e-07
47.5,167.5,1.0335591626997598e-07
47.75,167.5,9.077584761651991e-08
48.0,167.5,8.02748003625453e-08
48.25,167.5,7.178124561413313e-08
48.5,167.5,6.521310957907644e-08
48.75,167.5,6.054560097723538e-08
49.0,167.5,5.7821651910927585e-08
49.25,167.5,5.707519290520935e-08
49.5,167.5,5.824118964881109e-08
49.75,167.5,6.115281814267348e-08
50.0,167.5,6.56460805714687e-08
50.25,167.5,7.166472371089583e-08
50.5,167.5,7.921551936629356e-08
50.75,167.5,8.817538943439729e-08
51.0,167.5,9.814508816763379e-08
51.25,167.5,1.085456637905935e-07
51.5,167.5,1.189395847367436e-07
51.75,167.5,1.2928811266021967e-07
52.0,167.5,1.398550296682899e-07
52.25,167.5,1.5083906101942546e-07
52.5,167.5,1.6211225539741747e-07
52.75,167.5,1.7331606794179777e-07
53.0,167.5,1.8421086167563772e-07
53.25,167.5,1.9492778258189958e-07
53.5,167.5,2.0588415505784496e-07
53.75,167.5,2.17488850262626e-07
54.0,167.5,2.2993765380618925e-07
54.25,167.5,2.432372632199531e-07
54.5,167.5,2.5736239217533097e-07
54.75,167.5,2.723640115664949e-07
55.0,167.5,2.883437310030601e-07
55.25,167.5,3.053627590787755e-07
55.5,167.5,3.233964065429973e-07
55.75,167.5,3.4236968615708463e-07
56.0,167.5,3.62223853578314e-07
56.25,167.5,3.8294491444545997e-07
56.5,167.5,4.045367970606506e-07
56.75,167.5,4.269802070799855e-07
57.0,167.5,4.5022219730128654e-07
57.25,167.5,4.742012786884686e-07
57.5,167.5,4.988774127134832e-07
57.75,167.5,5.242361802437756e-07
58.0,167.5,5.502676463375877e-07
58.25,167.5,5.769457787074828e-07
58.5,167.5,6.042288791530126e-07
58.75,167.5,6.320772005796726e-07
59.0,167.5,6.60467645685614e-07
59.25,167.5,6.893906314697773e-07
59.5,167.5,7.188349770981262e-07
59.75,167.5,7.4877768596604e-07
60.0,167.5,7.791881677654544e-07
45.0,170.0,3.491311817427345e-07
45.25,170.0,3.141284108387765e-07
45.5,170.0,2.8159100995406305e-07
45.75,170.0,2.5145404070059385e-07
46.0,170.0,2.2369011598577515e-07
46.25,170.0,1.9827649533343816e-07
46.5,170.0,1.751591941490105e-07
46.75,170.0,1.5425332733354225e-07
47.0,170.0,1.3548377642003118e-07
47.25,170.0,1.188258083040239e-07
47.5,170.0,1.0429502439457394e-07
47.75,170.0,9.189190230962652e-08
48.0,170.0,8.156116582114237e-08
48.25,170.0,7.321363315604401e-08
48.5,170.0,6.679653263841345e-08
48.75,170.0,6.233478266892689e-08
49.0,170.0,5.987980078447919e-08
49.25,170.0,5.9407756713980575e-08
49.5,170.0,6.077650627211995e-08
49.75,170.0,6.380170081143888e-08
50.0,170.0,6.838544708287486e-08
50.25,170.0,7.4534593386133e-08
50.5,170.0,8.219683134136346e-08
50.75,170.0,9.106402676373193e-08
51.0,170.0,1.0057604971080991e-07
51.25,170.0,1.1019903278786103e-07
51.5,170.0,1.1975657687735008e-07
51.75,170.0,1.2946023730808776e-07
52.0,170.0,1.3957990685486976e-07
52.25,170.0,1.5009535370147375e-07
52.5,170.0,1.6067565544730655e-07
52.75,170.0,1.709952923700797e-07
53.0,170.0,1.81066436510946e-07
53.25,170.0,1.912581064633656e-07
53.5,170.0,2.0202130701640897e-07
53.75,170.0,2.1362316870998654e-07
54.0,170.0,2.261064890873854e-07
54.25,170.0,2.3943414106941674e-07
54.5,170.0,2.536319558821276e-07
54.75,170.0,2.687985150018335e-07
55.0,170.0,2.850156887168609e-07
55.25,170.0,3.022803385377415e-07
55.5,170.0,3.2052140319649425e-07
55.75,170.0,3.3966859636080926e-07
56.0,170.0,3.596970199470917e-07
56.25,170.0,3.8061128737609806e-07
56.5,170.0,4.024008319891692e-07
56.75,170.0,4.250186249610266e-07
57.0,170.0,4.48400417241146e-07
57.25,170.0,4.7249847212604834e-07
57.5,170.0,4.972937662772736e-07
57.75,170.0,5.227781145755728e-07
58.0,170.0,5.48929879551352e-07
58.25,170.0,5.757087935265304e-07
58.5,170.0,6.030719829075437e-07
58.75,170.0,6.30991824124294e-07
59.0,170.0,6.594571305695851e-07
59.25,170.0,6.884584937694171e-07
59.5,170.0,7.17975191966147e-07
59.75,170.0,7.479765119500215e-07
60.0,170.0,7.784342316297099e-07
45.0,172.5,3.492459097476086e-07
45.25,172.5,3.142694138258406e-07
45.5,172.5,2.8175676447528275e-07
45.75,172.5,2.5166588180081106e-07
46.0,172.5,2.23975424651357e-07
46.25,172.5,1.9864464451124775e-07
46.5,172.5,1.7559670506539504e-07
46.75,172.5,1.547457653128248e-07
47.0,172.5,1.3604414594858838e-07
47.25,172.5,1.1949522216170294e-07
47.5,172.5,1.051102660465375e-07
47.75,172.5,9.285488022925392e-08
48.0,172.5,8.26451662661043e-08
48.25,172.5,7.440598159824674e-08
48.5,172.5,6.813314157305683e-08
48.75,172.5,6.387758078041372e-08
49.0,172.5,6.165106880562377e-08
49.25,172.5,6.135085783842698e-08
49.5,172.5,6.279344910709028e-08
49.75,172.5,6.584008960253129e-08
50.0,172.5,7.047059835674219e-08
50.25,172.5,7.667705426150917e-08
50.5,172.5,8.425254649502278e-08
50.75,172.5,9.270703538177827e-08
51.0,172.5,1.0146196249838368e-07
51.25,172.5,1.1020203483091962e-07
51.5,172.5,1.19032455447865e-07
51.75,172.5,1.2824512518605502e-07
52.0,172.5,1.3793154418628717e-07
52.25,172.5,1.4783846935539913e-07
52.5,172.5,1.5759904725687335e-07
52.75,172.5,1.6710120220864155e-07
53.0,172.5,1.766206533249104e-07
53.25,172.5,1.8661170742007016e-07
53.5,172.5,1.9740749335195318e-07
53.75,172.5,2.0910565246001767e-07
54.0,172.5,2.2167383306737065e-07
54.25,172.5,2.3511142388521478e-07
54.5,172.5,2.495014255199379e-07
54.75,172.5,2.649384949204858e-07
55.0,172.5,2.8144439467858717e-07
55.25,172.5,2.989609578785135e-07
55.5,172.5,3.174114076021084e-07
55.75,172.5,3.3675760335860616e-07
56.0,172.5,3.569998481278702e-07
56.25,172.5,3.7813466002845075e-07
56.5,172.5,4.0012393343058505e-07
56.75,172.5,4.229046790538149e-07
57.0,172.5,4.4642263541394556e-07
57.25,172.5,4.7065205599494675e-07
57.5,172.5,4.95584153159534e-07
57.75,172.5,5.212016487288196e-07
58.0,172.5,5.474677653438675e-07
58.25,172.5,5.743383071354913e-07
58.5,172.5,6.017811212677415e-07
58.75,172.5,6.297817973788256e-07
59.0,172.5,6.58331649194821e-07
59.25,172.5,6.874126659006663e-07
59.5,172.5,7.169953428753928e-07
59.75,172.5,7.470496976580421e-07
60.0,172.5,7.775565227241543e-07
45.0,175.0,3.4928606018613806e-07
45.25,175.0,3.1432480218640535e-07
45.5,175.0,2.818398263659816e-07
45.75,175.0,2.518024602160551e-07
46.0,175.0,2.2418103795551758e-07
46.25,175.0,1.9891154878770578e-07
46.5,175.0,1.75906824551042e-07
46.75,175.0,1.5509913764422123e-07
47.0,175.0,1.3647115315595926e-07
47.25,175.0,1.2003389149306543e-07
47.5,175.0,1.057719816177638e-07
47.75,175.0,9.36169401999365e-08
48.0,175.0,8.348284052939192e-08
48.25,175.0,7.533386603419956e-08
48.5,175.0,6.920316097946966e-08
48.75,175.0,6.51236904403163e-08
49.0,175.0,6.303695876397342e-08
49.25,175.0,6.278209341292751e-08
49.5,175.0,6.419379783295653e-08
49.75,175.0,6.720910628033039e-08
50.0,175.0,7.183096173424275e-08
50.25,175.0,7.794122103277346e-08
50.5,175.0,8.515358507210635e-08
50.75,175.0,9.290518798721337e-08
51.0,175.0,1.007717447265577e-07
51.25,175.0,1.0871824795977147e-07
51.5,175.0,1.1699793289743354e-07
51.75,175.0,1.2578926456008332e-07
52.0,175.0,1.3494965112048618e-07
52.25,175.0,1.4412643634109656e-07
52.5,175.0,1.5310454037908983e-07
52.75,175.0,1.620354592724027e-07
53.0,175.0,1.7132998286761847e-07
53.25,175.0,1.8136572188520717e-07
53.5,175.0,1.9230573866657608e-07
53.75,175.0,2.0414305934579602e-07
54.0,175.0,2.1685777373825488e-07
54.25,175.0,2.3050787523182237e-07
54.5,175.0,2.451891918386906e-07
54.75,175.0,2.6094684535404866e-07
55.0,175.0,2.7774321020856974e-07
55.25,175.0,2.9550271751777046e-07
55.5,175.0,3.141746587331795e-07
55.75,175.0,3.337502875178089e-07
56.0,175.0,3.542296276304313e-07
56.25,175.0,3.7558469401233197e-07
56.5,175.0,3.977579330349812e-07
56.75,175.0,4.2069119210452754e-07
57.0,175.0,4.4435104218365495e-07
57.25,175.0,4.687253867263763e-07
57.5,175.0,4.938001536558545e-07
57.75,175.0,5.195434426008561e-07
58.0,175.0,5.459119672979185e-07
58.25,175.0,5.728697726192777e-07
58.5,175.0,6.003981523061697e-07
58.75,175.0,6.284875628814746e-07
59.0,175.0,6.571225505958012e-07
59.25,175.0,6.862759620585024e-07
59.5,175.0,7.159172120685398e-07
59.75,175.0,7.460241568946202e-07
60.0,175.0,7.765857146235788e-07
45.0,177.5,3.4924797565061283e-07
45.25,177.5,3.143001645611321e-07
45.5,177.5,2.818491626754849e-07
45.75,177.5,2.518647808091856e-07
46.0,177.5,2.2429583657057606e-07
46.25,177.5,1.9906197323837915e-07
46.5,177.5,1.760832013530944e-07
46.75,177.5,1.5531868391427395e-07
47.0,177.5,1.3676789745176166e-07
47.25,177.5,1.2042680719304144e-07
47.5,177.5,1.0624680824022903e-07
47.75,177.5,9.4144280926578e-08
48.0,177.5,8.405804685640561e-08
48.25,177.5,7.599233486921264e-08
48.5,177.5,6.998266854907342e-08
48.75,177.5,6.600858726280023e-08
49.0,177.5,6.394700746703563e-08
49.25,177.5,6.362816129534821e-08
49.5,177.5,6.494635174103536e-08
49.75,177.5,6.788586404127273e-08
50.0,177.5,7.238820309840577e-08
50.25,177.5,7.817971980905725e-08
50.5,177.5,8.476583768235457e-08
50.75,177.5,9.166590597686763e-08
51.0,177.5,9.870219797036839e-08
51.25,177.5,1.0603434963396552e-07
51.5,177.5,1.1387964859999045e-07
51.75,177.5,1.2221183709471006e-07
52.0,177.5,1.307435857356154e-07
52.25,177.5,1.3920021435520624e-07
52.5,177.5,1.476019884094626e-07
52.75,177.5,1.5627248317606757e-07
53.0,177.5,1.655983397075289e-07
53.25,177.5,1.758049996691824e-07
53.5,177.5,1.869296439860335e-07
53.75,177.5,1.9894780511897636e-07
54.0,177.5,2.1188962162632663e-07
54.25,177.5,2.258398213994539e-07
54.5,177.5,2.408601302850144e-07
54.75,177.5,2.569376001959611e-07
55.0,177.5,2.7400646984698795e-07
55.25,177.5,2.9200750906177575e-07
55.5,177.5,3.109199997464174e-07
55.75,177.5,3.3074272121069725e-07
56.0,177.5,3.514568114315608e-07
56.25,177.5,3.730133538715208e-07
56.5,177.5,3.9535400464529857e-07
56.75,177.5,4.1843819520437364e-07
57.0,177.5,4.4224825979100046e-07
57.25,177.5,4.667712343309205e-07
