span,zs,snr,pole_re,pole_im,radius,angle_omega,k_mapped_best,in_paper_band,dist_to_nearest_kraken,n_k_cands_in_band,matches_R0_mode_within_5e-3,SNR_AT_R0_DB
sufficient_4990m,50.0,R0_NOISELESS,-0.9813203650606981,0.18971970202561939,0.9994914828149121,2.9506176865368645,1.3330270482570887,True,0.0009902715682983398,1,True,inf
sufficient_4990m,50.0,R0_NOISELESS,-0.9588171262676243,0.282075345518753,0.9994482388666405,2.8554737231993865,1.3710846335920799,True,0.004884958267211914,1,True,inf
sufficient_4990m,50.0,R0_NOISELESS,-0.9382955765576224,0.34333818685043266,0.9991394795209244,2.790808951058527,1.3969505424484236,True,0.003117680549621582,1,True,inf
sufficient_4990m,50.0,R0_NOISELESS,-0.9043506667906862,0.4248674317497165,0.9991808960775616,2.7023924324983817,1.4323171498724818,True,0.002840757369995117,1,True,inf
sufficient_4990m,50.0,R0_NOISELESS,-0.8729423632110248,0.48517138353338113,0.998708987086901,2.634316112286712,1.4595476779571497,True,0.001162886619567871,1,True,inf
sufficient_4990m,50.0,R0_NOISELESS,-0.8536515777931011,0.5200334097376821,0.9995777926264924,2.5944454054877872,1.4754959606767195,True,0.0024083852767944336,1,True,inf
sufficient_4990m,50.0,R0_NOISELESS,-0.8398242413499408,0.5428198109240141,0.9999790515258737,2.5677881124942963,1.486158877874116,True,0.0007714033126831055,1,True,inf
sufficient_4990m,50.0,R1_20dB,-0.8422578054031695,0.5257358419242395,0.9928727945947318,2.5835700906776675,1.4798460866007674,True,0.000494837760925293,1,True,20.009016856808557
sufficient_4990m,50.0,R1_20dB,-0.6791153615352538,0.2390324873741548,0.7199543070872164,2.803158329232198,1.3920107911789552,True,0.00343167781829834,1,True,20.009016856808557
sufficient_4990m,50.0,R1_20dB,-0.4444350681719699,-0.596972299439349,0.7442435462393526,-2.2107564836424656,0.8843025934569863,False,0.349277138710022,0,False,20.009016856808557
sufficient_4990m,50.0,R1_20dB,0.15400683699759807,0.6922254551436462,0.7091503272161924,1.3518810346189958,1.972521709024236,False,0.48559141159057617,0,False,20.009016856808557
sufficient_4990m,50.0,R1_20dB,0.6216667299356466,0.3203946952756498,0.6993727789023939,0.4758758901125777,2.3229237668268032,False,0.8359934091567993,0,False,20.009016856808557
sufficient_4990m,50.0,R1_20dB,0.19872588467930571,-0.6598723222050216,0.6891469065836547,-1.278277408260565,0.511310963304226,False,0.72226881980896,0,False,20.009016856808557
sufficient_4990m,50.0,R1_20dB,0.6307456503311333,-0.2729847831931342,0.6872850698703171,-0.40845614098557115,0.16338245639422846,False,1.070197343826294,0,False,20.009016856808557
insufficient_1990m,4.0,R0_NOISELESS,-0.9839846824136131,0.17393660444411196,0.9992396096983779,2.9666324338308465,1.326621149339496,True,0.005415558815002441,1,False,inf
insufficient_1990m,4.0,R0_NOISELESS,-0.9696654548929629,0.23610629150305815,0.9979966309061888,2.9027479867503634,1.352174928171689,True,0.004439115524291992,1,True,inf
insufficient_1990m,4.0,R0_NOISELESS,-0.9549439319491821,0.29398737367478406,0.9991729024782254,2.842942132855888,1.3760972697294793,True,0.00012767314910888672,1,True,inf
insufficient_1990m,4.0,R0_NOISELESS,-0.9414181364507248,0.3350051795664035,0.9992480062400293,2.7997143408078546,1.3933883865486927,True,0.004809260368347168,1,True,inf
insufficient_1990m,4.0,R0_NOISELESS,-0.918488976343407,0.39062869481303736,0.9981045921523939,2.739472233609041,1.417485229428218,True,0.0021017789840698242,1,True,inf
insufficient_1990m,4.0,R0_NOISELESS,-0.9058189361591718,0.4220774840719325,0.9993284483416981,2.705544044821229,1.4310565049433428,True,0.00347137451171875,1,True,inf
insufficient_1990m,4.0,R0_NOISELESS,-0.8924861387204469,0.44969456187751095,0.9993781600527096,2.674856010037303,1.4433317188569132,True,0.0004924535751342773,1,True,inf
insufficient_1990m,4.0,R1_20dB,-0.8896824371824128,0.3954103545670431,0.9735934405744898,2.7233721365512085,1.423925268251351,True,0.003659844398498535,1,True,20.1135453249478
insufficient_1990m,4.0,R1_20dB,-0.9247775754425728,0.31076101922728694,0.9755951901852661,2.817409282542834,1.3863104098547008,True,0.002268671989440918,1,True,20.1135453249478
insufficient_1990m,4.0,R1_20dB,0.11373449822145673,0.7474181615162548,0.7560221188894046,1.419784969742839,1.945360134974699,False,0.4584299325942993,0,False,20.1135453249478
insufficient_1990m,4.0,R1_20dB,0.6462946375981429,0.38014390659871616,0.7498040732833133,0.5316902595322429,2.3005980190589375,False,0.8136676549911499,0,False,20.1135453249478
insufficient_1990m,4.0,R1_20dB,0.7109945202431935,-0.2656695991634093,0.7590082632853844,-0.3575946016327734,0.14303784065310937,False,1.090541958808899,0,False,20.1135453249478
insufficient_1990m,4.0,R1_20dB,-0.3808348183714341,-0.6965501202963872,0.7938622229133433,-2.071136535678699,0.8284546142714795,False,0.40512514114379883,0,False,20.1135453249478
insufficient_1990m,4.0,R1_20dB,0.2159467842263635,-0.6919010209678189,0.7248172434717718,-1.268270018350343,0.5073080073401373,False,0.7262717485427856,0,False,20.1135453249478
insufficient_1990m,50.0,R0_NOISELESS,-0.9817157191788639,0.1882234021953595,0.9995968199313512,2.9521624511527906,1.3324091424107183,True,0.0003724098205566406,1,True,inf
insufficient_1990m,50.0,R0_NOISELESS,-0.9593855331824859,0.2802057299447505,0.9994677845602195,2.857428796131453,1.3703026044192534,True,0.00566709041595459,1,False,inf
insufficient_1990m,50.0,R0_NOISELESS,-0.9393190828778188,0.34052452986218995,0.9991382761641614,2.7938055649249223,1.3957518969018656,True,0.004316210746765137,1,True,inf
insufficient_1990m,50.0,R0_NOISELESS,-0.9050729789979579,0.42318127856175775,0.9991193581536703,2.704227311723137,1.4315831981825797,True,0.0035747289657592773,1,True,inf
insufficient_1990m,50.0,R0_NOISELESS,-0.8738092659657267,0.4833509265431358,0.998584373739981,2.636331314826237,1.4587415969413398,True,0.0003567934036254883,1,True,inf
insufficient_1990m,50.0,R0_NOISELESS,-0.853630983355031,0.5200575117112547,0.9995727443417908,2.5944140944122096,1.4755084851069507,True,0.0024209022521972656,1,True,inf
insufficient_1990m,50.0,R0_NOISELESS,-0.8398162888059217,0.5428254563614591,0.9999754372072235,2.567779054108382,1.4861625012284816,True,0.0007677078247070312,1,True,inf
insufficient_1990m,50.0,R1_20dB,-0.8411629751242582,0.5250424411280377,0.9915768834062149,2.5835786540410655,1.4798426612554083,True,0.0004913806915283203,1,True,20.1135453249478
insufficient_1990m,50.0,R1_20dB,-0.7587696610324197,0.2845640886175285,0.8103752951774738,2.7827925595367837,1.400157099057121,True,8.893013000488281e-05,1,True,20.1135453249478
insufficient_1990m,50.0,R1_20dB,0.19109855937235531,0.6858616911045841,0.7119866000979439,1.2990626477614184,1.993649063767267,False,0.5067187547683716,0,False,20.1135453249478
insufficient_1990m,50.0,R1_20dB,0.6330378551935256,0.2969074602113358,0.6992073841409036,0.43855795672162506,2.3378509401831846,False,0.8509207963943481,0,False,20.1135453249478
insufficient_1990m,50.0,R1_20dB,0.6535994841352275,-0.30701807250671714,0.7221165989697061,-0.4391432090364457,0.17565728361457827,False,1.0579224824905396,0,False,20.1135453249478
insufficient_1990m,50.0,R1_20dB,-0.40372030365830297,-0.6184219512865616,0.7385362505788262,-2.149153783365911,0.8596615133463643,False,0.37391823530197144,0,False,20.1135453249478
insufficient_1990m,50.0,R1_20dB,0.12444914063680847,-0.6763092405624584,0.6876640004212882,-1.3888198555376288,0.5555279422150515,False,0.6780518293380737,0,False,20.1135453249478
