cluster_id_4001,cluster_id_8001,k_center_4001,k_center_8001,k_span_4001,k_span_over_dkr,n_modes_4001,n_modes_8001,E_C_norm_4001,E_C_norm_8001,principal_angle_max_deg,subspace_overlap,cluster_converged,delta_k_center,converged_energy_fraction,f_hz,alpha
9,9,0.7991481163741811,0.7994809213474353,0.0011903468997110922,0.45467902339951904,5,4,0.02354193122382983,0.0198866976029902,89.98274850643743,0.0003010953590039836,False,0.0003328049732541638,0.8430706772675494,201.0,1.0
10,10,0.8038110791791027,0.8039574726340272,0.0011409359035611244,0.4358054131266503,5,5,0.024677418953218237,0.024585014526268177,11.326711614937677,0.9805232007872959,True,0.0001463934549245094,0.8430706772675494,201.0,1.0
11,11,0.8082737727684671,0.8083872340926346,0.0010901598567382154,0.4164103919045747,5,5,0.026201916453238994,0.026189894441427497,9.049080834467752,0.9875539729984311,True,0.00011346132416745203,0.8430706772675494,201.0,1.0
12,12,0.8122702072256518,0.8123576425915949,0.001040993958407399,0.3976304021024075,5,5,0.02774527062581776,0.027725228965532377,7.175852096879114,0.9921674361956732,True,8.743536594313372e-05,0.8430706772675494,201.0,1.0
13,13,0.8158309049995343,0.8158979303762528,0.0009933868899760778,0.3794458414617062,5,5,0.029247620254048444,0.029239390316070046,5.650823505686784,0.9951404487604794,True,6.702537671854358e-05,0.8430706772675494,201.0,1.0
14,14,0.8192214479810266,0.8192714896371364,0.0009436810303241616,0.3604596016275435,5,5,0.03143984612185535,0.03143335129418331,4.335191313619674,0.9971388931797788,True,5.004165610977829e-05,0.8430706772675494,201.0,1.0
15,15,0.82221020466464,0.8222472723796063,0.0008951276658937246,0.34191358254071247,5,5,0.03351002470943922,0.03354040656144754,3.2949074594119705,0.9983469290534523,True,3.7067714966254606e-05,0.8430706772675494,201.0,1.0
16,16,0.8255956772893136,0.8256204092922748,0.002480396825176201,0.9474417973349668,7,7,0.04736642214978299,0.04755147348161269,2.4633992691853903,0.9990758819462693,True,2.4732002961158628e-05,0.8430706772675494,201.0,1.0
17,17,0.8286043518671963,0.8287096079702778,0.0024932826809733744,0.9523638316855816,9,8,0.07429279782852237,0.07050369494088238,89.99878950327734,2.1127153393516367e-05,False,0.00010525610308154132,0.8430706772675494,201.0,1.0
18,18,0.831971054525033,0.8319790373897187,0.0021749386397090786,0.8307653650350305,10,10,0.09817007244722269,0.0982020976488674,0.9449178809304751,0.9998640112346692,True,7.982864685729396e-06,0.8430706772675494,201.0,1.0
19,19,0.8349496412183482,0.8349528504315917,0.0025052881292362272,0.9569495751297425,13,13,0.31320714820264856,0.31467343529272607,0.7596286065347425,0.9999121137365384,True,3.209213243482445e-06,0.8430706772675494,201.0,1.0
20,20,0.8364719426145043,0.8364736973653587,0.0003685454144283229,0.14077397870428493,4,4,0.15747425762631223,0.1559776088153838,0.4087165847756089,0.9999745570526423,True,1.7547508543991341e-06,0.8430706772675494,201.0,1.0
0,0,0.896706836417571,0.8976115739403668,0.0,0.0,1,1,0.0038089544849591755,0.0037890111545760196,73.84130556627942,0.2782987404710917,False,0.000904737522795851,0.9376332188331529,235.0,0.5
1,1,0.9034501600899365,0.9043980667672588,0.0003587207615863841,0.1370212377507896,2,1,0.007852417628883907,0.003970752768633725,47.600171302424855,0.6743001797533344,False,0.0009479066773222522,0.9376332188331529,235.0,0.5
2,2,0.9098055100052878,0.9106320126831559,0.0003474198514418214,0.13270460804452278,2,3,0.008166336964222514,0.011868694023701776,50.179177575761685,0.6403888666993981,False,0.0008265026778681017,0.9376332188331529,235.0,0.5
3,3,0.9161246663318843,0.9166744399622178,0.0006714630510322728,0.2564799928208443,3,3,0.012318101645083382,0.012363362688671343,36.51098144623704,0.8037428406942887,False,0.0005497736303334833,0.9376332188331529,235.0,0.5
4,4,0.9217401598223928,0.9223628744333744,0.000649795087135252,0.24820344027457011,3,4,0.01293545480696548,0.016531793779522443,31.750279532088975,0.8503496577164645,False,0.0006227146109816228,0.9376332188331529,235.0,0.5
5,5,0.9273272060118518,0.9277108829728706,0.0009408589856974015,0.35938165998280397,4,4,0.017285515636732657,0.017212006607838032,27.21078237959016,0.889330337186437,False,0.00038367696101881954,0.9376332188331529,235.0,0.5
6,6,0.9324133859811855,0.9328804417582373,0.0006056739274376,0.23135039868858234,3,4,0.014127154081059412,0.017876105420322343,23.191530476649504,0.9191935621269965,True,0.0004670557770517503,0.9376332188331529,235.0,0.5
7,7,0.9373198108058227,0.9375797142643665,0.0008756131113231147,0.3344595717675546,4,4,0.018876917544328613,0.018782086456346693,19.596639210274546,0.9420771276977784,True,0.0002599034585437643,0.9376332188331529,235.0,0.5
8,8,0.941903255914369,0.9421141860784165,0.0008430615742450742,0.3220258004926524,4,4,0.01970438555775873,0.01962831986246172,16.359575646265856,0.9595129384047077,True,0.00021093016404749587,0.9376332188331529,235.0,0.5
9,9,0.9460407949455036,0.946211772511338,0.0008118279117208527,0.3100954202168269,4,4,0.020819768093809393,0.020661542985696786,13.608192742254344,0.9719273675945211,True,0.00017097756583439594,0.9376332188331529,235.0,0.5
10,10,0.9500201110967212,0.9501565019433891,0.0007797442536061627,0.297840365541411,4,4,0.0219724167223009,0.021820799813693555,11.134323376250926,0.9811771564969509,True,0.0001363908466678332,0.9376332188331529,235.0,0.5
11,11,0.9537116787066029,0.9538193786807817,0.000996984582743221,0.38082005887198656,5,5,0.027157150259414092,0.026963188024505588,9.014985377152106,0.9876473922915513,True,0.00010769997417880983,0.9376332188331529,235.0,0.5
12,12,0.9571268411120109,0.9572109187461159,0.0009542667047033326,0.3645030313957186,5,5,0.0286847011616581,0.028461901061282425,7.2052252561156935,0.9921032670581104,True,8.407763410500646e-05,0.9376332188331529,235.0,0.5
13,13,0.9601615359508712,0.9602269995525612,0.0009129498146723813,0.3487211419198542,5,5,0.030350340195470213,0.030182488757442633,5.734614028948528,0.9949953864628821,True,6.546360169001897e-05,0.9376332188331529,235.0,0.5
14,14,0.9630588417452275,0.9631086361902188,0.0008696455032637385,0.3321801133969512,5,5,0.03247233269445018,0.03223355229519646,4.460943902012644,0.9969705843479812,True,4.979444499131347e-05,0.9376332188331529,235.0,0.5
15,15,0.9656050562437397,0.9656427881556654,0.0008274371800824909,0.3160577215395533,5,5,0.03470090221463812,0.03449108913058559,3.454860283592194,0.9981825849308318,True,3.773191192568692e-05,0.9376332188331529,235.0,0.5
16,16,0.9679230815549122,0.9679512281446842,0.0005882880516010491,0.22470948329809673,4,4,0.0331384600754732,0.032931721621188674,2.6096344683440362,0.9989629277362,True,2.814658977190465e-05,0.9376332188331529,235.0,0.5
17,17,0.9699269014314515,0.9699478513432975,0.0007420893466106859,0.2834572505494213,5,5,0.039944474272533705,0.039778580050093805,2.0137629608677527,0.9993824150139997,True,2.094991184597994e-05,0.9376332188331529,235.0,0.5
18,18,0.97172804520379,0.9717433842962944,0.0006981388715382453,0.26666940568778275,5,5,0.043284077985755,0.04305405427238958,1.5214360856509934,0.9996474614242127,True,1.5339092504396135e-05,0.9376332188331529,235.0,0.5
19,19,0.9735383248860199,0.9735488619324271,0.0012753092029827995,0.4871322327007149,5,5,0.05334114607712693,0.053193964664938455,1.2764130685669206,0.9997518642941639,True,1.0537046407188555e-05,0.9376332188331529,235.0,0.5
20,20,0.975102874976948,0.9751098809437019,0.001163315166643808,0.44435366194832165,6,6,0.08169743481087668,0.08048485401536988,1.239975545006664,0.9997658285048062,True,7.005966753848014e-06,0.9376332188331529,235.0,0.5
21,21,0.9767628508018397,0.9767668704524063,0.0012327702194437906,0.4708835378903036,7,7,0.1316396601497268,0.13113197932533516,1.1713498710995478,0.9997910305106701,True,4.019650566622346e-06,0.9376332188331529,235.0,0.5
22,22,0.9778745940516681,0.9778774738224492,0.0006138245695056499,0.2344637146273893,6,6,0.3057218969367727,0.30258815122020744,0.6593074231391526,0.9999337942243051,True,2.879770781061275e-06,0.9376332188331529,235.0,0.5
0,0,0.896706836417571,0.8976115739403668,0.0,0.0,1,1,0.0038089544849591755,0.0037890111545760196,73.84130556627942,0.2782987404710917,False,0.000904737522795851,0.8806431081985993,235.0,1.0
1,1,0.9034501600899365,0.9043980667672588,0.0003587207615863841,0.1370212377507896,2,1,0.007852417628883907,0.003970752768633725,47.600171302424855,0.6743001797533344,False,0.0009479066773222522,0.8806431081985993,235.0,1.0
2,2,0.9098055100052878,0.9106320126831559,0.0003474198514418214,0.13270460804452278,2,3,0.008166336964222514,0.011868694023701776,50.179177575761685,0.6403888666993981,False,0.0008265026778681017,0.8806431081985993,235.0,1.0
3,3,0.9161246663318843,0.9166744399622178,0.0006714630510322728,0.2564799928208443,3,3,0.012318101645083382,0.012363362688671343,36.51098144623704,0.8037428406942887,False,0.0005497736303334833,0.8806431081985993,235.0,1.0
4,4,0.9217401598223928,0.9223628744333744,0.000649795087135252,0.24820344027457011,3,4,0.01293545480696548,0.016531793779522443,31.750279532088975,0.8503496577164645,False,0.0006227146109816228,0.8806431081985993,235.0,1.0
5,5,0.9273272060118518,0.9277108829728706,0.0009408589856974015,0.35938165998280397,4,4,0.017285515636732657,0.017212006607838032,27.21078237959016,0.889330337186437,False,0.00038367696101881954,0.8806431081985993,235.0,1.0
6,6,0.9324133859811855,0.9328804417582373,0.0006056739274376,0.23135039868858234,3,4,0.014127154081059412,0.017876105420322343,23.191530476649504,0.9191935621269965,True,0.0004670557770517503,0.8806431081985993,235.0,1.0
7,7,0.9373198108058227,0.9375797142643665,0.0008756131113231147,0.3344595717675546,4,4,0.018876917544328613,0.018782086456346693,19.596639210274546,0.9420771276977784,True,0.0002599034585437643,0.8806431081985993,235.0,1.0
8,8,0.941903255914369,0.9421141860784165,0.0008430615742450742,0.3220258004926524,4,4,0.01970438555775873,0.01962831986246172,16.359575646265856,0.9595129384047077,True,0.00021093016404749587,0.8806431081985993,235.0,1.0
9,9,0.9460407949455036,0.946211772511338,0.0008118279117208527,0.3100954202168269,4,4,0.020819768093809393,0.020661542985696786,13.608192742254344,0.9719273675945211,True,0.00017097756583439594,0.8806431081985993,235.0,1.0
10,10,0.9500201110967212,0.9501565019433891,0.0007797442536061627,0.297840365541411,4,4,0.0219724167223009,0.021820799813693555,11.134323376250926,0.9811771564969509,True,0.0001363908466678332,0.8806431081985993,235.0,1.0
11,11,0.9537116787066029,0.9538193786807817,0.000996984582743221,0.38082005887198656,5,5,0.027157150259414092,0.026963188024505588,9.014985377152106,0.9876473922915513,True,0.00010769997417880983,0.8806431081985993,235.0,1.0
12,12,0.9571268411120109,0.9572109187461159,0.0009542667047033326,0.3645030313957186,5,5,0.0286847011616581,0.028461901061282425,7.2052252561156935,0.9921032670581104,True,8.407763410500646e-05,0.8806431081985993,235.0,1.0
13,13,0.9601615359508712,0.9602269995525612,0.0009129498146723813,0.3487211419198542,5,5,0.030350340195470213,0.030182488757442633,5.734614028948528,0.9949953864628821,True,6.546360169001897e-05,0.8806431081985993,235.0,1.0
14,14,0.9634141067739224,0.9634621981366526,0.0025672679697450462,0.9806241303034046,6,6,0.03705938599059592,0.03697266391897214,4.460993696151213,0.9969705167516265,True,4.809136273020709e-05,0.8806431081985993,235.0,1.0
15,15,0.9663814698849356,0.9666492974351549,0.0024268697622126245,0.9269959653513404,6,7,0.04620667263194565,0.055699303367549836,3.557477802130643,0.9980730537045034,True,0.0002678275502193683,0.8806431081985993,235.0,1.0
16,16,0.9694104090526566,0.9696638366931077,0.002275282416595803,0.8690938644751084,7,6,0.05699011063455364,0.046762975810542555,89.99890210338106,1.9161910846164116e-05,False,0.0002534276404511093,0.8806431081985993,235.0,1.0
17,17,0.9724410250610536,0.9724544467082885,0.0021980453467367322,0.839591476975896,9,9,0.08631693755495974,0.08558334947360259,1.52221500272383,0.9996471003805201,True,1.3421647234945766e-05,0.8806431081985993,235.0,1.0
18,18,0.9756495302573738,0.9756555217847934,0.0025953588081303325,0.9913540401864778,12,12,0.19426821757628382,0.19261401428270067,1.218608020344166,0.9997738292530554,True,5.991527419646481e-06,0.8806431081985993,235.0,1.0
19,19,0.9777216289494568,0.9777246463894047,0.001102007067081523,0.4209356929157431,8,8,0.3350990608290146,0.33225563974193717,1.0848515583905631,0.9998207527922441,True,3.017439947905487e-06,0.8806431081985993,235.0,1.0
0,0,1.1048588010988327,1.1061004634907712,0.0003357272160877667,0.1282383503300375,2,2,0.00748078553327489,0.007449497538598655,63.446611593147374,0.4470315222360769,False,0.0012416623919384584,0.7871691558249457,283.0,0.5
1,1,1.1108133195337546,1.1115973659465255,0.00032587446001297593,0.12447487473232155,2,2,0.007715996224569751,0.007680591606298894,61.842780680214005,0.47189259588585475,False,0.0007840464127708557,0.7871691558249457,283.0,0.5
2,2,1.1162735826228332,1.1171020096225772,0.00031649600538763423,0.12089256894307471,2,3,0.008041067792490881,0.011646439246661902,55.513420349452616,0.566213186901447,False,0.0008284269997440585,0.7871691558249457,283.0,0.5
3,3,1.1214199660656838,1.1221474526698276,0.0006146124054053903,0.23476464577408274,3,2,0.012154609456987134,0.008312164301961956,70.02355757955615,0.3416337529210267,False,0.00072748660414379,0.7871691558249457,283.0,0.5
4,4,1.126562915424543,1.1270498978013281,0.0005954515457819998,0.22744573651899672,3,3,0.012548212493341138,0.012570989124891851,35.40346331082826,0.8150927789071823,False,0.0004869823767852388,0.7871691558249457,283.0,0.5
5,5,1.1312535519905904,1.131665163759235,0.000577162405022591,0.2204597993427646,3,3,0.01311313358749536,0.013087434445653747,30.81804440200185,0.8587985945124017,False,0.00041161176864457083,0.7871691558249457,283.0,0.5
6,6,1.1356568214670841,1.1360032376743132,0.0008387368921356497,0.320373893608614,4,4,0.01749818500868844,0.01737187767336513,26.51025375091758,0.8948544949457854,False,0.0003464162072290833,0.7871691558249457,283.0,0.5
7,7,1.1397841728213214,1.140074391771052,0.0008121182286215944,0.31020631310438573,4,4,0.018148312331437145,0.017965323903099073,22.797150404208594,0.9218824234697464,True,0.00029021894973069173,0.7871691558249457,283.0,0.5
8,8,1.143777050602202,1.144017468067613,0.0007849308214589179,0.299821488528885,4,4,0.019017460481507358,0.01887059195229125,19.358161558137297,0.9434649566787403,True,0.0002404174654109248,0.7871691558249457,283.0,0.5
9,9,1.1476323400015311,1.1478289643023267,0.0007570624629755773,0.28917655970853157,4,4,0.01986157511534295,0.0197029476598593,16.209428355179664,0.9602477630593671,True,0.00019662430079558924,0.7871691558249457,283.0,0.5
10,10,1.151103186619233,1.1512640190727574,0.000730315361920697,0.27895991967750117,4,4,0.02092485508408479,0.02073507175026358,13.541238651676482,0.9722016461895396,True,0.00016083245352449538,0.7871691558249457,283.0,0.5
11,11,1.1543298238837973,1.1544605004168695,0.0009382837642275543,0.35839799783924586,5,5,0.025638366127468445,0.02541250015054897,11.219491186027154,0.9808890229045283,True,0.00013067653307219373,0.7871691558249457,283.0,0.5
12,12,1.1573221293329385,1.1574275329820733,0.0009029236373143679,0.3448914242714289,5,5,0.026983473152577046,0.02678529903008261,9.22364782160717,0.9870701928585306,True,0.00010540364913480538,0.7871691558249457,283.0,0.5
13,13,1.1600891697807627,1.160173526000531,0.0006506809245689915,0.24854180524982328,4,4,0.02474648348981181,0.02463611448140645,7.504654258256645,0.9914342551819973,True,8.43562197683223e-05,0.7871691558249457,283.0,0.5
14,14,1.1627427377765374,1.1627060637891624,0.0008305914970583306,0.31726258187263384,5,4,0.0300157626916146,0.026160218336786584,6.054889707139321,0.9944213001025974,True,3.667398737494665e-05,0.7871691558249457,283.0,0.5
15,15,1.1650799539069259,1.165032897905272,0.0005960866434753243,0.22768832596836996,4,5,0.028249115327112637,0.031558847840366534,89.83407519602444,0.0028959300923409193,False,4.705600165388901e-05,0.7871691558249457,283.0,0.5
16,16,1.1672161958892262,1.167162031101563,0.0005688596702941862,0.21728838828706934,4,5,0.030281093193887235,0.0336327843062987,89.8564860448335,0.0025047884210484157,False,5.4164787663291136e-05,0.7871691558249457,283.0,0.5
17,17,1.169068815526596,1.1691005027624124,0.0005424112200860254,0.20718582447647255,4,4,0.032776483882006636,0.03257660757469197,3.0101135648689255,0.9986202811155641,True,3.16872358163689e-05,0.7871691558249457,283.0,0.5
18,18,1.1708298029541035,1.1707682195927196,0.0005137611357250993,0.19624229836597368,4,5,0.034993877356712604,0.038227303066552316,89.89658126599953,0.0018049964364341762,False,6.158336138395448e-05,0.7871691558249457,283.0,0.5
19,19,1.172247650542399,1.1723922277453256,0.0006492043898618238,0.2479778105363213,5,5,0.04075476820049424,0.040832198902445827,89.9363334984303,0.0011111898469450105,False,0.000144577202926488,0.7871691558249457,283.0,0.5
20,20,1.1738955336016452,1.1739088973480372,0.0011895079533166264,0.454358569481915,5,5,0.06464662659305191,0.06480473140968095,2.1635501021301797,0.99928713540206,True,1.3363746391936715e-05,0.7871691558249457,283.0,0.5
21,21,1.1753378966238868,1.1753469874292908,0.0011972137554252527,0.457301969072497,5,5,0.06009479479751009,0.05983368343120243,2.2975218897176615,0.9991961299273957,True,9.090805404010638e-06,0.7871691558249457,283.0,0.5
22,22,1.1766199829464916,1.1766263525724217,0.001220837499302796,0.466325574542372,7,7,0.14508283967177804,0.14562735408439018,2.1217843447405595,0.9993143892972404,True,6.3696259300360936e-06,0.7871691558249457,283.0,0.5
23,23,1.1776597496466095,1.1776647100669333,0.0006144268704875167,0.23469377665577296,6,6,0.29923212240675506,0.2945194281826013,1.1175678209585922,0.9998097788745103,True,4.960420323829595e-06,0.7871691558249457,283.0,0.5
0,0,1.1048588010988327,1.1061004634907712,0.0003357272160877667,0.1282383503300375,2,2,0.00748078553327489,0.007449497538598655,63.446611593147374,0.4470315222360769,False,0.0012416623919384584,0.16017600829569517,283.0,1.0
1,1,1.1108133195337546,1.1115973659465255,0.00032587446001297593,0.12447487473232155,2,2,0.007715996224569751,0.007680591606298894,61.842780680214005,0.47189259588585475,False,0.0007840464127708557,0.16017600829569517,283.0,1.0
2,2,1.1162735826228332,1.1171020096225772,0.00031649600538763423,0.12089256894307471,2,3,0.008041067792490881,0.011646439246661902,55.513420349452616,0.566213186901447,False,0.0008284269997440585,0.16017600829569517,283.0,1.0
3,3,1.1214199660656838,1.1221474526698276,0.0006146124054053903,0.23476464577408274,3,2,0.012154609456987134,0.008312164301961956,70.02355757955615,0.3416337529210267,False,0.00072748660414379,0.16017600829569517,283.0,1.0
4,4,1.126562915424543,1.1270498978013281,0.0005954515457819998,0.22744573651899672,3,3,0.012548212493341138,0.012570989124891851,35.40346331082826,0.8150927789071823,False,0.0004869823767852388,0.16017600829569517,283.0,1.0
5,5,1.1312535519905904,1.131665163759235,0.000577162405022591,0.2204597993427646,3,3,0.01311313358749536,0.013087434445653747,30.81804440200185,0.8587985945124017,False,0.00041161176864457083,0.16017600829569517,283.0,1.0
6,6,1.1356568214670841,1.1360032376743132,0.0008387368921356497,0.320373893608614,4,4,0.01749818500868844,0.01737187767336513,26.51025375091758,0.8948544949457854,False,0.0003464162072290833,0.16017600829569517,283.0,1.0
7,7,1.1397841728213214,1.140074391771052,0.0008121182286215944,0.31020631310438573,4,4,0.018148312331437145,0.017965323903099073,22.797150404208594,0.9218824234697464,True,0.00029021894973069173,0.16017600829569517,283.0,1.0
8,8,1.143777050602202,1.144017468067613,0.0007849308214589179,0.299821488528885,4,4,0.019017460481507358,0.01887059195229125,19.358161558137297,0.9434649566787403,True,0.0002404174654109248,0.16017600829569517,283.0,1.0
9,9,1.1476323400015311,1.1478289643023267,0.0007570624629755773,0.28917655970853157,4,4,0.01986157511534295,0.0197029476598593,16.209428355179664,0.9602477630593671,True,0.00019662430079558924,0.16017600829569517,283.0,1.0
10,10,1.151103186619233,1.1512640190727574,0.000730315361920697,0.27895991967750117,4,4,0.02092485508408479,0.02073507175026358,13.541238651676482,0.9722016461895396,True,0.00016083245352449538,0.16017600829569517,283.0,1.0
11,11,1.1543298238837973,1.1544605004168695,0.0009382837642275543,0.35839799783924586,5,5,0.025638366127468445,0.02541250015054897,11.219491186027154,0.9808890229045283,True,0.00013067653307219373,0.16017600829569517,283.0,1.0
12,12,1.1573221293329385,1.1574275329820733,0.0009029236373143679,0.3448914242714289,5,5,0.026983473152577046,0.02678529903008261,9.22364782160717,0.9870701928585306,True,0.00010540364913480538,0.16017600829569517,283.0,1.0
13,13,1.160536672554411,1.1606179535851067,0.0025632154037118493,0.9790761641040695,5,5,0.02960196600327746,0.029731037551574177,7.505039516647237,0.9914333769563622,True,8.128103069560133e-05,0.16017600829569517,283.0,1.0
