f_hz,z_s_m,mode_id,k_r,adj_delta_k_r,phi_m_zs,phi_m_zr,A_m,A_norm,effective_A0p1,effective_A0p2
235.0,210.0,15,0.9841815564212207,2.410663051910511e-05,-0.006631536082263686,-0.010319468742039678,6.843392931262837e-05,0.15784724415415674,True,False
235.0,210.0,16,0.9841574497907016,2.5590761599580958e-05,-0.021132143979323198,-0.02051591598412307,0.0004335452904441869,1.0,True,True
235.0,210.0,17,0.984131859029102,2.7075008460775152e-05,-0.003959439370600952,0.0006447029842475529,-2.5526623781736865e-06,0.005887879385238778,False,False
235.0,210.0,18,0.9841047840206413,2.85593778305282e-05,0.019548936129360237,0.021315890413259993,0.00041670298022926177,0.9611521320006281,True,True
235.0,210.0,19,0.9840762246428107,,0.01392274794310016,0.00966208206299779,0.00013452273316866742,0.31028530613455113,True,True
235.0,220.0,0,0.9843651183178075,1.8539894379721034e-06,0.0006153163113168505,0.0005237540769531433,3.2227442666796997e-07,0.0007384153719446838,False,False
235.0,220.0,1,0.9843632643283695,3.3371897878442525e-06,-0.0017465253496513273,-0.0016514066359001366,2.884223552182008e-06,0.006608513834237054,False,False
235.0,220.0,2,0.9843599271385817,4.820405222982771e-06,-0.004562860256578233,-0.004059042473297842,1.8520843581173735e-05,0.042436118010107514,False,False
235.0,220.0,3,0.9843551067333587,6.303642448246549e-06,0.0013278450821749008,0.0018546379119299637,2.462671830571329e-06,0.005642628099754701,False,False
235.0,220.0,4,0.9843488030909104,7.786908169049589e-06,0.009511386590893255,0.009027294303960265,8.586208599473472e-05,0.19673259470590757,True,False
235.0,220.0,5,0.9843410161827414,9.270209091583048e-06,0.0039739917553168365,0.002317560752389678,9.209967322442464e-06,0.02110245456430952,False,False
