f_hz,L_m,dr_name,dr_m,status,recovered_k,pred_k_nearest,peak_err,k_nyquist,max_abs_k_r,note
283.0,2400.0,lam/8,0.6625441696113075,OK,1.1782273497063431,1.1780994318117115,0.00012791789463162395,4.741710511818194,1.196111356901731,
283.0,2400.0,lam/4,1.325088339222615,OK,1.1887004817037328,1.1887027062525357,2.2245488029426497e-06,2.370855255909097,1.196111356901731,
283.0,2400.0,lam/4,1.325088339222615,OK,1.1782273497063431,1.1780994318117115,0.00012791789463162395,2.370855255909097,1.196111356901731,
283.0,2400.0,lam/2,2.65017667844523,NYQUIST_EDGE_LIMITED,,,,1.1854276279545486,1.196111356901731,explicit empty-peak row (lam/2 not silent)
338.0,600.0,lam/8,0.5547337278106509,OK,1.4145013657310122,1.414463017882856,3.834784815603953e-05,5.663244356871201,1.4247576747591744,
338.0,600.0,lam/4,1.1094674556213018,OK,1.4158110892178,1.415804532131768,6.557086031921955e-06,2.8316221784356004,1.4247576747591744,
338.0,600.0,lam/2,2.2189349112426036,NYQUIST_EDGE_LIMITED,,,,1.4158110892178002,1.4247576747591744,explicit empty-peak row (lam/2 not silent)
338.0,1200.0,lam/8,0.5547337278106509,OK,1.4086109403590874,1.4085946515866559,1.628877243153859e-05,5.663244356871201,1.4247576747591744,
338.0,1200.0,lam/4,1.1094674556213018,OK,1.4145013657310122,1.414463017882856,3.834784815603953e-05,2.8316221784356004,1.4247576747591744,
338.0,1200.0,lam/2,2.2189349112426036,NYQUIST_EDGE_LIMITED,,,,1.4158110892178002,1.4247576747591744,explicit empty-peak row (lam/2 not silent)
338.0,2400.0,lam/8,0.5547337278106509,OK,1.416465648204956,1.4164772775698795,1.1629364923493313e-05,5.663244356871201,1.4247576747591744,
338.0,2400.0,lam/8,0.5547337278106509,OK,1.4059927044104645,1.405765866758053,0.00022683765241149345,5.663244356871201,1.4247576747591744,
338.0,2400.0,lam/4,1.1094674556213018,OK,1.416465648204956,1.4164772775698795,1.1629364923493313e-05,2.8316221784356004,1.4247576747591744,
338.0,2400.0,lam/4,1.1094674556213018,OK,1.4059927044104645,1.405765866758053,0.00022683765241149345,2.8316221784356004,1.4247576747591744,
338.0,2400.0,lam/2,2.2189349112426036,NYQUIST_EDGE_LIMITED,,,,1.4158110892178002,1.4247576747591744,explicit empty-peak row (lam/2 not silent)
