f_hz,n_z,mode_index,k_r,phi_180,phi_190,phi_200,phi_210,phi_220,n_propagating,kr_max_allowed
235.0,2001,18,0.9819584259183866,3.5259418115499633e-15,-8.007199869984421e-15,-3.5408241637533224e-14,-5.578161837518803e-14,-9.286100848700983e-14,1742,0.9843656981248018
235.0,2001,19,0.9818303112723257,9.918749796107181e-15,3.4146298221097336e-14,8.524894029668023e-14,1.7279966316318202e-13,3.762712033845337e-13,1742,0.9843656981248018
235.0,4001,0,0.984299680952022,-1.5967116013252967e-15,1.4255843279283282e-15,5.951399853770117e-15,-6.623487374682483e-16,-1.0082156979847683e-14,1436,0.9843656981248018
235.0,4001,1,0.9841678115694642,3.690493694619257e-15,-1.4262813284842583e-15,6.219790524272131e-16,-1.8284815217140956e-15,-1.2700138038911931e-14,1436,0.9843656981248018
235.0,4001,2,0.9840361470262503,1.0935514458049954e-15,-7.025789845167684e-15,7.744197409261852e-15,-9.2849792616425e-16,-9.201037666456108e-15,1436,0.9843656981248018
235.0,4001,3,0.9839046865908666,-3.1454725948551396e-15,-4.743482738517224e-15,2.8458956951293735e-15,2.6087442864842575e-15,-2.986556468146375e-15,1436,0.9843656981248018
235.0,4001,4,0.9837734295338385,6.0443888192149846e-15,2.1242152588646924e-15,-4.81495256941678e-15,-1.3821490715583493e-15,-2.03926604330356e-15,1436,0.9843656981248018
235.0,4001,5,0.9836423751277266,-5.680251485409054e-15,-1.5399469669294136e-16,-6.3007880497312745e-15,-3.5194467278074544e-15,-4.480974146608001e-15,1436,0.9843656981248018
235.0,4001,6,0.9835115226471456,7.375647758893787e-15,-4.1177095787182924e-15,-9.555041218271945e-15,-1.698705510906374e-15,3.003478429467055e-15,1436,0.9843656981248018
235.0,4001,7,0.9833808713687694,5.96254277134749e-15,9.794373026501256e-16,-7.947212458077494e-15,8.262668848729558e-15,2.5349001080423918e-15,1436,0.9843656981248018
235.0,4001,8,0.9832504205713443,9.042436705222182e-15,-7.560092288584627e-16,-5.467393576567495e-15,-4.322542889861248e-15,2.098129255454896e-15,1436,0.9843656981248018
235.0,4001,9,0.9831201695357017,5.586089740769032e-15,4.9111507678536885e-15,4.1058787518740813e-16,4.966510794597562e-15,-2.3902149144223634e-15,1436,0.9843656981248018
235.0,4001,10,0.98299011754475,3.0551292010819217e-15,8.309264851094558e-15,1.096232776639325e-14,1.2135773658503472e-14,4.54415270133289e-15,1436,0.9843656981248018
235.0,4001,11,0.9828602638835091,-3.45925618416894e-15,7.250745259233219e-16,2.613255092245119e-15,-1.2986105245270695e-15,-7.503847374185817e-16,1436,0.9843656981248018
235.0,4001,12,0.9827306078390966,-1.0136303316493997e-14,-4.4150318331634655e-15,-5.509480288380018e-15,-1.5059236424176718e-14,-8.589956066181675e-16,1436,0.9843656981248018
235.0,4001,13,0.9826011487007476,2.1601926092648858e-15,-1.5710756178430302e-14,-6.347917409142437e-16,8.423597185703278e-15,-1.2414804194025862e-14,1436,0.9843656981248018
235.0,4001,14,0.9824718857598198,7.761749701509943e-15,6.2232088574304755e-15,9.436926898008296e-15,-4.734876296881374e-15,-4.964389488568968e-15,1436,0.9843656981248018
235.0,4001,15,0.9823428183098037,3.3648520045682173e-15,1.872102278722028e-14,-2.7477580168640616e-15,-1.6645221793104792e-15,3.381870939838755e-15,1436,0.9843656981248018
235.0,4001,16,0.9822139456463332,-7.799715018737371e-15,-2.3683375821968663e-14,-1.4121352476392473e-15,7.131491494660546e-15,-8.573082591874108e-15,1436,0.9843656981248018
235.0,4001,17,0.9820852670671785,4.7958971803058755e-15,8.01179713563187e-15,-1.4106612429860443e-14,-2.5374105222168218e-14,-2.958055812383675e-14,1436,0.9843656981248018
235.0,4001,18,0.9819567818722703,-5.464496478586638e-15,-2.2945985599036735e-15,-1.960862572092812e-14,-3.9434630762962155e-14,-9.826224133575553e-14,1436,0.9843656981248018
235.0,4001,19,0.9818284893636997,-1.1628684541165014e-14,-1.714073464029834e-14,-5.160820003438242e-14,-1.49286342463491e-13,-3.7790085225836384e-13,1436,0.9843656981248018
283.0,2001,0,1.1853616106826947,-2.881482900907843e-15,-6.493403104794936e-15,-6.2749911498551506e-15,-2.641821955453361e-15,3.9211603866486433e-16,1832,1.1854276279545486
283.0,2001,1,1.185229719816617,3.44513114095262e-15,6.2571386334706314e-15,1.1409355365967176e-15,-7.702395605747194e-16,8.239769907118274e-15,1832,1.1854276279545486
283.0,2001,2,1.1850980124445167,2.5118891484846318e-15,-2.779420073669992e-15,8.825718851432061e-15,-9.22764024776307e-16,4.442240529952993e-15,1832,1.1854276279545486
283.0,2001,3,1.1849664879775275,8.40750091692089e-16,2.6406090448083326e-16,-1.4567696334403489e-15,4.661690578564899e-15,9.830768706890127e-15,1832,1.1854276279545486
283.0,2001,4,1.184835145828576,-2.8853456944631847e-15,-7.775170529347929e-15,-2.461708827264185e-15,-1.7351715738677352e-15,-4.184220834755213e-15,1832,1.1854276279545486
283.0,2001,5,1.1847039854123755,1.0465759581185463e-15,6.65347062084048e-15,6.187104372475473e-15,3.585526632508523e-15,-3.556750654815495e-15,1832,1.1854276279545486
283.0,2001,6,1.1845730061454307,-7.108078903930535e-15,-3.428346760191225e-16,-5.572454125501476e-16,-5.678161395664474e-15,1.9411773906549938e-15,1832,1.1854276279545486
283.0,2001,7,1.18444220744604,5.621158847699157e-15,-1.2819394960137704e-15,-3.3484674180934875e-15,-2.3123168712545356e-15,-1.2339736019032791e-15,1832,1.1854276279545486
283.0,2001,8,1.1843115887342988,3.6280816313552355e-15,7.657336666562001e-15,7.50443854980216e-15,9.890459161243346e-15,7.829418291212574e-15,1832,1.1854276279545486
283.0,2001,9,1.1841811494320853,9.856320557072247e-15,1.5092488113919664e-14,4.15615031883756e-15,2.7314550359528222e-15,6.85832277341248e-15,1832,1.1854276279545486
283.0,2001,10,1.1840508889630776,-5.446515327006391e-15,-9.857973748346318e-15,-9.098966269875928e-15,-6.530634073278533e-15,-5.107729656990276e-15,1832,1.1854276279545486
283.0,2001,11,1.183920806752747,1.684091242953294e-14,2.5631767395991994e-14,1.7943809122609573e-14,1.0572643791755884e-14,6.485953096126975e-15,1832,1.1854276279545486
283.0,2001,12,1.1837909022283624,4.33048772889104e-15,4.7082722200978975e-15,-4.58924424395575e-15,-1.0899770633346659e-15,-2.434313009299259e-15,1832,1.1854276279545486
283.0,2001,13,1.1836611748189811,1.4636266227278016e-15,-1.6905737240962682e-15,5.0884439209042985e-15,3.59705514159121e-15,3.262121577428446e-15,1832,1.1854276279545486
283.0,2001,14,1.1835316239554623,2.5529032692021535e-15,9.063171692871147e-16,5.064982004700822e-15,4.017008440509884e-15,5.661210140170376e-15,1832,1.1854276279545486
283.0,2001,15,1.1834022490704497,6.0662913297609925e-15,5.832362029297569e-15,-1.8358634916044934e-15,4.583801603584273e-16,-8.505706005764186e-15,1832,1.1854276279545486
283.0,2001,16,1.1832730495983916,-2.7321999490003848e-15,1.3365066790190393e-15,7.852281269250314e-15,-3.781437787038672e-16,-1.092133203128564e-14,1832,1.1854276279545486
283.0,2001,17,1.1831440249755272,-3.394909882308047e-15,-2.286453992618902e-15,-3.655351041614625e-15,1.1264659546184835e-15,4.3182543643021424e-15,1832,1.1854276279545486
283.0,2001,18,1.1830151746398938,4.417022594216683e-15,1.5433934627407295e-14,1.411625434204619e-14,2.9657889271668355e-15,3.3345772594422993e-15,1832,1.1854276279545486
283.0,2001,19,1.1828864980313145,-1.1066892676116575e-14,3.7188709811161406e-15,7.0024305502327546e-15,6.825933442135111e-15,-4.428687600742451e-16,1832,1.1854276279545486
283.0,4001,0,1.1853616076551463,1.4271199016687806e-15,1.3587031992803719e-15,-4.925878326344332e-15,-3.697876650867215e-15,-6.146576724193603e-15,1793,1.1854276279545486
283.0,4001,1,1.185229704714281,-3.3937046523459357e-15,1.5061376097391218e-15,-1.4554573122384724e-15,7.048173839172072e-16,2.790202401794635e-15,1793,1.1854276279545486
283.0,4001,2,1.1850979732661011,-6.248908014677239e-17,-6.287438795231672e-15,2.6750525824055843e-15,1.2029406667133663e-15,2.8612759725720366e-15,1793,1.1854276279545486
283.0,4001,3,1.1849664127976878,-1.6733499452669753e-15,9.106790348285068e-16,1.848442316965572e-15,1.5019273854624543e-15,1.880674017100985e-15,1793,1.1854276279545486
283.0,4001,4,1.1848350227973208,4.695151753665545e-15,4.4792774366250725e-15,-1.1577245656266856e-14,-7.729793922312883e-15,9.09450300551866e-16,1793,1.1854276279545486
283.0,4001,5,1.1847038027545185,-4.7389245925382894e-15,7.0455461527423726e-15,1.3945312620984646e-15,-1.1728040462578763e-15,6.177648774765984e-15,1793,1.1854276279545486
283.0,4001,6,1.1845727521600227,-3.42445294009892e-18,1.8986048664146264e-15,3.553529767496351e-15,7.026012832833203e-15,6.590071131812511e-16,1793,1.1854276279545486
283.0,4001,7,1.1844418705058122,-4.2086498779968655e-15,1.1919115729588503e-14,-6.63281516044523e-15,-7.523043629297796e-15,-3.0766436769245954e-15,1793,1.1854276279545486
283.0,4001,8,1.1843111572851073,6.759449219400309e-16,-4.500672586544739e-15,6.800465375364372e-15,6.417472695881297e-15,1.4604297061740086e-15,1793,1.1854276279545486
283.0,4001,9,1.1841806119923606,-2.628717291035088e-16,3.958351501875446e-15,-1.7851668389140745e-15,1.7157814529255563e-15,8.127477538964831e-16,1793,1.1854276279545486
283.0,4001,10,1.184050234123275,-5.215220845615079e-15,-7.89446397607041e-15,-7.890695429875536e-16,9.913329530496454e-15,1.2930553492218453e-14,1793,1.1854276279545486
283.0,4001,11,1.1839200231748048,2.4159399321132593e-15,1.719589431597071e-15,4.528603718682261e-15,8.899910797281901e-15,5.630186955390023e-15,1793,1.1854276279545486
283.0,4001,12,1.1837899786451707,3.611614187801564e-15,1.0298196174737803e-14,3.3348194995343176e-16,3.061891450740647e-15,-4.224762108048223e-15,1793,1.1854276279545486
283.0,4001,13,1.183660100033823,-1.676875832024399e-14,-4.799711022404622e-15,1.2497891247882568e-14,1.614437923997072e-14,4.409580428195387e-15,1793,1.1854276279545486
283.0,4001,14,1.1835303868414948,6.4870074015644935e-15,-2.643815929029577e-16,-5.093642368262632e-15,4.17991083259942e-16,7.592891230169525e-15,1793,1.1854276279545486
283.0,4001,15,1.1834008385701857,6.753233917219767e-16,-1.4989414744648198e-14,-9.346743405664552e-15,1.6079663860311065e-15,5.353011079449924e-15,1793,1.1854276279545486
283.0,4001,16,1.183271454723153,-1.629728659075997e-14,4.785438538169024e-16,1.2619251965224389e-14,1.3037781091955278e-16,9.005392490539965e-17,1793,1.1854276279545486
283.0,4001,17,1.1831422348049339,3.970134882920455e-15,-2.114290927349087e-15,-3.8147421206662535e-15,6.302262567605529e-15,1.44873195434862e-15,1793,1.1854276279545486
283.0,4001,18,1.1830131783213347,9.445870216274933e-15,-1.104950157438272e-14,-6.59671312054763e-15,-1.656413082921031e-14,-3.9174407375625364e-15,1793,1.1854276279545486
283.0,4001,19,1.182884284779447,-1.0023576433038116e-14,1.237631203817839e-15,-1.1122482832076172e-14,6.072270656989609e-15,-2.5787487831839694e-15,1793,1.1854276279545486
338.0,2001,0,1.4157450701031664,-4.1744348018089095e-15,4.70495286966882e-15,-5.273462193270788e-16,-2.4397274398815375e-15,5.974857962662303e-15,1894,1.4158110892178002
338.0,2001,1,1.4156131550816975,-7.228008277418377e-16,2.5185827794163185e-15,4.227176619105384e-15,-8.535173627260018e-15,-5.106258005829904e-15,1894,1.4158110892178002
338.0,2001,2,1.415481399540372,3.922373095240142e-15,4.963495291106439e-15,2.5062153807747123e-15,1.44559800260154e-15,-1.2939403594726465e-15,1894,1.4158110892178002
338.0,2001,3,1.4153498030366476,-3.17893167058099e-15,-3.0229252843919342e-15,1.519281226675182e-15,1.597343641673261e-15,-4.037612005200481e-15,1894,1.4158110892178002
338.0,2001,4,1.4152183651292414,-6.0738352788344e-15,-5.9271711964669e-15,2.0372023415333062e-15,2.3478559580060387e-15,-1.5212573422286783e-15,1894,1.4158110892178002
338.0,2001,5,1.4150870853780955,9.967687058376684e-16,2.7590735360191584e-15,1.9972324443142924e-15,5.049157961642364e-15,6.014326436517301e-15,1894,1.4158110892178002
338.0,2001,6,1.4149559633443893,-1.2435136771249633e-14,-3.700558238684454e-15,-6.9343794094069776e-15,3.2804273134396115e-15,-3.1999829471732513e-15,1894,1.4158110892178002
338.0,2001,7,1.4148249985905417,-9.762619521484708e-16,-2.424447908474465e-15,5.091245209589349e-16,-2.330468497653388e-15,6.563794069992115e-16,1894,1.4158110892178002
338.0,2001,8,1.4146941906802137,2.547597147309394e-15,-6.627454045611915e-16,3.006474008060775e-15,6.43406887558768e-15,1.3021911483587137e-15,1894,1.4158110892178002
338.0,2001,9,1.414563539178287,5.509118321988584e-15,9.7861800838161e-16,-3.344340963734978e-15,-7.030955019303025e-15,2.7400803528217145e-15,1894,1.4158110892178002
338.0,2001,10,1.414433043650873,9.665429662842412e-15,1.06779972005885e-14,5.004065079407939e-15,-7.291541738771209e-15,-1.9728290092223795e-15,1894,1.4158110892178002
338.0,2001,11,1.4143027036653475,1.4447715452013689e-15,1.4616796896857505e-15,1.0058923701870542e-14,1.2859015692174584e-14,1.2405277767300238e-14,1894,1.4158110892178002
338.0,2001,12,1.41417251879028,6.123604097035884e-15,4.8111813044740696e-15,1.1220511257908896e-15,5.0353909011993074e-15,-3.784951929548583e-15,1894,1.4158110892178002
338.0,2001,13,1.4140424885954905,3.817086595817617e-15,3.33156265401203e-16,1.069898628795804e-14,4.3054045072755735e-15,2.2877833041472426e-15,1894,1.4158110892178002
338.0,2001,14,1.413912612652041,2.761151703784736e-15,-8.33312480288651e-15,-7.928466570069491e-15,8.707782986715243e-15,2.0876925022421894e-15,1894,1.4158110892178002
338.0,2001,15,1.4137828905321934,1.5704572691147164e-16,-7.869862274914433e-15,2.4013671950293514e-16,1.4577491663732418e-15,-2.291778628033558e-15,1894,1.4158110892178002
338.0,2001,16,1.4136533218094602,-6.724789941373551e-16,8.300338300027317e-15,1.906977893176527e-15,5.468224252047241e-15,3.1460264569130767e-15,1894,1.4158110892178002
338.0,2001,17,1.4135239060585716,-1.6840134649812597e-15,-6.090420213799821e-15,-1.7326432126604977e-17,-6.4990704054458816e-15,-9.365623343205118e-15,1894,1.4158110892178002
338.0,2001,18,1.4133946428554969,7.30077370268125e-15,6.822144293170041e-15,6.329484307030473e-15,1.3476107066682842e-14,5.03875976067872e-15,1894,1.4158110892178002
338.0,2001,19,1.41326553177742,-1.868713771348403e-15,-1.0402737333744236e-14,7.533277028712092e-16,2.755860489603644e-15,4.003392783732082e-15,1894,1.4158110892178002
338.0,4001,0,1.4157450664868356,-3.248113502777129e-15,-1.1751950604658974e-14,-5.812360364652526e-15,7.414667668265387e-15,-1.9832999291189084e-16,2292,1.4158110892178002
338.0,4001,1,1.4156131370350664,-6.147666118946222e-15,-1.2239450975829878e-15,-2.6108974121074218e-15,-7.809145739313851e-15,9.747870967668185e-15,2292,1.4158110892178002
338.0,4001,2,1.4154813527057506,-2.0380568988695935e-15,5.0675576925273765e-16,2.4955923071336494e-15,3.694484780404428e-15,1.408410840331066e-15,2292,1.4158110892178002
338.0,4001,3,1.4153497131312889,3.065335713565447e-15,1.7212822680322236e-15,1.9845908953666815e-15,-6.969763122134836e-16,-1.3077427470153966e-15,2292,1.4158110892178002
338.0,4001,4,1.4152182179448605,-3.039657303960201e-15,-5.065369716898047e-15,-6.165225229686974e-15,5.022498121846986e-15,1.4853631109133354e-15,2292,1.4158110892178002
338.0,4001,5,1.4150868667804124,-3.2747510457544098e-15,-4.4317113599616574e-17,4.647545157675903e-15,7.991068945230766e-15,3.607635480727251e-15,2292,1.4158110892178002
338.0,4001,6,1.4149556592726409,-7.283763387802764e-15,3.762986298071437e-15,-3.2005144257018393e-15,-6.403177431524462e-16,-2.80348018088383e-15,2292,1.4158110892178002
338.0,4001,7,1.4148245950570322,1.1633696884290283e-14,9.961622855486836e-15,1.4866718810017942e-16,-2.1630654637850755e-16,3.6128872283889157e-16,2292,1.4158110892178002
338.0,4001,8,1.414693673769839,2.6794913581177083e-15,-1.085023795524038e-15,5.329338979539299e-15,-2.1681747808688674e-15,3.528668348205669e-15,2292,1.4158110892178002
338.0,4001,9,1.4145628950480795,2.840101499208984e-15,-5.783013610811913e-15,-3.4171421984238608e-15,-4.1415773020889686e-15,-1.6877565413127727e-15,2292,1.4158110892178002
338.0,4001,10,1.4144322585295517,-1.199813423137744e-14,1.7467318796314562e-15,2.9896384227875454e-15,2.7455154933618825e-16,-5.49809796625826e-15,2292,1.4158110892178002
338.0,4001,11,1.4143017638528272,-1.4467670839611143e-15,1.5967888774817557e-15,-2.225371252546916e-16,-7.152080284990112e-15,-2.148579974899878e-17,2292,1.4158110892178002
338.0,4001,12,1.4141714106572538,-4.538419114138086e-15,9.840302332662194e-15,5.945572323034115e-15,-1.1482981120618745e-14,8.349575726717139e-15,2292,1.4158110892178002
338.0,4001,13,1.4140411985829602,3.577068975928171e-15,-2.873989363167783e-15,1.3151604996737336e-15,5.600938883019345e-15,-7.573675465680146e-15,2292,1.4158110892178002
338.0,4001,14,1.4139111272708744,2.971442738623147e-16,2.7841291201929813e-15,-1.4002733746587123e-15,2.250730014243669e-15,9.322371377564686e-15,2292,1.4158110892178002
