cluster_id,n_modes,k_min,k_max,k_center,k_span,k_span_over_dkr,E_C,E_C_norm,f_hz,alpha,grid
1,2,1.1106503823037481,1.110976256763761,1.1108133195337546,0.00032587446001297593,0.12447487473232155,6.485631119577416e-07,0.007715996224569751,283.0,1.0,4001
2,2,1.1161153346201393,1.116431830625527,1.1162735826228332,0.00031649600538763423,0.12089256894307471,6.758867940285771e-07,0.008041067792490881,283.0,1.0,4001
3,3,1.121112566534554,1.1217271789399594,1.1214199660656838,0.0006146124054053903,0.23476464577408274,1.0216478993280138e-06,0.012154609456987134,283.0,1.0,4001
4,3,1.126265095085136,1.126860546630918,1.126562915424543,0.0005954515457819998,0.22744573651899672,1.0547319500071603e-06,0.012548212493341138,283.0,1.0,4001
5,3,1.1309648747974907,1.1315420372025133,1.1312535519905904,0.000577162405022591,0.2204597993427646,1.1022160301144785e-06,0.01311313358749536,283.0,1.0,4001
6,4,1.1352371600612017,1.1360758969533373,1.1356568214670841,0.0008387368921356497,0.320373893608614,1.47079871380835e-06,0.01749818500868844,283.0,1.0,4001
7,4,1.139377814972456,1.1401899332010776,1.1397841728213214,0.0008121182286215944,0.31020631310438573,1.5254447487905883e-06,0.018148312331437145,283.0,1.0,4001
8,4,1.1433842795567482,1.144169210378207,1.143777050602202,0.0007849308214589179,0.299821488528885,1.5985004388863005e-06,0.019017460481507358,283.0,1.0,4001
9,4,1.147253494854391,1.1480105573173667,1.1476323400015311,0.0007570624629755773,0.28917655970853157,1.6694519528367894e-06,0.01986157511534295,283.0,1.0,4001
10,4,1.150737705740898,1.1514680211028188,1.151103186619233,0.000730315361920697,0.27895991967750117,1.7588252683930694e-06,0.02092485508408479,283.0,1.0,4001
11,5,1.1538600141056106,1.1547982978698381,1.1543298238837973,0.0009382837642275543,0.35839799783924586,2.1550164148855684e-06,0.025638366127468445,283.0,1.0,4001
12,5,1.1568699746219802,1.1577728982592945,1.1573221293329385,0.0009029236373143679,0.3448914242714289,2.2680785228403064e-06,0.026983473152577046,283.0,1.0,4001
13,5,1.1597634682452924,1.1623266836490043,1.160536672554411,0.0025632154037118493,0.9790761641040695,2.4881742593417914e-06,0.02960196600327746,283.0,1.0,4001
14,6,1.1625354674726918,1.1649810056264156,1.1635249202110518,0.0024455381537238363,0.9341267656439424,3.3510514431668495e-06,0.03986767024995275,283.0,1.0,4001
