f_hz,n_z_ref,n_z_other,i_ref,j_new,k_ref,k_new,delta_k,overlap,phi180_ref,phi180_new,phi200_ref,phi200_new,phi220_ref,phi220_new
201.0,4001,2001,89,89,0.7826633421785566,0.7751279946932552,0.00753534748530138,0.0001579758497293554,-0.019574419366075357,0.0232889681988289,-0.02326553351769868,0.02269064492727162,-0.02308442222334416,0.02167542908821526
201.0,4001,2001,90,90,0.7771924485190408,0.7747608567546539,0.002431591764386898,0.6488969747220646,0.023430411947640173,0.023353164164697408,0.023113058022546002,0.023306672001431047,0.02242728731225462,0.02290540995942256
201.0,4001,2001,91,91,0.776844391559496,0.7743928689364353,0.002451522623060698,0.646752672554249,0.023232432294838554,-0.022876409219617002,0.02340772885471166,-0.02325604381346705,0.02327467465285345,-0.023342876716607584
201.0,4001,2001,92,92,0.7764956160240851,0.7740240310503796,0.0024715849737054763,0.6441600050199122,-0.022476351546719047,-0.02187271561210651,-0.023008090379551493,-0.022543888781625398,-0.02328706276100668,-0.022977165821819075
201.0,4001,2001,93,93,0.7708177216836912,0.7680068327325071,0.0028108889511840873,0.5403669414002418,0.02133108473743578,-0.021495756461619588,0.022543509412487193,-0.022616217511977264,0.02311831311554023,-0.023095385490449497
201.0,4001,2001,94,95,0.7704567737820828,0.7672393277673848,0.0032174460146979778,0.5418701296322818,0.022445024098778875,-0.023029113067982995,0.023106339336017925,-0.022926451055654436,0.02294431177681403,-0.021839187832237858
201.0,4001,2001,95,96,0.7700951120242302,0.766854292868489,0.003240819155741148,0.5495258365306469,-0.02304109997416159,0.02304172939640891,-0.023014201167489017,0.022150278743640558,-0.021986795592182383,0.02012874337841282
201.0,4001,2001,96,94,0.7697327366090841,0.7676235076132695,0.0021092289958146715,0.12133583954992995,-0.023108211408567562,-0.02251086980977599,-0.02227290026585899,-0.023084267831326583,-0.020282216132404357,-0.02284023233466343
201.0,4001,2001,97,98,0.7638378108342331,0.7601775278140529,0.0036602830201801773,0.6158506739551977,0.017673987519557118,-0.019041652643007924,0.02243229243012562,-0.022759524145875242,0.02197356016838561,-0.020994930494509692
201.0,4001,2001,98,99,0.7634633277027506,0.7597770385697799,0.0036862891329707548,0.6152458843825566,-0.019628199767552458,0.020657741223801575,-0.022884654222415077,0.022797698660116092,-0.020438628460850743,0.0190743512984789
