f_hz,L_m,dr_name,status,recovered_k,pred_k,peak_err
338.0,1200.0,lam/2,OK,1.0487489549761482,1.0489342063123301,0.00018525133618196854
338.0,2400.0,lam/8,OK,1.238425603698603,1.2385700488911848,0.00014444519258183242
338.0,2400.0,lam/8,OK,1.2462803115444714,1.2462087832162037,7.15283282677337e-05
338.0,2400.0,lam/8,OK,1.25413501939034,1.2541093913623316,2.562802800842867e-05
338.0,2400.0,lam/8,OK,1.2619897272362084,1.2618852016717939,0.00010452556441453709
338.0,2400.0,lam/8,OK,1.2672261991334541,1.267361864624528,0.00013566549107379977
338.0,2400.0,lam/8,OK,1.2750809069793227,1.2749191012457481,0.00016180573357460482
338.0,2400.0,lam/8,OK,1.2829356148251911,1.2830463249621944,0.00011071013700325594
338.0,2400.0,lam/8,OK,1.2881720867224369,1.2882609195816237,8.883285918681594e-05
338.0,2400.0,lam/4,OK,1.2070067723151288,1.2069281892276038,7.858308752495269e-05
338.0,2400.0,lam/4,OK,1.2148614801609974,1.2149990705718587,0.0001375904108613657
338.0,2400.0,lam/4,OK,1.2227161880068658,1.222568140487954,0.0001480475189117314
338.0,2400.0,lam/4,OK,1.2305708958527344,1.2304309672397256,0.00013992861300882176
338.0,2400.0,lam/4,OK,1.238425603698603,1.2385700488911848,0.00014444519258183242
338.0,2400.0,lam/4,OK,1.2462803115444714,1.2462087832162037,7.15283282677337e-05
338.0,2400.0,lam/4,OK,1.25413501939034,1.2541093913623316,2.562802800842867e-05
338.0,2400.0,lam/4,OK,1.2619897272362084,1.2618852016717939,0.00010452556441453709
338.0,2400.0,lam/2,OK,1.2311400775806958,1.2312113001438478,7.122256315206243e-05
338.0,2400.0,lam/2,OK,1.2389984185014236,1.23895461115163,4.380734979347878e-05
338.0,2400.0,lam/2,OK,1.2468567594221514,1.2469665477858196,0.00010978836366826172
338.0,2400.0,lam/2,OK,1.2547151003428791,1.2548553513607084,0.00014025101782921823
338.0,2400.0,lam/2,OK,1.2678123352107589,1.2677246578156744,8.767739508441785e-05
