z_hit,tau,phi_arr_rad,phi_arr_deg,launch_deg,z_min,z_max,topology,residual_m,x_hit,r_km,z_s,root_ok,admitted,branch_id
200.08077544559583,34.45896096188958,-0.2221878632034436,-12.730426820587402,-12.772135416666668,0.39393378522617795,2592.827805122122,surface_bounce,0.08077544559583316,51000.000964768835,51.0,200.0,True,True,E2
199.9894086158314,33.99292156409898,-0.0005780507941578815,-0.03311987084943211,0.04166666666666652,199.9894086158314,2005.9109111430432,refracted,-0.010591384168606055,51000.00000670782,51.0,200.0,True,True,E4
199.9823563393546,36.64234431832981,0.017398523391514393,0.9968619600934139,-0.9973958333333349,183.56050310003116,2012.6972551707797,refracted,-0.01764366064540468,55000.00000025331,55.0,200.0,True,True,E4
200.06929785920084,41.167102271912526,-0.331705224456397,-19.005309403791205,-19.065104166666664,3.376105500187734,2930.709955690831,surface_bounce,0.06929785920084441,60000.00134293691,60.0,200.0,True,True,E2
199.925799136612,40.310293477826065,-0.16503145780521128,-9.455606019129934,-9.478190104166668,0.058328310034003295,2402.6235218917245,surface_bounce,-0.07420086338800047,60000.000001004824,60.0,200.0,True,True,E6
200.05886123329134,39.95288254564419,0.03939726439833487,2.2572969743856026,-2.256510416666667,116.72697442468724,2039.6550543787193,refracted,0.05886123329133852,60000.00000099922,60.0,200.0,True,True,E4
199.99006380888233,40.310284977816714,0.1644721443386643,9.423559718071962,9.467447916666666,2.1479639599432465,2403.2767970671766,surface_bounce,-0.009936191117674298,60000.00000093269,60.0,200.0,True,True,E5
199.97719438593387,41.08281427042708,-0.3213548202878031,-18.412274928676162,18.470703125,0.0542455249933127,2901.939527504472,surface_bounce,-0.022805614066129465,60000.00052199902,60.0,200.0,True,True,E7
200.07263118263444,41.1671309442601,0.3313537399288708,18.985170823799802,19.035156249999996,1.1332861705030641,2930.3941188918175,surface_bounce,0.07263118263443857,60000.0000009456,60.0,200.0,True,True,E8
199.98332804812824,33.81496270374597,-0.23020691034376156,-13.189884377444073,-13.258463541666668,2.7623660388613693,2619.7510311737724,surface_bounce,-0.016671951871757074,50000.00000111219,50.0,210.0,True,True,E9
199.98326962819945,33.330472997374514,0.003485404043852292,0.19969894161056645,0.8020833333333313,199.32436517125416,2006.1813350194648,refracted,-0.016730371800548482,50000.00000099999,50.0,210.0,True,True,E10
199.9720747171376,33.75458323250538,-0.21519932119454097,-12.330012858527402,12.375651041666664,3.970845143457474,2571.1076308413813,surface_bounce,-0.02792528286241236,50000.00077042604,50.0,210.0,True,True,E11
