zs,zr,mode_id,method,k_true,g_real,g_imag,abs_g
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2003422607215783,-0.10692285181316663,-0.07317747059067092,0.12956634764439762
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2016014160937603,-0.10566523841060992,-0.07632544094551731,0.13034843897760603
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2028605714659422,-0.10432403253347838,-0.07946262525181927,0.13114043074489776
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.204119726838124,-0.1028989624082599,-0.0825871161847437,0.13194251863750683
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.205378882210306,-0.1013897920412769,-0.08569699237081238,0.13275490360652015
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2066380375824879,-0.0997963214559052,-0.08879031901617462,0.13357779204315523
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2078971929546698,-0.09811838691263831,-0.09186514853510845,0.1344113959666952
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2091563483268517,-0.09635586111039605,-0.09491952118092369,0.13525593322121493
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2104155036990336,-0.09450865337240541,-0.09795146566764554,0.13611162767635035
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2116746590712155,-0.09257670981349324,-0.10095899980224883,0.13697870944406731
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2129338144433974,-0.09056001349645385,-0.10394013110117728,0.13785741509910818
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2141929698155793,-0.08845858456790034,-0.10689285741228932,0.13874798791161044
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2154521251877612,-0.08627248039551504,-0.109815167526354,0.13965067809515183
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2167112805599432,-0.08400179568527413,-0.11270504178850707,0.1405657430631648
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.217970435932125,-0.08164666261131351,-0.11556045270089835,0.14149344770695998
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.219229591304307,-0.07920725095789208,-0.11837936552671646,0.14243406469947573
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2204887466764889,-0.07668376830169495,-0.1211597388878906,0.14338787483023055
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2217479020486708,-0.07407646026866059,-0.12389952539110506,0.14435516741036858
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2230070574208527,-0.07138561095761531,-0.12659667230515617,0.14533624080225518
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2242662127930346,-0.06861154362805148,-0.1292491223765278,0.14633140317145418
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2255253681652165,-0.06575462199683821,-0.13185481509169578,0.14734097385592496
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2267845235373984,-0.06281525250267596,-0.1344116890354532,0.14836528602182625
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2280436789095803,-0.05979388833466239,-0.13691768755679956,0.14940469285828828
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2293028342817622,-0.05669103482930922,-0.1393707742976607,0.15045958313895275
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2305619896539441,-0.05350724442395911,-0.1417689774630846,0.15153041997161457
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.231821145026126,-0.050243016935064194,-0.14411048490268755,0.1526177991245611
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.233080300398308,-0.046898374100684356,-0.14639350792998507,0.15372220612954507
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2343394557704899,-0.04347315127313829,-0.14861509827698222,0.15484302476215792
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2355986111426718,-0.03996902356396406,-0.15077220438992836,0.15598006430712566
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2368577665148537,-0.03638744195171072,-0.15286347407318784,0.15713461629288844
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2381169218870356,-0.032728900083746286,-0.154887308732727,0.15830748342121712
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2393760772592175,-0.02899393620127773,-0.156841691306153,0.15949910491353347
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2406352326313994,-0.025183244728960524,-0.1587245204239031,0.16070989141579536
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2418943880035813,-0.02129760991274697,-0.1605336957824383,0.16194028427035687
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2431535433757632,-0.017337871422457116,-0.16226712788576725,0.16319075518471504
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2444126987479451,-0.0133049109847449,-0.1639227362624281,0.1644618014010352
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.245671854120127,-0.009199647076739537,-0.16549844731273947,0.16575394284681183
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.246931009492309,-0.005023032597037083,-0.16699219306783925,0.16706772100581668
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2481901648644909,-0.0007760537002644008,-0.16840191078059774,0.16840369893176957
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2494493202366728,0.0035402709747606037,-0.16972554339497542,0.169762462279782
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2507084756088547,0.007924891325069017,-0.17096104140680782,0.17114462183023577
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2519676309810366,0.012376729098168435,-0.17210636763469017,0.17255081919126486
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2532267863532185,0.016894692575495723,-0.1731595066788271,0.1739817386695376
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2544859417254004,0.021477736845968695,-0.17411845697381179,0.17543810942599056
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2557450970975823,0.026124924566564595,-0.17498101656399578,0.17692051277728668
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2570042524697642,0.03083479614945954,-0.17574466578860087,0.1784291798073559
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2582634078419461,0.035605622117024296,-0.1764077138481387,0.17996511281764338
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.259522563214128,0.04043638226843384,-0.17696842207937424,0.18152940099119608
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.26078171858631,0.045325929436787274,-0.1774246778783889,0.1831227899513293
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2620408739584918,0.050272943342418996,-0.17777436562725216,0.18474602541457286
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2633000293306738,0.055276028428068925,-0.17801539337529387,0.1863998916237381
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2645591847028557,0.060333724927656346,-0.17814567074874632,0.18808518913026306
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2658183400750376,0.06544448919671261,-0.17816309420310614,0.189802711525003
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2670774954472195,0.07060665175074514,-0.17806553619247867,0.1915532157155445
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2683366508194014,0.07581833745384935,-0.17785083751756825,0.1933373753312231
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2695958061915833,0.08107730672043859,-0.1775168130161611,0.19515570339719715
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2708549615637652,0.08638061906019005,-0.1770613170108734,0.19700842959337214
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2721141169359471,0.09172387502092667,-0.17648256521753314,0.1988953621244483
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.273373272308129,0.09709947666037858,-0.17578060848930008,0.20081616142279984
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.274632427680311,0.10249368201526296,-0.1749643287004171,0.20277443421357003
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2758915830524928,0.10789876495330604,-0.1740798459711123,0.20480707080512375
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2771507384246747,0.1134376502926322,-0.17318322888315008,0.2070278514362429
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2784098937968567,0.11917440658940606,-0.17203649809839996,0.20928233528871434
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2796690491690386,0.12487520948638155,-0.17064482799705505,0.21145561062883192
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2809282045412205,0.13055520651928562,-0.169123902017535,0.2136528871392336
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2821873599134024,0.1362519846349229,-0.16748299893273474,0.21590543820954974
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2834465152855843,0.14197722359293496,-0.16571602770537336,0.21821854608993785
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2847056706577662,0.14773400869922915,-0.16381886936952467,0.2205945586088952
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.285964826029948,0.15352311575944408,-0.16179003936915073,0.22303668736680746
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.28722398140213,0.1593450848095447,-0.15963059369000562,0.22554995565236685
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.288483136774312,0.16520145016782548,-0.15734483131119112,0.22814231321238881
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2897422921464938,0.17109655703316012,-0.15494226175670822,0.23082707013451803
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2910014475186757,0.17704196741265002,-0.15244191528474052,0.23362875628017593
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2922606028908576,0.18306966791783957,-0.1498813275553728,0.2365986383335902
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2935197582630396,0.18927898261541634,-0.14733139070636106,0.23986052603001917
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2947789136352215,0.19602653874253828,-0.14486022036478086,0.24374348675505716
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2960380690074034,0.20433412486480612,-0.14163109950550223,0.24861979593629238
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2972972243795853,0.21160224850988452,-0.1347323459786195,0.2508551706211003
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.2985563797517672,0.2156362829656944,-0.12957355740462803,0.25157168622432746
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.299815535123949,0.2205948018353868,-0.12578489730349332,0.25393681691799624
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.301074690496131,0.22619603806457447,-0.12189700460950523,0.2569504375728521
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.302333845868313,0.23207251879108773,-0.11772367255335528,0.2602239747938098
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3035930012404948,0.2380905059660377,-0.11324902283403354,0.26365210070095646
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3048521566126767,0.2441996778404171,-0.10845993475463575,0.2672022456947983
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3061113119848586,0.25038035472058123,-0.10332277315813193,0.2708614359466679
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3073704673570405,0.25662473431993776,-0.0977701423596337,0.27461838066997935
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3086296227292225,0.26292518630763617,-0.09167379080774227,0.2784488059158575
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3098887781014044,0.2692506807439107,-0.08477845931687855,0.28228233427758626
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3111479334735863,0.2754531720865595,-0.07652457206568848,0.2858853968680186
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3124070888457682,0.28076680085460315,-0.0655281645592327,0.28831222106013865
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.31366624421795,0.28022149913962585,-0.04865214089559999,0.2844136413637444
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.314925399590132,0.25223663897112203,-0.04395726787349091,0.25603820698940616
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.316184554962314,0.26434869525060084,-0.07522586514683349,0.2748438892676798
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3174437103344958,0.2857137485780846,-0.07185577244633379,0.29461092674984113
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3187028657066777,0.2978102924773501,-0.06391476271370398,0.3045916400661612
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3199620210788596,0.306647237592758,-0.056221278950090575,0.31175849712566506
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3212211764510415,0.31414009151394207,-0.04900220791635165,0.3179390090521534
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3224803318232234,0.3209305777928382,-0.0422217970788947,0.32369602393451846
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3237394871954054,0.3272558621245507,-0.03593275427803319,0.3292226634435856
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3249986425675873,0.33318699135552327,-0.03034014723753392,0.3345655328077607
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3262577979397692,0.33870272132950197,-0.02591355465718248,0.33969257535451236
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.327516953311951,0.3437305226208802,-0.023707539599691962,0.344547122488484
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.328776108684133,0.3483469500430221,-0.02640928396477618,0.34934660136289847
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.330035264056315,0.3548451132823505,-0.042693483223076756,0.3574042360270557
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3313731166392582,0.4114947595195732,0.07232033926506637,0.4178015899724242
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3324748775899173,0.5140705567241179,-0.19896736245895824,0.5512318465169797
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3338127301728606,0.452346663172676,0.09076870245235735,0.46136369712878256
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3350718855450425,0.43213224729299815,0.08817589327508357,0.44103658272909274
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3363310409172244,0.42887293783009806,0.08892485195732905,0.4379950069334718
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3375901962894063,0.43099430911530306,0.09162279231840192,0.44062549921900623
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3388493516615882,0.43546490262460524,0.09457410165166091,0.4456163620437154
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3401085070337702,0.44117919705033704,0.0962652067855386,0.4515596017664142
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.341367662405952,0.4476294650895494,0.09470726565977944,0.4575386368221903
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3425481205673726,0.4470278947097445,-0.11981352986092947,0.4628058130429676
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3438072759395545,0.44662600363640925,-0.14493397611798872,0.4695536652584021
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3450664313117364,0.4370670490442883,-0.20513842091210785,0.48281401915706157
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.346246889473157,0.21955050868957907,-0.5345915721065475,0.5779191767307976
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3478208336883843,1.2792554678733539,1.3169228174840604,1.835968479929334
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3502604472219868,0.43313408987387714,0.8020867360890218,0.9115636412345612
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3515196025941687,0.42696339990070276,0.7628165087403231,0.8741777684553315
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.352857455177112,0.08871591252356065,0.8815670303297256,0.8860197187982103
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3541166105492939,0.09914267186614928,0.9228563525506244,0.9281665350721288
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3553757659214758,0.11449925211491413,0.9917009057888662,0.9982889187391254
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3566349212936577,0.13940243213378145,1.0973275908702587,1.1061468617547758
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.357972773876601,-0.35660189472966014,1.2325292163799573,1.2830795690661494
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3593106264595443,-1.0235000973264377,1.2439934073883616,1.6109227314967447
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3606484790424875,-2.1855811419070577,1.0481280521745768,2.4239095159710544
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3623798176792377,7.560510385281234,-1.2873723729199105,7.669331451469732
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3641111563159878,-1.8732149279066785,0.022794043793131546,1.8733536063874503
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3653703116881697,-1.118487646672423,0.30463743282668587,1.159231892779891
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3666294670603516,-0.8565620232201755,0.5047264043355114,0.9942068410831292
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3678886224325335,-0.7578095577618598,0.6722187497703886,1.0129922869292194
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3691477778047154,-0.7466762172298348,0.8400823157638874,1.1239500303108994
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.370328235966136,-0.23881583296811215,1.2936671626235796,1.315525647688709
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3715873913383179,-0.26054650432241455,1.600546202650825,1.6216142043453512
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3729252439212611,-1.314898293465326,1.7252604098235846,2.169212069822282
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.374184399293443,-2.2640770854518215,2.5914211990302998,3.441149354452906
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3759157379301932,11.276106468185914,-4.697865517917062,12.215585025134832
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3776470765669433,-2.534601478810945,-0.5188781304300649,2.5871681759462852
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3789849291498866,-0.8768511487975835,-0.9215494056708734,1.27205394706356
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3802440845220685,-0.3937827534514139,-0.5706677462712535,0.6933444551953155
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3815032398942504,-0.10228540945606954,-0.33712679153464686,0.3523021126221656
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3829984868987164,0.1295719838628337,0.15185082638757896,0.19961856746490564
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3843363394816597,-0.2308002318019484,0.33561673453346763,0.4073172467484543
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3855167976430802,-0.2910212589531417,0.732529872459556,0.7882216612148418
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3868546502260235,-1.3753666416455024,0.8045934560208698,1.593425250340547
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3885859888627736,7.389085537144794,0.3466266828635036,7.397211307818327
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3903173274995237,-1.5446619595894262,-0.9464725226301397,1.8115713636223405
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.391655180082467,-0.4979246857967031,-0.929482360742328,1.054450781998324
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.392914335454649,-0.38195053218576086,-0.6225797906166002,0.7304052332241299
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3942521880375922,-0.12027001145334959,-0.5645621016874731,0.577230666472915
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3955113434097741,-0.26496860430325486,-0.5051510005959178,0.5704260641568474
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.3968491959927174,-0.18676382401902558,-0.7609437692699753,0.7835280122324962
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.398265745786422,0.9577114003257743,-1.2255092204412519,1.5553404693829838
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.400154478844695,-7.45759826936563,-5.664695719299551,9.365070717271488
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4019645146922064,-0.3710462194029709,3.14791751762319,3.16970976505613
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4033023672751497,-1.7959219417612697,1.8191411413892014,2.556288347036456
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.404640219858093,-2.526307653292096,0.3823409468561978,2.555076311722433
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4059780724410362,-2.5800760747965596,-1.3636601353576112,2.918280575356174
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4073159250239795,-1.631350498612603,-3.446267207849375,3.8128810782951934
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4086537776069228,1.4138837431810973,-6.054201378004298,6.217107170112232
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4104638134544343,-26.695463564561926,5.5350485485029,27.26324517296386
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4123525465127071,0.27466673913052597,6.695329472978816,6.700961018340832
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4136903990956504,-2.908954138012496,3.416786754352131,4.487365140232762
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.415106948889355,-3.5980859062534556,-1.6676963042443926,3.9657827918293953
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4164448014722983,-1.6066495158126413,-4.017986265458061,4.327301271701638
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4177826540552416,2.2681537369746443,-5.7125006003076475,6.146314707454158
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4195139926919917,-19.71682826408275,12.031941020495967,23.098071813812208
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4213240285395032,3.462447393051977,2.859537471390695,4.490600906330902
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4226618811224465,0.36023470587580764,2.337961355558343,2.3655511711653237
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.423842339283867,0.8184112498269245,1.221508246463389,1.4703330813191042
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4249441002345262,0.9226184577915667,-0.3629985756686921,0.991459925864474
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.425967163974424,-1.4112071528250956,-0.5914840351579935,1.5301499900439481
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4276198054004128,7.844333768617025,2.7447478569895254,8.310668629653934
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4291937496156402,-1.8361310354152667,-0.1507017403114178,1.842305130467814
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.430452904987822,-0.8833388720200117,-0.5473092727687796,1.0391510972328697
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.431948151992288,0.9015071073018943,0.21719772672827742,0.9273024948805868
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4333647017859927,-1.0481124290648478,2.0734280588166283,2.323282931338391
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4352534348442656,10.722077311171937,9.87760193502282,14.578407383987956
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4369847734810157,-0.9519694248346837,-3.774795844119245,3.8929846455643773
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4382439288531976,-0.1818636772811364,-2.514606967465383,2.521174844777662
