zs,zr,route,smooth_m,k_r,abs_g
4.0,18.0,THEORY_CONTROL,,1.194282575492953,0.11593559022926145
4.0,18.0,THEORY_CONTROL,,1.1944399699144757,0.1025007812155066
4.0,18.0,THEORY_CONTROL,,1.1945973643359984,0.0919397073021355
4.0,18.0,THEORY_CONTROL,,1.1947547587575211,0.09218496929770598
4.0,18.0,THEORY_CONTROL,,1.1949121531790439,0.1031104866501833
4.0,18.0,THEORY_CONTROL,,1.1950695476005666,0.1166991643712681
4.0,18.0,THEORY_CONTROL,,1.1952269420220893,0.12537726308520208
4.0,18.0,THEORY_CONTROL,,1.195384336443612,0.12533776911630204
4.0,18.0,THEORY_CONTROL,,1.1955417308651348,0.11661548504490866
4.0,18.0,THEORY_CONTROL,,1.1956991252866576,0.10310554457976062
4.0,18.0,THEORY_CONTROL,,1.1958565197081803,0.09248626609286914
4.0,18.0,THEORY_CONTROL,,1.196013914129703,0.09273405322690297
4.0,18.0,THEORY_CONTROL,,1.1961713085512258,0.10372169292699478
4.0,18.0,THEORY_CONTROL,,1.1963287029727485,0.11738750857715603
4.0,18.0,THEORY_CONTROL,,1.1964860973942713,0.1261149959201039
4.0,18.0,THEORY_CONTROL,,1.196643491815794,0.12607536551843868
4.0,18.0,THEORY_CONTROL,,1.1968008862373167,0.11730371860341923
4.0,18.0,THEORY_CONTROL,,1.1969582806588395,0.10371776525804557
4.0,18.0,THEORY_CONTROL,,1.1971156750803622,0.09303961168721454
4.0,18.0,THEORY_CONTROL,,1.197273069501885,0.09328997176229224
4.0,18.0,THEORY_CONTROL,,1.1974304639234077,0.10434047878560816
4.0,18.0,THEORY_CONTROL,,1.1975878583449304,0.11808435228773755
4.0,18.0,THEORY_CONTROL,,1.1977452527664532,0.12686181710308703
4.0,18.0,THEORY_CONTROL,,1.197902647187976,0.12682204794668214
4.0,18.0,THEORY_CONTROL,,1.1980600416094986,0.11800045047505998
4.0,18.0,THEORY_CONTROL,,1.1982174360310214,0.10433758651681449
4.0,18.0,THEORY_CONTROL,,1.1983748304525441,0.09359987520040511
4.0,18.0,THEORY_CONTROL,,1.1985322248740669,0.09385285730654117
4.0,18.0,THEORY_CONTROL,,1.1986896192955896,0.10496699077053162
4.0,18.0,THEORY_CONTROL,,1.1988470137171123,0.11878985933948012
4.0,18.0,THEORY_CONTROL,,1.199004408138635,0.1276179014957694
4.0,18.0,THEORY_CONTROL,,1.1991618025601578,0.12757799116773355
4.0,18.0,THEORY_CONTROL,,1.1993191969816805,0.11870584437595694
4.0,18.0,THEORY_CONTROL,,1.1994765914032033,0.10496515535512455
4.0,18.0,THEORY_CONTROL,,1.199633985824726,0.09416719117848342
4.0,18.0,THEORY_CONTROL,,1.1997913802462488,0.09442284573909603
4.0,18.0,THEORY_CONTROL,,1.1999487746677715,0.10560137927215565
4.0,18.0,THEORY_CONTROL,,1.2001061690892942,0.11950419786048463
4.0,18.0,THEORY_CONTROL,,1.200263563510817,0.12838342853426787
4.0,18.0,THEORY_CONTROL,,1.2004209579323397,0.12834337451453437
4.0,18.0,THEORY_CONTROL,,1.2005783523538625,0.11942006830166374
4.0,18.0,THEORY_CONTROL,,1.2007357467753852,0.10560062262540212
4.0,18.0,THEORY_CONTROL,,1.200893141196908,0.09474169771212944
4.0,18.0,THEORY_CONTROL,,1.2010505356184307,0.09500007652957551
4.0,18.0,THEORY_CONTROL,,1.2012079300399534,0.10624379865525996
4.0,18.0,THEORY_CONTROL,,1.2013653244614761,0.12022754041335211
4.0,18.0,THEORY_CONTROL,,1.2015227188829989,0.12915858237880848
4.0,18.0,THEORY_CONTROL,,1.2016801133045216,0.12911838203947731
4.0,18.0,THEORY_CONTROL,,1.2018375077260444,0.1201432946729007
4.0,18.0,THEORY_CONTROL,,1.201994902147567,0.10624414316386209
4.0,18.0,THEORY_CONTROL,,1.2021522965690898,0.09532353655535455
4.0,18.0,THEORY_CONTROL,,1.2023096909906126,0.09558469286247326
4.0,18.0,THEORY_CONTROL,,1.2024670854121353,0.1068944073921288
4.0,18.0,THEORY_CONTROL,,1.202624479833658,0.12096006414405723
4.0,18.0,THEORY_CONTROL,,1.2027818742551808,0.12994355207358738
4.0,18.0,THEORY_CONTROL,,1.2029392686767035,0.12990320267186103
4.0,18.0,THEORY_CONTROL,,1.2030966630982263,0.12087570048038851
4.0,18.0,THEORY_CONTROL,,1.203254057519749,0.10689587592169011
4.0,18.0,THEORY_CONTROL,,1.2034114519412717,0.09591285324760962
4.0,18.0,THEORY_CONTROL,,1.2035688463627945,0.09617684175982055
4.0,18.0,THEORY_CONTROL,,1.2037262407843172,0.10755336820359053
4.0,18.0,THEORY_CONTROL,,1.20388363520584,0.12170195093614054
4.0,18.0,THEORY_CONTROL,,1.2040410296273627,0.13073853171058158
4.0,18.0,THEORY_CONTROL,,1.2041984240488854,0.13069803038201694
4.0,18.0,THEORY_CONTROL,,1.2043558184704082,0.12161746744136923
4.0,18.0,THEORY_CONTROL,,1.204513212891931,0.10755598410511315
4.0,18.0,THEORY_CONTROL,,1.2046706073134537,0.09650979724253081
4.0,18.0,THEORY_CONTROL,,1.2048280017349764,0.0967766742127527
4.0,18.0,THEORY_CONTROL,,1.2049853961564991,0.10822084820164476
4.0,18.0,THEORY_CONTROL,,1.2051427905780219,0.12245338757563297
4.0,18.0,THEORY_CONTROL,,1.2053001849995446,0.13154372060001424
4.0,18.0,THEORY_CONTROL,,1.2054575794210673,0.13150306435306447
4.0,18.0,THEORY_CONTROL,,1.20561497384259,0.12236878215745103
4.0,18.0,THEORY_CONTROL,,1.2057723682641128,0.10822463531873001
4.0,18.0,THEORY_CONTROL,,1.2059297626856356,0.09711452204196096
4.0,18.0,THEORY_CONTROL,,1.2060871571071583,0.09738434531733897
4.0,18.0,THEORY_CONTROL,,1.206244551528681,0.10889701904344323
4.0,18.0,THEORY_CONTROL,,1.2064019459502038,0.12321456591552006
4.0,18.0,THEORY_CONTROL,,1.2065593403717265,0.13235932345840615
4.0,18.0,THEORY_CONTROL,,1.2067167347932493,0.13231850915924442
4.0,18.0,THEORY_CONTROL,,1.206874129214772,0.12312983628276916
4.0,18.0,THEORY_CONTROL,,1.2070315236362947,0.10890200171684665
4.0,18.0,THEORY_CONTROL,,1.2071889180578175,0.09772718533347828
4.0,18.0,THEORY_CONTROL,,1.2073463124793402,0.09800001441681053
4.0,18.0,THEORY_CONTROL,,1.207503706900863,0.10958205708527097
4.0,18.0,THEORY_CONTROL,,1.2076611013223857,0.12398568305482632
4.0,18.0,THEORY_CONTROL,,1.2078184957439084,0.1331855505793706
4.0,18.0,THEORY_CONTROL,,1.2079758901654312,0.13314457494970106
4.0,18.0,THEORY_CONTROL,,1.208133284586954,0.12390082669740228
4.0,18.0,THEORY_CONTROL,,1.2082906790084766,0.10958826015725374
4.0,18.0,THEORY_CONTROL,,1.2084480734299994,0.09834794913597333
4.0,18.0,THEORY_CONTROL,,1.2086054678515221,0.0986238452502674
4.0,18.0,THEORY_CONTROL,,1.2087628622730449,0.11027614355229333
4.0,18.0,THEORY_CONTROL,,1.2089202566945676,0.12476694151833169
4.0,18.0,THEORY_CONTROL,,1.2090776511160903,0.13402261803999738
4.0,18.0,THEORY_CONTROL,,1.209235045537613,0.13398147764436594
4.0,18.0,THEORY_CONTROL,,1.2093924399591358,0.12468195568639097
4.0,18.0,THEORY_CONTROL,,1.2095498343806586,0.11028359237072198
4.0,18.0,THEORY_CONTROL,,1.2097072288021813,0.09897697995010557
4.0,18.0,THEORY_CONTROL,,1.209864623223704,0.09925600610568662
4.0,18.0,THEORY_CONTROL,,1.2100220176452268,0.11097946470537659
4.0,18.0,THEORY_CONTROL,,1.2101794120667495,0.12555854945335476
4.0,18.0,THEORY_CONTROL,,1.2103368064882722,0.134870747903301
4.0,18.0,THEORY_CONTROL,,1.210494200909795,0.13482943913525164
4.0,18.0,THEORY_CONTROL,,1.2106515953313177,0.12547343113066495
4.0,18.0,THEORY_CONTROL,,1.2108089897528405,0.11098818511645614
4.0,18.0,THEORY_CONTROL,,1.2109663841743632,0.09961444891474389
4.0,18.0,THEORY_CONTROL,,1.211123778595886,0.09989666998367483
4.0,18.0,THEORY_CONTROL,,1.2112811730174087,0.11169221202496324
4.0,18.0,THEORY_CONTROL,,1.2114385674389314,0.12636072082428496
4.0,18.0,THEORY_CONTROL,,1.2115959618604542,0.1357301684259358
4.0,18.0,THEORY_CONTROL,,1.211753356281977,0.13568868749385402
4.0,18.0,THEORY_CONTROL,,1.2119107507034996,0.12627546669993567
4.0,18.0,THEORY_CONTROL,,1.2120681451250224,0.11170223037391391
4.0,18.0,THEORY_CONTROL,,1.212225539546545,0.10026053197149669
4.0,18.0,THEORY_CONTROL,,1.2123829339680678,0.10054601476367203
4.0,18.0,THEORY_CONTROL,,1.2125403283895906,0.11241458239497958
4.0,18.0,THEORY_CONTROL,,1.2126977228111133,0.12717367562594747
4.0,18.0,THEORY_CONTROL,,1.212855117232636,0.13660111428061764
4.0,18.0,THEORY_CONTROL,,1.2130125116541588,0.1365594571946339
4.0,18.0,THEORY_CONTROL,,1.2131699060756815,0.1270882820592698
4.0,18.0,THEORY_CONTROL,,1.2133273004972043,0.11242592551676713
4.0,18.0,THEORY_CONTROL,,1.213484694918727,0.10091541003610369
4.0,18.0,THEORY_CONTROL,,1.2136420893402498,0.10120422338374269
4.0,18.0,THEORY_CONTROL,,1.2137994837617725,0.1131467783076368
4.0,18.0,THEORY_CONTROL,,1.2139568781832952,0.1279976401027443
4.0,18.0,THEORY_CONTROL,,1.214114272604818,0.1374838267907897
4.0,18.0,THEORY_CONTROL,,1.2142716670263407,0.13744198934227964
4.0,18.0,THEORY_CONTROL,,1.2144290614478634,0.12791210308192041
4.0,18.0,THEORY_CONTROL,,1.2145864558693862,0.11315947350733499
4.0,18.0,THEORY_CONTROL,,1.214743850290909,0.10157926917688861
4.0,18.0,THEORY_CONTROL,,1.2149012447124317,0.10187148402643566
4.0,18.0,THEORY_CONTROL,,1.2150586391339544,0.11388900806744551
4.0,18.0,THEORY_CONTROL,,1.2152160335554771,0.12883284698201833
4.0,18.0,THEORY_CONTROL,,1.2153734279769999,0.13837855417643632
4.0,18.0,THEORY_CONTROL,,1.2155308223985226,0.13833653191578632
4.0,18.0,THEORY_CONTROL,,1.2156882168200454,0.12874716207262235
4.0,18.0,THEORY_CONTROL,,1.215845611241568,0.11390308310273459
4.0,18.0,THEORY_CONTROL,,1.2160030056630908,0.10225230080475475
4.0,18.0,THEORY_CONTROL,,1.2161604000846136,0.1025479903177351
4.0,18.0,THEORY_CONTROL,,1.2163177945061363,0.11464148601633062
4.0,18.0,THEORY_CONTROL,,1.216475188927659,0.1296795357217878
4.0,18.0,THEORY_CONTROL,,1.2166325833491818,0.13928555180931043
4.0,18.0,THEORY_CONTROL,,1.2167899777707045,0.13924334001836366
4.0,18.0,THEORY_CONTROL,,1.2169473721922273,0.12959369800273982
4.0,18.0,THEORY_CONTROL,,1.21710476661375,0.11465696905377672
4.0,18.0,THEORY_CONTROL,,1.2172621610352727,0.10293470187226551
4.0,18.0,THEORY_CONTROL,,1.2174195554567955,0.10323394153833149
4.0,18.0,THEORY_CONTROL,,1.2175769498783182,0.11540443277506955
4.0,18.0,THEORY_CONTROL,,1.217734344299841,0.13053795277618518
4.0,18.0,THEORY_CONTROL,,1.2178917387213637,0.14020508249644142
4.0,18.0,THEORY_CONTROL,,1.2180491331428864,0.14016267615430877
4.0,18.0,THEORY_CONTROL,,1.2182065275644092,0.13045195676041024
4.0,18.0,THEORY_CONTROL,,1.218363921985932,0.11542135234391153
4.0,18.0,THEORY_CONTROL,,1.2185213164074546,0.10362667509302276
4.0,18.0,THEORY_CONTROL,,1.2186787108289774,0.10392954286145649
4.0,18.0,THEORY_CONTROL,,1.2188361052505001,0.11617807550847609
4.0,18.0,THEORY_CONTROL,,1.2189934996720229,0.13140835188988706
4.0,18.0,THEORY_CONTROL,,1.2191508940935456,0.14113741678099442
4.0,18.0,THEORY_CONTROL,,1.2193082885150683,0.14109481051911688
4.0,18.0,THEORY_CONTROL,,1.219465682936591,0.13132219142032156
4.0,18.0,THEORY_CONTROL,,1.2196230773581138,0.1161964604259548
4.0,18.0,THEORY_CONTROL,,1.2197804717796366,0.1043284291772084
4.0,18.0,THEORY_CONTROL,,1.2199378662011593,0.10463500561260605
4.0,18.0,THEORY_CONTROL,,1.220095260622682,0.11696264822731726
4.0,18.0,THEORY_CONTROL,,1.2202526550442048,0.1322909944282473
4.0,18.0,THEORY_CONTROL,,1.2204100494657275,0.1420828332851967
4.0,18.0,THEORY_CONTROL,,1.2205674438872502,0.14204002133489113
4.0,18.0,THEORY_CONTROL,,1.220724838308773,0.13220466254563606
4.0,18.0,THEORY_CONTROL,,1.2208822327302957,0.11698252750032823
4.0,18.0,THEORY_CONTROL,,1.2210396271518185,0.10504017911357587
4.0,18.0,THEORY_CONTROL,,1.2211970215733412,0.10535054759107221
4.0,18.0,THEORY_CONTROL,,1.221354415994864,0.11775839215573856
4.0,18.0,THEORY_CONTROL,,1.2215118104163867,0.13318614978191365
4.0,18.0,THEORY_CONTROL,,1.2216692048379094,0.14304161912016983
4.0,18.0,THEORY_CONTROL,,1.2218265992594322,0.1429985952338797
4.0,18.0,THEORY_CONTROL,,1.221983993680955,0.13309963854720464
4.0,18.0,THEORY_CONTROL,,1.2221413881024776,0.1177797948502713
4.0,18.0,THEORY_CONTROL,,1.2222987825240004,0.1057621465175264
4.0,18.0,THEORY_CONTROL,,1.222456176945523,0.10607639347810292
4.0,18.0,THEORY_CONTROL,,1.2226135713670458,0.11856555620962789
4.0,18.0,THEORY_CONTROL,,1.2227709657885686,0.1340940958846622
4.0,18.0,THEORY_CONTROL,,1.2229283602100913,0.14401407041518943
4.0,18.0,THEORY_CONTROL,,1.223085754631614,0.14397082777505926
4.0,18.0,THEORY_CONTROL,,1.2232431490531368,0.13400739615247814
4.0,18.0,THEORY_CONTROL,,1.2234005434746595,0.11858851129531311
4.0,18.0,THEORY_CONTROL,,1.2235579378961823,0.10649456013365254
4.0,18.0,THEORY_CONTROL,,1.223715332317705,0.10681277544294186
4.0,18.0,THEORY_CONTROL,,1.2238727267392278,0.11938439770229292
4.0,18.0,THEORY_CONTROL,,1.2240301211607505,0.1350151199843934
4.0,18.0,THEORY_CONTROL,,1.2241875155822732,0.14500049310430463
4.0,18.0,THEORY_CONTROL,,1.224344910003796,0.14495702419671969
4.0,18.0,THEORY_CONTROL,,1.2245023044253187,0.13492822112861885
4.0,18.0,THEORY_CONTROL,,1.2246596988468414,0.11940893391397257
4.0,18.0,THEORY_CONTROL,,1.2248170932683642,0.107237656658102
4.0,18.0,THEORY_CONTROL,,1.224974487689887,0.10755993415462552
4.0,18.0,THEORY_CONTROL,,1.2251318821114097,0.12021518353000656
4.0,18.0,THEORY_CONTROL,,1.2252892765329324,0.13594951993300888
4.0,18.0,THEORY_CONTROL,,1.2254466709544551,0.1460012042556399
4.0,18.0,THEORY_CONTROL,,1.2256040653759779,0.14595750074282562
4.0,18.0,THEORY_CONTROL,,1.2257614597975006,0.13586240958776427
4.0,18.0,THEORY_CONTROL,,1.2259188542190234,0.12024132941223428
4.0,18.0,THEORY_CONTROL,,1.226076248640546,0.10799168234372616
4.0,18.0,THEORY_CONTROL,,1.2262336430620688,0.1083181207445482
4.0,18.0,THEORY_CONTROL,,1.2263910374835916,0.12105819245021018
4.0,18.0,THEORY_CONTROL,,1.2265484319051143,0.13689760669314188
4.0,18.0,THEORY_CONTROL,,1.226705826326637,0.14701653471723553
4.0,18.0,THEORY_CONTROL,,1.2268632207481598,0.1469725873822168
4.0,18.0,THEORY_CONTROL,,1.2270206151696825,0.13681027079383914
4.0,18.0,THEORY_CONTROL,,1.2271780095912053,0.12108597716910711
4.0,18.0,THEORY_CONTROL,,1.227335404012728,0.10875689657679703
4.0,18.0,THEORY_CONTROL,,1.2274927984342507,0.10908760109788089
4.0,18.0,THEORY_CONTROL,,1.2276501928557735,0.12191372002356947
4.0,18.0,THEORY_CONTROL,,1.2278075872772962,0.13785970982424334
4.0,18.0,THEORY_CONTROL,,1.227964981698819,0.14804683508172012
4.0,18.0,THEORY_CONTROL,,1.2281223761203417,0.1480026342053549
4.0,18.0,THEORY_CONTROL,,1.2282797705418644,0.137772134047561
4.0,18.0,THEORY_CONTROL,,1.2284371649633872,0.12194317690127157
4.0,18.0,THEORY_CONTROL,,1.22859455938491,0.10953358079756738
4.0,18.0,THEORY_CONTROL,,1.2287519538064327,0.10986866622007212
4.0,18.0,THEORY_CONTROL,,1.2289093482279554,0.12278209030728549
4.0,18.0,THEORY_CONTROL,,1.2290667426494781,0.13883619059249885
4.0,18.0,THEORY_CONTROL,,1.2292241370710009,0.14909249039286016
4.0,18.0,THEORY_CONTROL,,1.2293815314925236,0.149048027879373
4.0,18.0,THEORY_CONTROL,,1.2295389259140463,0.13874836710902688
4.0,18.0,THEORY_CONTROL,,1.229696320335569,0.12281326947877039
4.0,18.0,THEORY_CONTROL,,1.2298537147570918,0.1103220620433072
4.0,18.0,THEORY_CONTROL,,1.2300111091786146,0.11066165805350585
4.0,18.0,THEORY_CONTROL,,1.2301685036001373,0.12366368377976183
4.0,18.0,THEORY_CONTROL,,1.23032589802166,0.1398274731675199
4.0,18.0,THEORY_CONTROL,,1.2304832924431828,0.15015395608779258
4.0,18.0,THEORY_CONTROL,,1.2306406868647055,0.15010923340477741
4.0,18.0,THEORY_CONTROL,,1.2307980812862283,0.13973942423162516
4.0,18.0,THEORY_CONTROL,,1.230955475707751,0.12369669057738879
4.0,18.0,THEORY_CONTROL,,1.2311128701292737,0.11112276884818575
4.0,18.0,THEORY_CONTROL,,1.2312702645507965,0.111467021757243
4.0,18.0,THEORY_CONTROL,,1.2314276589723192,0.12455898494800276
4.0,18.0,THEORY_CONTROL,,1.231585053393842,0.14083409269419755
4.0,18.0,THEORY_CONTROL,,1.2317424478153647,0.15123181207073097
4.0,18.0,THEORY_CONTROL,,1.2318998422368874,0.1511868568309315
4.0,18.0,THEORY_CONTROL,,1.2320572366584102,0.14074591475774204
4.0,18.0,THEORY_CONTROL,,1.232214631079933,0.12459403210484761
4.0,18.0,THEORY_CONTROL,,1.2323720255014556,0.11193625660255142
4.0,18.0,THEORY_CONTROL,,1.2325294199229784,0.11228526392239417
4.0,18.0,THEORY_CONTROL,,1.2326868143445011,0.1254684702214215
4.0,18.0,THEORY_CONTROL,,1.2328442087660239,0.14185652635423118
4.0,18.0,THEORY_CONTROL,,1.2330016031875466,0.15232654492827888
4.0,18.0,THEORY_CONTROL,,1.2331589976090693,0.15228137437139888
4.0,18.0,THEORY_CONTROL,,1.233316392030592,0.14176825819237845
4.0,18.0,THEORY_CONTROL,,1.2334737864521148,0.12550558115703772
4.0,18.0,THEORY_CONTROL,,1.2336311808736375,0.11276258484606284
4.0,18.0,THEORY_CONTROL,,1.2337885752951603,0.11311618098122823
4.0,18.0,THEORY_CONTROL,,1.233945969716683,0.12639174956118013
4.0,18.0,THEORY_CONTROL,,1.2341033641382058,0.14289427857632678
4.0,18.0,THEORY_CONTROL,,1.2342607585597285,0.1534375803866646
4.0,18.0,THEORY_CONTROL,,1.2344181529812512,0.15339212229826632
4.0,18.0,THEORY_CONTROL,,1.234575547402774,0.14280567574140138
4.0,18.0,THEORY_CONTROL,,1.2347329418242967,0.12643043321627204
4.0,18.0,THEORY_CONTROL,,1.2348903362458195,0.11360079090951805
4.0,18.0,THEORY_CONTROL,,1.2350477306673422,0.11395892901849476
4.0,18.0,THEORY_CONTROL,,1.235205125088865,0.12732821557265556
4.0,18.0,THEORY_CONTROL,,1.2353625195103877,0.14394695373735028
4.0,18.0,THEORY_CONTROL,,1.2355199139319104,0.15456467096108062
4.0,18.0,THEORY_CONTROL,,1.2356773083534331,0.15451896190288106
4.0,18.0,THEORY_CONTROL,,1.2358347027749559,0.14385814608896297
4.0,18.0,THEORY_CONTROL,,1.2359920971964786,0.1273687612635725
4.0,18.0,THEORY_CONTROL,,1.2361494916180014,0.1144513757956924
4.0,18.0,THEORY_CONTROL,,1.236306886039524,0.11481439152644855
4.0,18.0,THEORY_CONTROL,,1.2364642804610468,0.12827901528104255
4.0,18.0,THEORY_CONTROL,,1.2366216748825696,0.14501581953983078
4.0,18.0,THEORY_CONTROL,,1.2367790693040923,0.15570911475670773
4.0,18.0,THEORY_CONTROL,,1.236936463725615,0.15566316803605687
4.0,18.0,THEORY_CONTROL,,1.2370938581471378,0.14492689187826877
4.0,18.0,THEORY_CONTROL,,1.2372512525686605,0.12832172628539626
4.0,18.0,THEORY_CONTROL,,1.2374086469901833,0.11531542999451469
4.0,18.0,THEORY_CONTROL,,1.237566041411706,0.11568356434285906
4.0,18.0,THEORY_CONTROL,,1.2377234358332287,0.12924505705914138
4.0,18.0,THEORY_CONTROL,,1.2378808302547515,0.1461017338939404
4.0,18.0,THEORY_CONTROL,,1.2380382246762742,0.15687173516532923
4.0,18.0,THEORY_CONTROL,,1.238195619097797,0.15682551703790062
4.0,18.0,THEORY_CONTROL,,1.2383530135193197,0.14601261556134482
4.0,18.0,THEORY_CONTROL,,1.2385104079408424,0.12928993026580368
4.0,18.0,THEORY_CONTROL,,1.2386678023623652,0.11619344326404614
4.0,18.0,THEORY_CONTROL,,1.238825196783888,0.11656685161391615
4.0,18.0,THEORY_CONTROL,,1.2389825912054107,0.1302267229986026
4.0,18.0,THEORY_CONTROL,,1.2391399856269334,0.14720510227229866
4.0,18.0,THEORY_CONTROL,,1.2392973800484561,0.1580529652161553
4.0,18.0,THEORY_CONTROL,,1.2394547744699789,0.15800644677081768
4.0,18.0,THEORY_CONTROL,,1.2396121688915016,0.14711572838453224
4.0,18.0,THEORY_CONTROL,,1.2397695633130243,0.13027373355996177
4.0,18.0,THEORY_CONTROL,,1.239926957734547,0.11708572419785225
4.0,18.0,THEORY_CONTROL,,1.2400843521560698,0.1174645437599364
4.0,18.0,THEORY_CONTROL,,1.2402417465775926,0.13122433136033998
4.0,18.0,THEORY_CONTROL,,1.2403991409991153,0.14832629060968386
4.0,18.0,THEORY_CONTROL,,1.240556535420638,0.15925320737920895
4.0,18.0,THEORY_CONTROL,,1.2407139298421608,0.15920636804258725
4.0,18.0,THEORY_CONTROL,,1.2408713242636835,0.14823661881897446
4.0,18.0,THEORY_CONTROL,,1.2410287186852063,0.13127348325316557
4.0,18.0,THEORY_CONTROL,,1.241186113106729,0.11799258506221433
4.0,18.0,THEORY_CONTROL,,1.2413435075282517,0.11837695375013199
4.0,18.0,THEORY_CONTROL,,1.2415009019497745,0.13223823378921334
