span,zs,snr,p,omega,k_if_mapped,P_ar,P_ar_db
sufficient_4990m,4.0,R1_20dB,7,0.8713010875190443,,0.011672171456190749,-38.23200653027551
sufficient_4990m,4.0,R1_20dB,7,0.8774370106705867,,0.011626855532432298,-38.265794173779724
sufficient_4990m,4.0,R1_20dB,7,0.883572933822129,,0.011583765928577044,-38.29804423431629
sufficient_4990m,4.0,R1_20dB,7,0.8897088569736722,,0.01154291797103852,-38.32872751096928
sufficient_4990m,4.0,R1_20dB,7,0.8958447801252145,,0.011504325037505609,-38.35781682761035
sufficient_4990m,4.0,R1_20dB,7,0.9019807032767568,,0.011467998783822443,-38.38528693432696
sufficient_4990m,4.0,R1_20dB,7,0.9081166264282992,,0.011433949354660033,-38.41111441416109
sufficient_4990m,4.0,R1_20dB,7,0.9142525495798424,,0.011402185578505909,-38.435277595268445
sufficient_4990m,4.0,R1_20dB,7,0.9203884727313847,,0.011372715147523594,-38.45775646857266
sufficient_4990m,4.0,R1_20dB,7,0.926524395882927,,0.011345544782843794,-38.47853261096016
sufficient_4990m,4.0,R1_20dB,7,0.9326603190344702,,0.011320680385848358,-38.497589114038384
sufficient_4990m,4.0,R1_20dB,7,0.9387962421860125,,0.011298127175995827,-38.514910518462344
sufficient_4990m,4.0,R1_20dB,7,0.9449321653375549,,0.011277889815717188,-38.53048275382106
sufficient_4990m,4.0,R1_20dB,7,0.9510680884890972,,0.01125997252288264,-38.544293084066354
sufficient_4990m,4.0,R1_20dB,7,0.9572040116406404,,0.011244379171306199,-38.55633005846108
sufficient_4990m,4.0,R1_20dB,7,0.9633399347921827,,0.011231113379716011,-38.56658346802111
sufficient_4990m,4.0,R1_20dB,7,0.969475857943725,,0.01122017858957476,-38.57504430742601
sufficient_4990m,4.0,R1_20dB,7,0.9756117810952674,,0.011211578132087844,-38.58170474237594
sufficient_4990m,4.0,R1_20dB,7,0.9817477042468106,,0.011205315284686946,-38.586558082377
sufficient_4990m,4.0,R1_20dB,7,0.9878836273983529,,0.011201393317224098,-38.589598758943964
sufficient_4990m,4.0,R1_20dB,7,0.9940195505498952,,0.011199815528056932,-38.59082230921712
sufficient_4990m,4.0,R1_20dB,7,1.0001554737014384,,0.01120058527014918,-38.590225364999384
sufficient_4990m,4.0,R1_20dB,7,1.0062913968529807,,0.011203705967252477,-38.58780564723004
sufficient_4990m,4.0,R1_20dB,7,1.012427320004523,,0.011209181120176106,-38.58356196592234
sufficient_4990m,4.0,R1_20dB,7,1.0185632431560654,,0.011217014303090493,-38.57749422560421
sufficient_4990m,4.0,R1_20dB,7,1.0246991663076086,,0.011227209149748502,-38.56960343631273
sufficient_4990m,4.0,R1_20dB,7,1.030835089459151,,0.011239769329445736,-38.559891730205834
sufficient_4990m,4.0,R1_20dB,7,1.0369710126106932,,0.01125469851247742,-38.548362383866085
sufficient_4990m,4.0,R1_20dB,7,1.0431069357622356,,0.011272000324785049,-38.53501984638385
sufficient_4990m,4.0,R1_20dB,7,1.0492428589137788,,0.011291678291421272,-38.51986977331788
sufficient_4990m,4.0,R1_20dB,7,1.055378782065321,,0.011313735768396263,-38.50291906664235
sufficient_4990m,4.0,R1_20dB,7,1.0615147052168634,,0.011338175862404154,-38.484175920798336
sufficient_4990m,4.0,R1_20dB,7,1.0676506283684066,,0.011365001337863249,-38.46364987497627
sufficient_4990m,4.0,R1_20dB,7,1.073786551519949,,0.011394214510640549,-38.44135187176184
sufficient_4990m,4.0,R1_20dB,7,1.0799224746714913,,0.011425817127769331,-38.41729432228205
sufficient_4990m,4.0,R1_20dB,7,1.0860583978230336,,0.011459810232408949,-38.39149117798993
sufficient_4990m,4.0,R1_20dB,7,1.0921943209745768,,0.011496194013240353,-38.36395800922445
sufficient_4990m,4.0,R1_20dB,7,1.0983302441261191,,0.011534967637439589,-38.33471209067728
sufficient_4990m,4.0,R1_20dB,7,1.1044661672776614,,0.011576129066326468,-38.30377249388815
sufficient_4990m,4.0,R1_20dB,7,1.1106020904292038,,0.01161967485274837,-38.271160186875974
sufficient_4990m,4.0,R1_20dB,7,1.116738013580747,,0.011665599919232075,-38.236898140992395
sufficient_4990m,4.0,R1_20dB,7,1.1228739367322893,,0.011713897315921483,-38.20101144505671
sufficient_4990m,4.0,R1_20dB,7,1.1290098598838316,,0.011764557957319845,-38.163527426796165
sufficient_4990m,4.0,R1_20dB,7,1.1351457830353748,,0.011817570336873574,-38.12447578157139
sufficient_4990m,4.0,R1_20dB,7,1.1412817061869172,,0.011872920218476316,-38.08388870831232
sufficient_4990m,4.0,R1_20dB,7,1.1474176293384595,,0.011930590304039484,-38.041801052524576
sufficient_4990m,4.0,R1_20dB,7,1.1535535524900018,,0.01199055987637447,-37.99825045614748
sufficient_4990m,4.0,R1_20dB,7,1.159689475641545,,0.012052804416767697,-37.95327751395251
sufficient_4990m,4.0,R1_20dB,7,1.1658253987930873,,0.012117295196807782,-37.90692593606241
sufficient_4990m,4.0,R1_20dB,7,1.1719613219446297,,0.012183998844252033,-37.859242716045244
sufficient_4990m,4.0,R1_20dB,7,1.178097245096172,,0.012252876883002237,-37.81027830389374
sufficient_4990m,4.0,R1_20dB,7,1.1842331682477152,,0.012323885247607212,-37.760086783034616
sufficient_4990m,4.0,R1_20dB,7,1.1903690913992575,,0.012396973773126622,-37.70872605032707
sufficient_4990m,4.0,R1_20dB,7,1.1965050145507998,,0.01247208566168742,-37.65625799779955
sufficient_4990m,4.0,R1_20dB,7,1.202640937702343,,0.012549156927646035,-37.60274869464163
sufficient_4990m,4.0,R1_20dB,7,1.2087768608538854,,0.012628115823945248,-37.54826856771083
sufficient_4990m,4.0,R1_20dB,7,1.2149127840054277,,0.0127088822530292,-37.49289257853284
sufficient_4990m,4.0,R1_20dB,7,1.22104870715697,,0.012791367166558248,-37.436700394470314
sufficient_4990m,4.0,R1_20dB,7,1.2271846303085132,,0.012875471959150127,-37.37977655140916
sufficient_4990m,4.0,R1_20dB,7,1.2333205534600555,,0.012961087862464945,-37.32221060496728
sufficient_4990m,4.0,R1_20dB,7,1.2394564766115979,,0.013048095347144625,-37.264097266871644
sufficient_4990m,4.0,R1_20dB,7,1.245592399763141,,0.01313636354140389,-37.205536522781635
sufficient_4990m,4.0,R1_20dB,7,1.2517283229146834,,0.013225749676436409,-37.146633727466636
sufficient_4990m,4.0,R1_20dB,7,1.2578642460662257,,0.013316098570224349,-37.08749967288353
sufficient_4990m,4.0,R1_20dB,7,1.264000169217768,,0.013407242162793228,-37.02825062435635
sufficient_4990m,4.0,R1_20dB,7,1.2701360923693112,,0.013498999117399975,-36.969008319749534
sufficient_4990m,4.0,R1_20dB,7,1.2762720155208536,,0.013591174503531001,-36.909899926264075
sufficient_4990m,4.0,R1_20dB,7,1.2824079386723959,,0.013683559578862541,-36.85105794929053
sufficient_4990m,4.0,R1_20dB,7,1.2885438618239382,,0.0137759316884262,-36.79262008764582
sufficient_4990m,4.0,R1_20dB,7,1.2946797849754814,,0.01386805430005221,-36.73472902952244
sufficient_4990m,4.0,R1_20dB,7,1.3008157081270237,,0.013959677195640313,-36.67753218361503
sufficient_4990m,4.0,R1_20dB,7,1.306951631278566,,0.014050536837839606,-36.621181340182204
sufficient_4990m,4.0,R1_20dB,7,1.3130875544301093,,0.014140356931203149,-36.565832257276554
sufficient_4990m,4.0,R1_20dB,7,1.3192234775816516,,0.014228849195722301,-36.511644168052804
sufficient_4990m,4.0,R1_20dB,7,1.325359400733194,,0.014315714368745104,-36.45877920596288
sufficient_4990m,4.0,R1_20dB,7,1.3314953238847362,,0.014400643448561385,-36.40740174578016
sufficient_4990m,4.0,R1_20dB,7,1.3376312470362794,,0.014483319189334565,-36.35767765976905
sufficient_4990m,4.0,R1_20dB,7,1.3437671701878218,,0.014563417852543867,-36.30977348992773
sufficient_4990m,4.0,R1_20dB,7,1.349903093339364,,0.014640611214676974,-36.26385553906814
sufficient_4990m,4.0,R1_20dB,7,1.3560390164909064,,0.014714568824634436,-36.22008888553064
sufficient_4990m,4.0,R1_20dB,7,1.3621749396424496,,0.014784960497279093,-36.178636328521144
sufficient_4990m,4.0,R1_20dB,7,1.368310862793992,,0.014851459021949774,-36.139657273351865
sufficient_4990m,4.0,R1_20dB,7,1.3744467859455343,,0.014913743056784615,-36.103306568192394
sufficient_4990m,4.0,R1_20dB,7,1.3805827090970775,,0.01497150017164481,-36.06973330621511
sufficient_4990m,4.0,R1_20dB,7,1.3867186322486198,,0.015024429994631184,-36.03907960915417
sufficient_4990m,4.0,R1_20dB,7,1.3928545554001621,,0.015072247410011896,-36.01147941019106
sufficient_4990m,4.0,R1_20dB,7,1.3989904785517044,,0.015114685749223032,-35.987057255630866
sufficient_4990m,4.0,R1_20dB,7,1.4051264017032477,,0.01515149991185472,-35.96592714594251
sufficient_4990m,4.0,R1_20dB,7,1.41126232485479,,0.015182469350554773,-35.948191437315884
sufficient_4990m,4.0,R1_20dB,7,1.4173982480063323,,0.015207400852876142,-35.9339398248669
sufficient_4990m,4.0,R1_20dB,7,1.4235341711578746,,0.015226131054487137,-35.92324842794802
sufficient_4990m,4.0,R1_20dB,7,1.4296700943094178,,0.01523852862197077,-35.916178996677075
sufficient_4990m,4.0,R1_20dB,7,1.4358060174609601,,0.015244496049654947,-35.91277825678932
sufficient_4990m,4.0,R1_20dB,7,1.4419419406125025,,0.015243971023395827,-35.91307740729324
sufficient_4990m,4.0,R1_20dB,7,1.4480778637640457,,0.015236927314707818,-35.91709178224487
sufficient_4990m,4.0,R1_20dB,7,1.454213786915588,,0.015223375180696486,-35.9248206843572
sufficient_4990m,4.0,R1_20dB,7,1.4603497100671303,,0.015203361258404451,-35.93624739426234
sufficient_4990m,4.0,R1_20dB,7,1.4664856332186726,,0.015176967955854374,-35.951339355194854
sufficient_4990m,4.0,R1_20dB,7,1.4726215563702159,,0.015144312355659635,-35.97004852882526
sufficient_4990m,4.0,R1_20dB,7,1.4787574795217582,,0.01510554465997232,-35.9923119140997
sufficient_4990m,4.0,R1_20dB,7,1.4848934026733005,,0.01506084621719139,-36.0180522173865
sufficient_4990m,4.0,R1_20dB,7,1.4910293258248428,,0.015010427180785914,-36.047178659120306
sufficient_4990m,4.0,R1_20dB,7,1.497165248976386,,0.014954523858429679,-36.079587899576175
sufficient_4990m,4.0,R1_20dB,7,1.5033011721279284,,0.014893395815153459,-36.115165064471306
sufficient_4990m,4.0,R1_20dB,7,1.5094370952794707,,0.014827322797294323,-36.153784849822586
sufficient_4990m,4.0,R1_20dB,7,1.5155730184310139,,0.014756601544685005,-36.195312684889764
sufficient_4990m,4.0,R1_20dB,7,1.5217089415825562,,0.01468154255692945,-36.23960593208248
sufficient_4990m,4.0,R1_20dB,7,1.5278448647340985,,0.014602466876003972,-36.286515103352585
sufficient_4990m,4.0,R1_20dB,7,1.5339807878856409,,0.014519702942134222,-36.335885073756266
sufficient_4990m,4.0,R1_20dB,7,1.540116711037184,,0.014433583573301217,-36.387556274465545
sufficient_4990m,4.0,R1_20dB,7,1.5462526341887264,,0.014344443111224051,-36.44136584943378
sufficient_4990m,4.0,R1_20dB,7,1.5523885573402687,,0.014252614768642712,-36.49714876207655
sufficient_4990m,4.0,R1_20dB,7,1.558524480491811,,0.014158428204551479,-36.55473884061527
sufficient_4990m,4.0,R1_20dB,7,1.5646604036433542,,0.014062207346031693,-36.61396975305739
sufficient_4990m,4.0,R1_20dB,7,1.5707963267948966,,0.013964268467776758,-36.674675905070764
sufficient_4990m,4.0,R1_20dB,7,1.5769322499464389,,0.01386491853349749,-36.73669325618538
sufficient_4990m,4.0,R1_20dB,7,1.583068173097982,,0.01376445379729564,-36.799860051767716
sufficient_4990m,4.0,R1_20dB,7,1.5892040962495244,,0.01366315865788485,-36.86401747002464
sufficient_4990m,4.0,R1_20dB,7,1.5953400194010667,,0.01356130475426153,-36.929010184879154
sufficient_4990m,4.0,R1_20dB,7,1.601475942552609,,0.013459150288076836,-36.99468684690609
sufficient_4990m,4.0,R1_20dB,7,1.6076118657041523,,0.013356939555490898,-37.0609004856225
sufficient_4990m,4.0,R1_20dB,7,1.6137477888556946,,0.013254902669634307,-37.12750883729933
sufficient_4990m,4.0,R1_20dB,7,1.619883712007237,,0.013153255453870005,-37.19437460311485
sufficient_4990m,4.0,R1_20dB,7,1.6260196351587792,,0.013052199485744636,-37.26136564292172
sufficient_4990m,4.0,R1_20dB,7,1.6321555583103224,,0.012951922271737219,-37.32835511017423
sufficient_4990m,4.0,R1_20dB,7,1.6382914814618648,,0.012852597533555624,-37.395221533680825
sufficient_4990m,4.0,R1_20dB,7,1.644427404613407,,0.012754385587700548,-37.46184885183495
sufficient_4990m,4.0,R1_20dB,7,1.6505633277649503,,0.012657433801225347,-37.52812640485827
sufficient_4990m,4.0,R1_20dB,7,1.6566992509164926,,0.012561877107989745,-37.593948890385455
sufficient_4990m,4.0,R1_20dB,7,1.662835174068035,,0.012467838571169109,-37.65921628745088
sufficient_4990m,4.0,R1_20dB,7,1.6689710972195773,,0.0123754299792837,-37.72383375362074
sufficient_4990m,4.0,R1_20dB,7,1.6751070203711205,,0.012284752464506166,-37.78771149966729
sufficient_4990m,4.0,R1_20dB,7,1.6812429435226628,,0.012195897133457671,-37.850764645817094
sufficient_4990m,4.0,R1_20dB,7,1.6873788666742051,,0.012108945702084446,-37.91291306323369
sufficient_4990m,4.0,R1_20dB,7,1.6935147898257474,,0.012023971127499937,-37.9740812040268
sufficient_4990m,4.0,R1_20dB,7,1.6996507129772906,,0.011941038230869467,-38.03419792272104
sufficient_4990m,4.0,R1_20dB,7,1.705786636128833,,0.011860204306498423,-38.093196291773566
sufficient_4990m,4.0,R1_20dB,7,1.7119225592803753,,0.011781519713258621,-38.151013413405295
sufficient_4990m,4.0,R1_20dB,7,1.7180584824319185,,0.011705028445351977,-38.20759022970712
sufficient_4990m,4.0,R1_20dB,7,1.7241944055834608,,0.01163076868016931,-38.26287133270266
sufficient_4990m,4.0,R1_20dB,7,1.7303303287350031,,0.011558773301660394,-38.31680477579334
sufficient_4990m,4.0,R1_20dB,7,1.7364662518865455,,0.011489070398197241,-38.36934188777916
sufficient_4990m,4.0,R1_20dB,7,1.7426021750380887,,0.011421683734391605,-38.42043709044019
sufficient_4990m,4.0,R1_20dB,7,1.748738098189631,,0.011356633196729953,-38.47004772047767
sufficient_4990m,4.0,R1_20dB,7,1.7548740213411733,,0.011293935213220965,-38.51813385644893
sufficient_4990m,4.0,R1_20dB,7,1.7610099444927156,,0.011233603147521216,-38.56465815118546
sufficient_4990m,4.0,R1_20dB,7,1.7671458676442588,,0.011175647668220337,-38.60958567005753
sufficient_4990m,4.0,R1_20dB,7,1.7732817907958012,,0.011120077094135802,-38.65288373533907
sufficient_4990m,4.0,R1_20dB,7,1.7794177139473435,,0.011066897716595183,-38.694521776833305
sufficient_4990m,4.0,R1_20dB,7,1.7855536370988867,,0.011016114099777086,-38.73447118883908
sufficient_4990m,4.0,R1_20dB,7,1.791689560250429,,0.010967729360245593,-38.7727051934706
sufficient_4990m,4.0,R1_20dB,7,1.7978254834019713,,0.010921745426851943,-38.80919871028744
sufficient_4990m,4.0,R1_20dB,7,1.8039614065535137,,0.010878163282196596,-38.84392823214406
sufficient_4990m,4.0,R1_20dB,7,1.8100973297050569,,0.010836983186846403,-38.87687170713123
sufficient_4990m,4.0,R1_20dB,7,1.8162332528565992,,0.010798204887491,-38.90800842645065
sufficient_4990m,4.0,R1_20dB,7,1.8223691760081415,,0.010761827810200792,-38.93731891804042
sufficient_4990m,4.0,R1_20dB,7,1.8285050991596838,,0.010727851239919215,-38.96478484575068
sufficient_4990m,4.0,R1_20dB,7,1.834641022311227,,0.010696274487286404,-38.99038891385541
sufficient_4990m,4.0,R1_20dB,7,1.8407769454627694,,0.010667097043851194,-39.014114776677
sufficient_4990m,4.0,R1_20dB,7,1.8469128686143117,,0.01064031872668573,-39.035946953094225
sufficient_4990m,4.0,R1_20dB,7,1.853048791765855,,0.01061593981337237,-39.05587074570172
sufficient_4990m,4.0,R1_20dB,7,1.8591847149173972,,0.010593961168287501,-39.073872164387986
sufficient_4990m,4.0,R1_20dB,7,1.8653206380689396,,0.010574384361061876,-39.08993785410093
sufficient_4990m,4.0,R1_20dB,7,1.8714565612204819,,0.010557211778053039,-39.10405502657273
sufficient_4990m,4.0,R1_20dB,7,1.877592484372025,,0.010542446727622525,-39.11621139578024
sufficient_4990m,4.0,R1_20dB,7,1.8837284075235674,,0.010530093539969457,-39.12639511692269
sufficient_4990m,4.0,R1_20dB,7,1.8898643306751097,,0.010520157662233348,-39.13459472870435
sufficient_4990m,4.0,R1_20dB,7,1.896000253826652,,0.010512645749541985,-39.14079909871674
sufficient_4990m,4.0,R1_20dB,7,1.9021361769781953,,0.010507565752646249,-39.144997371721985
sufficient_4990m,4.0,R1_20dB,7,1.9082721001297376,,0.010504927002752022,-39.14717892064634
sufficient_4990m,4.0,R1_20dB,7,1.91440802328128,,0.010504740294130335,-39.147333300100286
sufficient_4990m,4.0,R1_20dB,7,1.9205439464328231,,0.010507017965060728,-39.14545020224939
sufficient_4990m,4.0,R1_20dB,7,1.9266798695843654,,0.010511773977639256,-39.14151941486713
sufficient_4990m,4.0,R1_20dB,7,1.9328157927359078,,0.010519023996961818,-39.13553078140869
sufficient_4990m,4.0,R1_20dB,7,1.93895171588745,,0.010528785470175411,-39.1274741629516
sufficient_4990m,4.0,R1_20dB,7,1.9450876390389933,,0.010541077705874688,-39.11733940185608
sufficient_4990m,4.0,R1_20dB,7,1.9512235621905356,,0.01055592195430849,-39.10511628700462
sufficient_4990m,4.0,R1_20dB,7,1.957359485342078,,0.01057334148885117,-39.09079452048675
sufficient_4990m,4.0,R1_20dB,7,1.9634954084936211,,0.0105933616891862,-39.07436368560099
sufficient_4990m,4.0,R1_20dB,7,1.9696313316451635,,0.010616010126645007,-39.055813216051554
sufficient_4990m,4.0,R1_20dB,7,1.9757672547967058,,0.010641316652141963,-39.03513236622325
sufficient_4990m,4.0,R1_20dB,7,1.981903177948248,,0.01066931348714726,-39.0123101824225
sufficient_4990m,4.0,R1_20dB,7,1.9880391010997913,,0.010700035318142636,-38.98733547497758
sufficient_4990m,4.0,R1_20dB,7,1.9941750242513336,,0.010733519395011151,-38.960196791095434
sufficient_4990m,4.0,R1_20dB,7,2.000310947402876,,0.01076980563382102,-38.93088238837643
sufficient_4990m,4.0,R1_20dB,7,2.0064468705544183,,0.01080893672447512,-38.899380208892126
sufficient_4990m,4.0,R1_20dB,7,2.0125827937059615,,0.01085095824371244,-38.86567785373458
sufficient_4990m,4.0,R1_20dB,7,2.018718716857504,,0.010895918773965233,-38.82976255794872
sufficient_4990m,4.0,R1_20dB,7,2.024854640009046,,0.010943870028596408,-38.79162116576199
sufficient_4990m,4.0,R1_20dB,7,2.0309905631605893,,0.01099486698406552,-38.751240106027815
sufficient_4990m,4.0,R1_20dB,7,2.0371264863121317,,0.011048968019599162,-38.70860536780177
sufficient_4990m,4.0,R1_20dB,7,2.043262409463674,,0.011106235064972636,-38.66370247597055
sufficient_4990m,4.0,R1_20dB,7,2.0493983326152163,,0.011166733757044441,-38.61651646685593
sufficient_4990m,4.0,R1_20dB,7,2.0555342557667595,,0.011230533605724258,-38.56703186371639
sufficient_4990m,4.0,R1_20dB,7,2.061670178918302,,0.011297708170098324,-38.51523265207043
sufficient_4990m,4.0,R1_20dB,7,2.067806102069844,,0.01136833524548435,-38.461102254765585
sufficient_4990m,4.0,R1_20dB,7,2.0739420252213865,,0.01144249706224107,-38.40462350671773
sufficient_4990m,4.0,R1_20dB,7,2.0800779483729297,,0.011520280497216423,-38.345778629244904
sufficient_4990m,4.0,R1_20dB,7,2.086213871524472,,0.01160177729878299,-38.28454920391953
sufficient_4990m,4.0,R1_20dB,7,2.0923497946760143,,0.011687084326480553,-38.220916145861985
sufficient_4990m,4.0,R1_20dB,7,2.0984857178275576,,0.011776303806363889,-38.154859676397514
sufficient_4990m,4.0,R1_20dB,7,2.1046216409791,,0.011869543603240051,-38.08635929499704
sufficient_4990m,4.0,R1_20dB,7,2.110757564130642,,0.011966917511074262,-38.015393750420266
sufficient_4990m,4.0,R1_20dB,7,2.1168934872821845,,0.01206854556294689,-37.941941010977935
sufficient_4990m,4.0,R1_20dB,7,2.1230294104337277,,0.012174554362058975,-37.86597823382691
sufficient_4990m,4.0,R1_20dB,7,2.12916533358527,,0.012285077435408664,-37.78748173320929
sufficient_4990m,4.0,R1_20dB,7,2.1353012567368124,,0.012400255611899521,-37.70642694754304
sufficient_4990m,4.0,R1_20dB,7,2.1414371798883547,,0.012520237426792771,-37.62278840526821
sufficient_4990m,4.0,R1_20dB,7,2.147573103039898,,0.012645179554583294,-37.536539689348345
sufficient_4990m,4.0,R1_20dB,7,2.1537090261914402,,0.01277524727256239,-37.44765340032195
sufficient_4990m,4.0,R1_20dB,7,2.1598449493429825,,0.012910614957533564,-37.356101117793685
sufficient_4990m,4.0,R1_20dB,7,2.1659808724945258,,0.013051466618370158,-37.26185336024927
sufficient_4990m,4.0,R1_20dB,7,2.172116795646068,,0.013197996467350488,-37.16487954307156
sufficient_4990m,4.0,R1_20dB,7,2.1782527187976104,,0.013350409533478326,-37.065147934628136
sufficient_4990m,4.0,R1_20dB,7,2.1843886419491527,,0.01350892232129635,-36.962625610293415
sufficient_4990m,4.0,R1_20dB,7,2.190524565100696,,0.013673763519033627,-36.85727840425931
sufficient_4990m,4.0,R1_20dB,7,2.1966604882522383,,0.013845174760295346,-36.749070858979806
sufficient_4990m,4.0,R1_20dB,7,2.2027964114037806,,0.014023411443911704,-36.63796617208406
sufficient_4990m,4.0,R1_20dB,7,2.208932334555323,,0.014208743617014198,-36.523926140582304
sufficient_4990m,4.0,R1_20dB,7,2.215068257706866,,0.014401456926910796,-36.406911102176004
sufficient_4990m,4.0,R1_20dB,7,2.2212041808584084,,0.01460185364788887,-36.28687987347125
sufficient_4990m,4.0,R1_20dB,7,2.2273401040099507,,0.014810253789696803,-36.163789684879205
sufficient_4990m,4.0,R1_20dB,7,2.233476027161494,,0.01502699629514608,-36.03759611197239
sufficient_4990m,4.0,R1_20dB,7,2.2396119503130363,,0.015252440335047779,-35.908253003048046
sufficient_4990m,4.0,R1_20dB,7,2.2457478734645786,,0.015486966709559385,-35.77571240263064
sufficient_4990m,4.0,R1_20dB,7,2.251883796616121,,0.015730979365979288,-35.639924470626035
sufficient_4990m,4.0,R1_20dB,7,2.258019719767664,,0.015984907044105597,-35.50083739681615
sufficient_4990m,4.0,R1_20dB,7,2.2641556429192065,,0.016249205061482138,-35.358397310359436
sufficient_4990m,4.0,R1_20dB,7,2.270291566070749,,0.01652435725221088,-35.212548183934345
sufficient_4990m,4.0,R1_20dB,7,2.276427489222291,,0.016810878074530314,-35.063231732134895
sufficient_4990m,4.0,R1_20dB,7,2.2825634123738343,,0.017109314904073532,-34.91038730369372
sufficient_4990m,4.0,R1_20dB,7,2.2886993355253766,,0.017420250531647474,-34.753951767073175
sufficient_4990m,4.0,R1_20dB,7,2.294835258676919,,0.017744305886551986,-34.59385938892588
sufficient_4990m,4.0,R1_20dB,7,2.300971181828462,,0.018082143008914312,-34.43004170488321
sufficient_4990m,4.0,R1_20dB,7,2.3071071049800045,,0.018434468297296825,-34.2624273820833
sufficient_4990m,4.0,R1_20dB,7,2.313243028131547,,0.01880203606098766,-34.09094207279744
sufficient_4990m,4.0,R1_20dB,7,2.319378951283089,,0.019185652409957853,-33.91550825845778
sufficient_4990m,4.0,R1_20dB,7,2.3255148744346323,,0.01958617951953587,-33.73604508332488
sufficient_4990m,4.0,R1_20dB,7,2.3316507975861747,,0.020004540311475007,-33.55246817696527
sufficient_4990m,4.0,R1_20dB,7,2.337786720737717,,0.020441723598368086,-33.36468946463074
sufficient_4990m,4.0,R1_20dB,7,2.3439226438892593,,0.02089878974438789,-33.17261696454787
sufficient_4990m,4.0,R1_20dB,7,2.3500585670408025,,0.0213768769022301,-32.976154571030406
sufficient_4990m,4.0,R1_20dB,7,2.356194490192345,,0.02187720789403856,-32.77520182222397
sufficient_4990m,4.0,R1_20dB,7,2.362330413343887,,0.022401097813170304,-32.569653651176225
sufficient_4990m,4.0,R1_20dB,7,2.3684663364954304,,0.02294996243409974,-32.35940011879761
sufficient_4990m,4.0,R1_20dB,7,2.3746022596469727,,0.023525327529798516,-32.14432612713512
sufficient_4990m,4.0,R1_20dB,7,2.380738182798515,,0.024128839209830923,-31.924311111222316
sufficient_4990m,4.0,R1_20dB,7,2.3868741059500573,,0.0247622754084899,-31.69922870759331
sufficient_4990m,4.0,R1_20dB,7,2.3930100291016005,,0.02542755867095736,-31.468946397351036
sufficient_4990m,4.0,R1_20dB,7,2.399145952253143,,0.026126770407151886,-31.233325121461007
sufficient_4990m,4.0,R1_20dB,7,2.405281875404685,,0.026862166808176678,-30.992218865697314
sufficient_4990m,4.0,R1_20dB,7,2.4114177985562275,1.548707,0.027636196649749343,-30.745474212395028
sufficient_4990m,4.0,R1_20dB,7,2.4175537217077707,1.54625263,0.028451521241475115,-30.492929855857483
sufficient_4990m,4.0,R1_20dB,7,2.423689644859313,1.54379826,0.029311036821248727,-30.234416077927186
sufficient_4990m,4.0,R1_20dB,7,2.4298255680108554,1.5413439,0.03021789974159417,-29.969754179846877
sufficient_4990m,4.0,R1_20dB,7,2.4359614911623986,1.53888953,0.03117555485073638,-29.698755866113636
sufficient_4990m,4.0,R1_20dB,7,2.442097414313941,1.53643516,0.03218776753734518,-29.42122257555125
sufficient_4990m,4.0,R1_20dB,7,2.448233337465483,1.53398079,0.03325865998622343,-29.13694475429487
sufficient_4990m,4.0,R1_20dB,7,2.4543692606170255,1.53152642,0.03439275228522251,-28.845701064789267
sufficient_4990m,4.0,R1_20dB,7,2.4605051837685687,1.52907205,0.035595009134423566,-28.547257524238596
sufficient_4990m,4.0,R1_20dB,7,2.466641106920111,1.52661768,0.03687089304084821,-28.241366565209567
sufficient_4990m,4.0,R1_20dB,7,2.4727770300716534,1.52416331,0.03822642504029123,-27.927766010270133
sufficient_4990m,4.0,R1_20dB,7,2.4789129532231957,1.52170894,0.03966825417797174,-27.606177951641037
sufficient_4990m,4.0,R1_20dB,7,2.485048876374739,1.51925457,0.041203737208658886,-27.276307525837773
sufficient_4990m,4.0,R1_20dB,7,2.4911847995262812,1.5168002,0.04284103025347577,-26.93784157218808
sufficient_4990m,4.0,R1_20dB,7,2.4973207226778236,1.51434583,0.044589194485648895,-26.590447162922672
sufficient_4990m,4.0,R1_20dB,7,2.5034566458293668,1.51189146,0.0464583183246537,-26.233769991264705
sufficient_4990m,4.0,R1_20dB,7,2.509592568980909,1.5094371,0.04845965911457553,-25.867432602600694
sufficient_4990m,4.0,R1_20dB,7,2.5157284921324514,1.50698273,0.05060580786945324,-25.491032452433622
sufficient_4990m,4.0,R1_20dB,7,2.5218644152839937,1.50452836,0.052910881412793175,-25.104139773454275
sufficient_4990m,4.0,R1_20dB,7,2.528000338435537,1.50207399,0.05539074715427586,-24.70629523279626
sufficient_4990m,4.0,R1_20dB,7,2.5341362615870793,1.49961962,0.05806328687665472,-24.297007359504402
sufficient_4990m,4.0,R1_20dB,7,2.5402721847386216,1.49716525,0.06094870730400144,-23.87574972164057
sufficient_4990m,4.0,R1_20dB,7,2.546408107890164,1.49471088,0.06406990695689888,-23.441957832588777
sufficient_4990m,4.0,R1_20dB,7,2.552544031041707,1.49225651,0.06745291095686821,-22.995025767454035
sufficient_4990m,4.0,R1_20dB,7,2.5586799541932495,1.48980214,0.07112738812911927,-22.534302473672238
sufficient_4990m,4.0,R1_20dB,7,2.5648158773447918,1.48734777,0.07512726810453121,-22.05908776607474
sufficient_4990m,4.0,R1_20dB,7,2.570951800496335,1.4848934,0.07949148030546418,-21.568628007210794
